latent_id,split,split_order,mask_class,latent_seed,mh_seed,mask_seed,protocol_id,protocol_version,split_index,m_base,h_base,mask_category,m_seed,h_seed,camera_schedule_seed,light_schedule_seed,appearance0_seed,appearance1_seed,appearance2_seed,c0,c1,l0,l1
F12007,Camera-OOD,7,Full,11536496579704998742,3595637996801741900,10342664743564258756,SO-R1-A2-D0-AM1,1.1,7,0.015,0.491,Full,3595637996801741900,12802251879713139773,3370418600923090623,14134755617204693994,369307150673563681,11431554069401610168,17087778755134709187,Point Grey Grasshopper2 14S5C,Nikon D5100,A,FL2
F12008,Camera-OOD,8,Full,13769058427545046257,373883086144193949,5096107398168244241,SO-R1-A2-D0-AM1,1.1,8,0.017,0.821,Full,373883086144193949,8513298424566876161,4613649783291061470,11056401697358485879,1666504885734312086,12812646855029553543,8221196638172372655,Canon 5DMarkII,Canon 1DMarkIII,FL2,D65
F12009,Camera-OOD,9,Strong,14418423642156371686,8838610437736817603,11592489061784678218,SO-R1-A2-D0-AM1,1.1,9,0.019,0.865,Strong,8838610437736817603,8001445147312073966,6443727137342004637,15079945801539489008,3434019031131648133,5532116070497905365,15519258139350812089,Hasselblad H2,Nikon D5100,FL2,D65
F12010,Camera-OOD,10,Strong,5725045938062740425,3664451013626357932,15910400617363010355,SO-R1-A2-D0-AM1,1.1,10,0.021,0.141,Strong,3664451013626357932,9157867877388527949,1251372815331367900,6916468797252177735,732923100304813594,13356078806744753366,13120080734635300697,Nikon D80,Canon 1DMarkIII,FL2,D65
F12011,Camera-OOD,11,Mild,16360061334755451302,2589458280116107861,13442109479006136951,SO-R1-A2-D0-AM1,1.1,11,0.023,0.869,Mild,2589458280116107861,16621904775871370741,12549059604216585294,912210488818183317,10869116746383402525,14453047284484354260,11807296022745341525,Point Grey Grasshopper2 14S5C,Nikon D5100,FL2,D65
F12012,Camera-OOD,12,Mild,4795445685117749791,13361171692206145161,16257884520472501260,SO-R1-A2-D0-AM1,1.1,12,0.025,0.433,Mild,13361171692206145161,4136998766466680278,2840572595525000686,17130905564563002897,1741855475022863041,8610117366741731984,7375071968250687115,Canon 5DMarkII,Canon 1DMarkIII,D65,A
F12013,Camera-OOD,13,Mild,17990214960341125522,9906843355675713150,5920089605609439447,SO-R1-A2-D0-AM1,1.1,13,0.027,0.019,Mild,9906843355675713150,8368876991677820461,16918980657291632326,1808489245602517532,3881501490856912010,2204730976188629438,1615098618578876607,Hasselblad H2,Nikon D5100,D65,A
F12014,Camera-OOD,14,Strong,6063843327665567010,17343811023977796501,8566829310947116841,SO-R1-A2-D0-AM1,1.1,14,0.029,0.101,Strong,17343811023977796501,14429479874386729053,9527875436404588128,5976137979294742480,8913199928844839475,117377694578973812,12088405306246118312,Nikon D80,Canon 1DMarkIII,D65,A
F12015,Camera-OOD,15,Mild,16357245454350167584,12406199085263322067,11065925360795692821,SO-R1-A2-D0-AM1,1.1,15,0.031,0.583,Mild,12406199085263322067,4576659268280185685,16349744597578188738,7017606716721260078,3720647310105236217,2205722915373213461,2987681709953537212,Point Grey Grasshopper2 14S5C,Nikon D5100,D65,A
F12500,Light-OOD,0,Mild,4928590059745051292,17913131310085702080,7331902923782957026,SO-R1-A2-D0-AM1,1.1,0,0.001,0.919,Mild,17913131310085702080,14370488979754836851,10868853568453756437,8586186302112811806,4824112583089122712,18391114700478472403,6899884865702733682,Canon 5DMarkII,Hasselblad H2,D65,FL11
F12501,Light-OOD,1,Full,11531093693039245779,16597257744763294323,12197767755155801056,SO-R1-A2-D0-AM1,1.1,1,0.003,0.437,Full,16597257744763294323,5966739179487990422,9296120657713634333,14448788223671975325,5704252329599877592,551171835589153584,3060973756166604880,Hasselblad H2,Nikon D80,D65,FL11
F12502,Light-OOD,2,Mild,14298388705846623786,3451787646957937007,11250487227507166670,SO-R1-A2-D0-AM1,1.1,2,0.005,0.533,Mild,3451787646957937007,10108841394315666362,8106775578281048411,14140106785566503862,3672405958159009663,11799072101948719321,12493681386598705689,Nikon D80,Point Grey Grasshopper2 14S5C,D65,FL11
F12503,Light-OOD,3,Full,9124793967659807326,4796248678085836924,4816638134861581386,SO-R1-A2-D0-AM1,1.1,3,0.007,0.375,Full,4796248678085836924,2027249325455406105,4984393817765456992,9968831999795598684,1392281445760905917,14461555661894628081,7449575360366846920,Point Grey Grasshopper2 14S5C,Canon 5DMarkII,D65,FL11
F12504,Light-OOD,4,Strong,1390084931514719539,15274021039661041251,12158752186111507736,SO-R1-A2-D0-AM1,1.1,4,0.009,0.761,Strong,15274021039661041251,10345866284500991697,5752421654405724212,17121500839833240642,6000818819652069521,11308744731909174443,14052637353165996916,Canon 5DMarkII,Hasselblad H2,A,FL11
F12505,Light-OOD,5,Full,4323330467710440424,6328873417132079734,480941696205380113,SO-R1-A2-D0-AM1,1.1,5,0.011,0.589,Full,6328873417132079734,14310472842250234785,15107622526610600376,8395125218577046156,16084187480019592980,17389982135008647116,276283672108782958,Hasselblad H2,Nikon D80,A,FL11
F12506,Light-OOD,6,Mild,9516532259013641609,2632565222349240703,13234707257966274170,SO-R1-A2-D0-AM1,1.1,6,0.013,0.329,Mild,2632565222349240703,12212476915319602169,5615315244903140110,17955424507448144932,7084716245932817739,18239421770929212635,10564321165886041804,Nikon D80,Point Grey Grasshopper2 14S5C,A,FL11
F12507,Light-OOD,7,Strong,16891224991934602235,15389128098471940406,4996955524456275143,SO-R1-A2-D0-AM1,1.1,7,0.015,0.063,Strong,15389128098471940406,516922043469929930,7078886546273984689,2672544386206421796,18344144812224354124,14828044851518018247,579835249641308320,Point Grey Grasshopper2 14S5C,Canon 5DMarkII,A,FL11
F12508,Light-OOD,8,Strong,16044480889263215594,16006687325446498275,3989942455023664533,SO-R1-A2-D0-AM1,1.1,8,0.017,0.647,Strong,16006687325446498275,11650116222890072158,16672558360092393596,5875504194467617397,6261177828900916891,2243961218001214813,11752275736316979762,Canon 5DMarkII,Hasselblad H2,FL2,FL11
F12509,Light-OOD,9,Strong,15222577878858976510,2343143448760647280,14136470834207514881,SO-R1-A2-D0-AM1,1.1,9,0.019,0.157,Strong,2343143448760647280,2581308079344572816,838311909492258827,16559312261422679208,12951696548382700963,4719565765701020302,18410122004383169943,Hasselblad H2,Nikon D80,FL2,FL11
F12510,Light-OOD,10,Strong,4829429186601767167,17171138587828642325,14390985991209468922,SO-R1-A2-D0-AM1,1.1,10,0.021,0.689,Strong,17171138587828642325,6021172735855265856,18070559044313912717,3098224257567186214,16811290133589510090,18165548298206981176,7995046296366615964,Nikon D80,Point Grey Grasshopper2 14S5C,FL2,FL11
F12511,Light-OOD,11,Mild,11251909169186869447,10141802296998029425,9717093072976271971,SO-R1-A2-D0-AM1,1.1,11,0.023,0.023,Mild,10141802296998029425,4086180743314656875,13158092694930719128,549627319049372526,9861637368288431083,8109017089975492405,472950512359494650,Point Grey Grasshopper2 14S5C,Canon 5DMarkII,FL2,FL11
F12512,Light-OOD,12,Full,2118745214222728067,8749994253702644535,3626991699357632114,SO-R1-A2-D0-AM1,1.1,12,0.025,0.955,Full,8749994253702644535,2649789832044596401,663456562345319659,7270061021521445949,8361298582511872120,9338247426272976866,7010190667900327706,Canon 5DMarkII,Hasselblad H2,D65,FL11
F12513,Light-OOD,13,Full,3054515173384060220,478257699291035820,18329900144649106979,SO-R1-A2-D0-AM1,1.1,13,0.027,0.339,Full,478257699291035820,9184569882714384971,740188271772413455,11293569035152633761,9221698651291292676,13047763825539285225,10804729184322977762,Hasselblad H2,Nikon D80,D65,FL11
F12514,Light-OOD,14,Mild,4487029078417310761,16845461935436419998,3579699067952086976,SO-R1-A2-D0-AM1,1.1,14,0.029,0.247,Mild,16845461935436419998,17514044292155382362,4824312593514001953,9048249648872696594,10067113358600557964,8595057101712251969,18063895282927733517,Nikon D80,Point Grey Grasshopper2 14S5C,D65,FL11
F12515,Light-OOD,15,Full,15744695280769461585,13897035578077537810,18287871331993218273,SO-R1-A2-D0-AM1,1.1,15,0.031,0.585,Full,13897035578077537810,13452384604880384850,13785227330846212567,8894841313996897137,6753776959873549891,6629262300286512840,5350173520946584271,Point Grey Grasshopper2 14S5C,Canon 5DMarkII,D65,FL11
F13000,Joint-OOD,0,Strong,14535543008887880080,9576260530965769474,10460043177146281955,SO-R1-A2-D0-AM1,1.1,0,0.001,0.613,Strong,9576260530965769474,1321586319844141352,8439989884138688719,16159331279216141509,16219713515322288940,12853675421916778463,15558854461810982277,Canon 5DMarkII,Canon 1DMarkIII,D65,FL11
F13001,Joint-OOD,1,Full,15513175833655795363,14723719554094983610,12391333863267843440,SO-R1-A2-D0-AM1,1.1,1,0.003,0.991,Full,14723719554094983610,10479666231128837376,14574845099967922776,13187935987510944730,1254019062980086512,11046898023847818079,13875569180511731574,Hasselblad H2,Nikon D5100,D65,FL11
F13002,Joint-OOD,2,Full,10099459981811758228,16367006212585597478,11588581398926767190,SO-R1-A2-D0-AM1,1.1,2,0.005,0.447,Full,16367006212585597478,9609109595291971720,8466278595915695505,1818384918964853180,1399701099430780754,3820751304228644588,10541388393226195028,Nikon D80,Canon 1DMarkIII,D65,FL11
F13003,Joint-OOD,3,Full,7902553151765811177,1570912503209238919,14125364887588837178,SO-R1-A2-D0-AM1,1.1,3,0.007,0.347,Full,1570912503209238919,3479849008108768743,18262029867338062984,16561344059496363308,9789467509293833625,6650418208457730126,7697732462681780262,Point Grey Grasshopper2 14S5C,Nikon D5100,D65,FL11
F13004,Joint-OOD,4,Full,14710944246927733408,9855506257284679152,6054818791063206753,SO-R1-A2-D0-AM1,1.1,4,0.009,0.151,Full,9855506257284679152,11444342883094779310,12170271012106130944,13325497481481411678,10428262848611075307,5266048483662109211,4580888882350002947,Canon 5DMarkII,Canon 1DMarkIII,A,FL11
F13005,Joint-OOD,5,Mild,7563351581797142371,2619718972700494422,12485686154017169888,SO-R1-A2-D0-AM1,1.1,5,0.011,0.667,Mild,2619718972700494422,9657851417740417618,16936878348229180119,17032576116212665264,3356917406417011470,9407160691987731978,7888124814558844930,Hasselblad H2,Nikon D5100,A,FL11
F13006,Joint-OOD,6,Strong,9726701125260260461,437790735419973304,2388648309049645998,SO-R1-A2-D0-AM1,1.1,6,0.013,0.221,Strong,437790735419973304,5972349248522363039,16822918245891536283,4747685258758212822,1760545532227698046,8996441555028652101,6551108136585760125,Nikon D80,Canon 1DMarkIII,A,FL11
F13007,Joint-OOD,7,Full,11679382030304638497,17569479964775973857,3017305748403751424,SO-R1-A2-D0-AM1,1.1,7,0.015,0.909,Full,17569479964775973857,8120121120377404668,13898778052595767682,3349919419553437267,5368222808754017338,16177950301974857675,2699670895554592152,Point Grey Grasshopper2 14S5C,Nikon D5100,A,FL11
F13008,Joint-OOD,8,Mild,16284758629105125685,15972995780346613630,7592635303512824982,SO-R1-A2-D0-AM1,1.1,8,0.017,0.769,Mild,15972995780346613630,8498041347691825316,16087984893527367328,1497136391315647461,9277308474620415364,10140915858428304336,6744851828007559269,Canon 5DMarkII,Canon 1DMarkIII,FL2,FL11
F13009,Joint-OOD,9,Mild,12770439781901838630,4152503893481802762,9236198132943897708,SO-R1-A2-D0-AM1,1.1,9,0.019,0.661,Mild,4152503893481802762,17177663226895651013,14730024586266712194,1755207616373960797,10298276554497838534,2899145454264596584,11799292381324183303,Hasselblad H2,Nikon D5100,FL2,FL11
F13010,Joint-OOD,10,Mild,13477823094110106214,4188920299418328384,6094589214938417946,SO-R1-A2-D0-AM1,1.1,10,0.021,0.249,Mild,4188920299418328384,11687586319001075330,4964973974688005838,17016777291356022276,11406985619107767889,11271347274947586747,15459595890197095001,Nikon D80,Canon 1DMarkIII,FL2,FL11
F13011,Joint-OOD,11,Full,13721656408779904769,13947635070507030571,6372024583329370829,SO-R1-A2-D0-AM1,1.1,11,0.023,0.443,Full,13947635070507030571,3045883493911514649,113434845160886984,8251637174588290400,15003985106744408035,93363988701889619,11803092132379012371,Point Grey Grasshopper2 14S5C,Nikon D5100,FL2,FL11
F13012,Joint-OOD,12,Mild,8472457218198662212,15711814853863042927,9096492796992195894,SO-R1-A2-D0-AM1,1.1,12,0.025,0.995,Mild,15711814853863042927,9540283403559956331,12066588600136037979,10285087565761382368,6040767945399743715,1682982863811748168,5900591258027534400,Canon 5DMarkII,Canon 1DMarkIII,D65,FL11
F13013,Joint-OOD,13,Mild,6200150412117300984,4588902738418526572,14470527381487901808,SO-R1-A2-D0-AM1,1.1,13,0.027,0.373,Mild,4588902738418526572,17956972211805950859,5751329742445347370,14186613606813964344,3698854832678056668,9783107614626840067,11360705143175878400,Hasselblad H2,Nikon D5100,D65,FL11
F13014,Joint-OOD,14,Mild,5333735593646185457,8139472366354860603,4413593673827534825,SO-R1-A2-D0-AM1,1.1,14,0.029,0.585,Mild,8139472366354860603,8909111301235219229,15815164917834072889,9075553772706432497,5222722073202081805,793534700844380836,17291113031928562582,Nikon D80,Canon 1DMarkIII,D65,FL11
F13015,Joint-OOD,15,Full,16903764091291401051,10173627973498277298,2482769677312215669,SO-R1-A2-D0-AM1,1.1,15,0.031,0.293,Full,10173627973498277298,10594096735094750245,6386352159070202120,7159214820482762731,4219067141800295798,1379634515165908797,13682162109246178045,Point Grey Grasshopper2 14S5C,Nikon D5100,D65,FL11
