row_index,sample_id,split,split_index,base_latent_id,acquisition_variant_id,m_base,h_base,m_seed,h_seed,s_seed,p_seed,mask_seed,acquisition_seed,camera_light_seed,camera_name,light_name,camera_light_pair,exposure,valid_mask_type,expected_valid_fraction,so0_version,so0_config_hash,spectral_asset_hash,generator_config_hash,actual_valid_fraction,low_clip_fraction,high_clip_fraction,total_clip_fraction,per_channel_clip_fraction,retry_count,generation_status,rgb_min,rgb_max,rgb_mean,rgb_std,m_mean,m_std,h_mean,h_std,s_mean,s_std,p_mean,p_std,p_nonzero_fraction,p_blob_count
30,validation_000006,validation,6,1000006,0,0.46381253004074097,0.3489208221435547,10889226641295895748,9714750773575229633,16826592260370469173,10779380061032231729,7895482398382998677,12927368472803892775,15088069750753380467,Canon 500D,A,Canon 500D / A,1.0,holes,0.9729156494140625,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,0.9729156494140625,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.0,0.6603550314903259,0.1872745156288147,0.14948293566703796,0.46770477294921875,0.16178974509239197,0.3489208221435547,0.06136101111769676,0.8791407346725464,0.09361300617456436,0.0012021209113299847,0.004773709923028946,0.2179107666015625,3
31,validation_000007,validation,7,1000007,0,0.755765438079834,0.637351930141449,13067326045361338558,8023298976754417698,16233366931533775935,14581398116840530206,10859905601763052585,14516003978930820390,10333403622949677775,Nikon D5100,A,Nikon D5100 / A,1.0,holes,0.987274169921875,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,0.987274169921875,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.0,0.37726709246635437,0.10659261792898178,0.10456933826208115,0.7711575031280518,0.0645211935043335,0.6324487328529358,0.12053336203098297,0.9497702121734619,0.09656427800655365,0.0005407434073276818,0.0022526418324559927,0.1923370361328125,1
32,id_test_000000,id_test,0,2000000,0,0.6073224544525146,0.9174377918243408,7398469818328221758,16604482071648914062,12406442994309277725,1473748780794091174,6227087398342535668,10892544511447212052,12985880709623922088,Nikon D50,D65,Nikon D50 / D65,1.0,boundary,0.6585845947265625,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,0.6585845947265625,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.0,0.44308698177337646,0.07656367868185043,0.10926428437232971,0.6218118071556091,0.062300026416778564,0.9153648614883423,0.057987235486507416,0.9702840447425842,0.2949828803539276,0.0,0.0,0.0,0
33,id_test_000001,id_test,1,2000001,0,0.07293033599853516,0.3559526801109314,6906083596992088475,15056197547510858314,3939048250714101852,14433800211093216572,10641738561924545000,16991907267533683276,3053040839798725910,Nokia N900,D65,Nokia N900 / D65,1.0,mixed,0.6712646484375,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,0.6712646484375,0.0,0.0015869140625,0.0015869140625,"[0.0047607421875, 0.0, 0.0]",0,SUCCESS,0.0,0.9588490128517151,0.24543625116348267,0.21927742660045624,0.06960560381412506,0.07032173126935959,0.3654773533344269,0.08909274637699127,0.8550917506217957,0.26007136702537537,0.0,0.0,0.0,0
34,id_test_000002,id_test,2,2000002,0,0.4332975447177887,0.622420072555542,1505306867106526504,3580146301027665710,590910068559782376,17685419611726351572,2330264775312985219,9392501040547391479,11817608220740399215,Nikon D3X,A,Nikon D3X / A,1.0,full,1.0,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,1.0,0.0,0.00030517578125,0.00030517578125,"[0.00091552734375, 0.0, 0.0]",0,SUCCESS,0.01555429957807064,1.0,0.26619037985801697,0.20621976256370544,0.43355074524879456,0.17250123620033264,0.6565879583358765,0.16876274347305298,1.1927769184112549,0.20492643117904663,0.001285237492993474,0.005105673335492611,0.25164794921875,2
35,id_test_000003,id_test,3,2000003,0,0.9114053249359131,0.06198130548000336,7987262861424533758,263291613662976882,1923593483413385133,16222837955015397569,994159747709766827,9188257027977861025,6815073949268951281,Pentax K-5,D65,Pentax K-5 / D65,1.0,holes,0.995269775390625,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,0.995269775390625,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.0,0.5468904972076416,0.09362977743148804,0.09541411697864532,0.8758227229118347,0.11501014232635498,0.10975359380245209,0.1223502978682518,1.0536072254180908,0.19450345635414124,0.0,0.0,0.0,0
36,id_test_000004,id_test,4,2000004,0,0.8331887125968933,0.569799542427063,16484360997565060319,4284752040586546974,12177705386931930847,1252603461756180816,2554335752675605802,6866321219625817475,11378668388604723982,Nikon D40,D65,Nikon D40 / D65,1.0,holes,0.8798675537109375,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,0.8798675537109375,0.0006103515625,0.0,0.0006103515625,"[0.0, 0.0, 0.0018310546875]",0,SUCCESS,0.0,0.3814751207828522,0.0913158729672432,0.10430456697940826,0.8331556916236877,0.062149450182914734,0.5749453902244568,0.05685741454362869,1.193494439125061,0.19965600967407227,0.001075524720363319,0.005446380469948053,0.1578369140625,1
37,id_test_000005,id_test,5,2000005,0,0.2988033890724182,0.2271070033311844,18212346743116350026,14375051458591986180,7050697538409329673,13143059683266428504,1282466970550551063,3321315542973124636,16096624570248287600,Phase One,FL2,Phase One / FL2,1.0,full,1.0,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,1.0,0.0,0.0011189778645833333,0.0011189778645833333,"[0.00335693359375, 0.0, 0.0]",1,SUCCESS,0.0012213084846735,1.0,0.32684698700904846,0.2013189047574997,0.30172795057296753,0.17300733923912048,0.23183292150497437,0.14811931550502777,1.2111685276031494,0.23998254537582397,0.0,0.0,0.0,0
38,id_test_000006,id_test,6,2000006,0,0.20916679501533508,0.7520828247070312,4737323685325403783,6321248504882394280,10620006454690695713,915954104601232544,3239098970576994798,13181068349203173319,7887265303691684012,Nikon D80,A,Nikon D80 / A,1.0,mixed,0.68994140625,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,0.68994140625,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.0,0.8756736516952515,0.21961402893066406,0.21386107802391052,0.1944446861743927,0.12282611429691315,0.7381479740142822,0.10813301801681519,0.8900446891784668,0.2005344033241272,0.0,0.0,0.0,0
39,id_test_000007,id_test,7,2000007,0,0.6872815489768982,0.4087887108325958,2373519552341791567,3697444087570837181,450479353413315412,10562055057781994693,6307210152879374589,17687052945627917964,11773038991926854999,Nikon D80,D65,Nikon D80 / D65,1.0,holes,0.9360809326171875,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,0.9360809326171875,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.0,0.4088151156902313,0.09140343219041824,0.08907509595155716,0.6957499384880066,0.14526169002056122,0.4047982096672058,0.1163046658039093,0.7876406908035278,0.1328027844429016,0.002421547891572118,0.009741747751832008,0.231781005859375,2
40,camera_ood_000000,camera_ood,0,3000000,0,0.6839107871055603,0.22181084752082825,17675764764701702923,12632725708192667686,1059365188406371195,15070858489757893391,796926711267172524,17965716686114945257,4392495204469320846,Nikon D700,D65,Nikon D700 / D65,1.0,full,1.0,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,1.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.003999372944235802,0.4148869216442108,0.12848234176635742,0.11665011942386627,0.6809837818145752,0.05509375408291817,0.23173199594020844,0.16110189259052277,1.0289478302001953,0.23215536773204803,0.00117692188359797,0.004177258815616369,0.29693603515625,2
41,camera_ood_000001,camera_ood,1,3000001,0,0.37505894899368286,0.929962694644928,8805863532532073809,9019355425924250080,12466500298383955973,15606225031893622826,13347224561205925840,9526721208731888697,3459117196850429250,Nikon D700,FL2,Nikon D700 / FL2,1.0,full,1.0,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,1.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.01693778485059738,0.5832878947257996,0.18032169342041016,0.12203624099493027,0.37505894899368286,0.0727425068616867,0.8705359101295471,0.12998034060001373,0.9382846355438232,0.1744488626718521,0.0,0.0,0.0,0
42,camera_ood_000002,camera_ood,2,3000002,0,0.07956200838088989,0.452690452337265,11622387166222778831,11487391524246727088,9947862673258151547,9416000288917423578,8646394799052352745,10518709563772154736,9583460405435068921,Canon 600D,D65,Canon 600D / D65,1.0,boundary,0.801605224609375,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,0.801605224609375,0.0,0.006429036458333333,0.006429036458333333,"[0.019287109375, 0.0, 0.0]",0,SUCCESS,0.0,1.0,0.3820178210735321,0.2621980309486389,0.09557084739208221,0.08672937750816345,0.4666309654712677,0.10512000322341919,1.0700314044952393,0.22942715883255005,0.0007254615775309503,0.003759062848985195,0.130279541015625,1
43,camera_ood_000003,camera_ood,3,3000003,0,0.8386161923408508,0.6972188949584961,7592874518488103237,6339153229946884607,10421377988850383648,17404748612428810747,15452336128051159776,3524333877679435813,6874537243202764569,Nikon D700,A,Nikon D700 / A,1.0,boundary,0.7397003173828125,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,0.7397003173828125,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.0,0.3809123635292053,0.0630534216761589,0.08992145955562592,0.8615117073059082,0.06165746971964836,0.6970119476318359,0.11715307831764221,0.9139543771743774,0.28303834795951843,0.0,0.0,0.0,0
44,camera_ood_000004,camera_ood,4,3000004,0,0.7900677919387817,0.3394002914428711,5912946349929165513,10513974415555067299,6467084484826507732,7842352205703830815,16206541160639641455,5179452216286250760,7296656620918739008,Canon 600D,A,Canon 600D / A,1.0,full,1.0,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,1.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.003802358638495207,0.6826225519180298,0.12148585915565491,0.1295318603515625,0.8063058853149414,0.13414698839187622,0.3501274287700653,0.13421028852462769,1.0576907396316528,0.2713618576526642,0.0,0.0,0.0,0
45,camera_ood_000005,camera_ood,5,3000005,0,0.2564878463745117,0.5870591402053833,1177208804021928929,4542272153957905609,11610183467715629243,16190769777088130707,5977751265268840484,10974142001107713242,14696955550039705451,Canon 600D,FL2,Canon 600D / FL2,1.0,boundary,0.75531005859375,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,0.75531005859375,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.0,0.5500264167785645,0.1986141949892044,0.16216425597667694,0.24880045652389526,0.09551072865724564,0.5869401693344116,0.15135149657726288,1.0011277198791504,0.09888993948698044,0.0,0.0,0.0,0
46,camera_ood_000006,camera_ood,6,3000006,0,0.4389888346195221,0.1063133031129837,14673685676404187477,16927795645277283381,871107606065136649,16506020257114422313,4744127098783380104,482495763885102170,10631231956031462708,Olympus E-PL2,A,Olympus E-PL2 / A,1.0,full,1.0,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,1.0,0.0,0.0005391438802083334,0.0005391438802083334,"[0.001617431640625, 0.0, 0.0]",0,SUCCESS,0.0026926733553409576,1.0,0.22909021377563477,0.18593887984752655,0.44335782527923584,0.170102059841156,0.14945179224014282,0.11517416685819626,0.921501636505127,0.24724647402763367,0.0028209644369781017,0.009403851814568043,0.3546295166015625,2
47,camera_ood_000007,camera_ood,7,3000007,0,0.5232449769973755,0.8184741735458374,10747385758779779208,16488081038143024964,15528589547383334288,9983890404291097616,1684208155016295351,2321501815856658118,15777761232978821448,Olympus E-PL2,FL2,Olympus E-PL2 / FL2,1.0,full,1.0,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,1.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.006630732212215662,0.5825491547584534,0.1784321516752243,0.13841865956783295,0.502223789691925,0.05808223411440849,0.8018481135368347,0.13010503351688385,1.1990045309066772,0.2753211557865143,0.0011958812829107046,0.006299394648522139,0.20745849609375,2
48,light_ood_000000,light_ood,0,4000000,0,0.3691641688346863,0.12783503532409668,9361030240745593016,13638020825878800407,7325464499089302348,7422961392118226804,9297016142454056376,10729407308052492429,10499589043538398448,Point Grey Grasshopper 50S5C,FL11,Point Grey Grasshopper 50S5C / FL11,1.0,full,1.0,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,1.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.007970953360199928,0.8474410772323608,0.2409534454345703,0.17103183269500732,0.377812922000885,0.1458246111869812,0.12558084726333618,0.09098207205533981,0.9386091232299805,0.206312894821167,0.000685224833432585,0.0049454341642558575,0.0838775634765625,1
49,light_ood_000001,light_ood,1,4000001,0,0.7763329148292542,0.5495668053627014,15105898997584224206,625577446167871453,2415341121203290762,12891526704004800864,3422383239847670910,7970436752710424394,5305701758656201276,Pentax K-5,FL11,Pentax K-5 / FL11,1.0,full,1.0,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,1.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.0004675518721342087,0.5268961787223816,0.11763910204172134,0.11887522041797638,0.7881684303283691,0.13957948982715607,0.5397704839706421,0.1534271091222763,1.191784143447876,0.202181875705719,0.0,0.0,0.0,0
50,light_ood_000002,light_ood,2,4000002,0,0.5411849617958069,0.356934517621994,7743571436840009036,8180109473950596239,7643109443951285253,14315900702750884288,13170259543370670110,8792386481154974933,17577854452585747823,Nikon D200,FL11,Nikon D200 / FL11,1.0,mixed,0.6169891357421875,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,0.6169891357421875,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.0,0.514948844909668,0.07693766802549362,0.10178596526384354,0.5203275084495544,0.11527201533317566,0.356934517621994,0.05273798480629921,0.7302203178405762,0.14814607799053192,0.0011437583016231656,0.0055679562501609325,0.1799468994140625,2
51,light_ood_000003,light_ood,3,4000003,0,0.1621447652578354,0.7793388366699219,9290799792363577148,760541825346053788,16504910940729593031,17124738228427268274,4569810546575720404,10857652974354134868,8709545653732017400,Nikon D90,FL11,Nikon D90 / FL11,1.0,full,1.0,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,1.0,0.0,0.0004526774088541667,0.0004526774088541667,"[0.0013580322265625, 0.0, 0.0]",0,SUCCESS,0.05739256739616394,1.0,0.3665548861026764,0.21266567707061768,0.17669892311096191,0.07079463452100754,0.7513088583946228,0.14430293440818787,1.0867434740066528,0.17176823318004608,0.0,0.0,0.0,0
52,light_ood_000004,light_ood,4,4000004,0,0.2584843039512634,0.4726705551147461,2353225789363662729,5186412940981363051,4033561208022316581,6584610359374453987,7637647520668977783,16005390393474153498,18302060547543349375,Nikon D40,FL11,Nikon D40 / FL11,1.0,mixed,0.668914794921875,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,0.668914794921875,0.0,0.010518391927083334,0.010518391927083334,"[0.03155517578125, 0.0, 0.0]",0,SUCCESS,0.0,1.0,0.2368534654378891,0.2546258866786957,0.2367202788591385,0.1759636402130127,0.4669034481048584,0.10623456537723541,1.1687774658203125,0.19355593621730804,0.0,0.0,0.0,0
53,light_ood_000005,light_ood,5,4000005,0,0.6656256318092346,0.8375473022460938,16203315166417679410,7591546641201385608,4248918455594076291,8431153249440505322,15158233806478879563,9543082100491596833,4305959911505636024,Nikon D3,FL11,Nikon D3 / FL11,1.0,full,1.0,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,1.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.0007422356866300106,0.6997790932655334,0.1364562064409256,0.1318032592535019,0.6595783233642578,0.16230739653110504,0.8401308655738831,0.124460369348526,1.0876902341842651,0.21746903657913208,0.002437566639855504,0.009238599799573421,0.2678680419921875,1
54,light_ood_000006,light_ood,6,4000006,0,0.8733506202697754,0.2515494227409363,13722801349375598078,7406165509191979975,5022381790089039765,10517154368067656125,4024881314175834876,18003378245137122747,14633297631866027798,SONY NEX-5N,FL11,SONY NEX-5N / FL11,1.0,holes,0.9011993408203125,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,0.9011993408203125,0.001861572265625,0.0,0.001861572265625,"[0.0, 0.0, 0.005584716796875]",0,SUCCESS,0.0,0.3197074830532074,0.06230250000953674,0.07354982197284698,0.8603318929672241,0.07401776313781738,0.2575783431529999,0.13384264707565308,0.7934501767158508,0.2869284451007843,0.0013274865923449397,0.006401152815669775,0.180908203125,1
55,light_ood_000007,light_ood,7,4000007,0,0.49433770775794983,0.6175399422645569,9279431942134745292,4042697383489936041,12347182323187206753,13901847780391004509,2507517574835175979,9731200472910002117,1480986005104571691,Canon 1DMarkIII,FL11,Canon 1DMarkIII / FL11,1.0,holes,0.975860595703125,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,0.975860595703125,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.0,0.7736856937408447,0.15892760455608368,0.14149042963981628,0.49434590339660645,0.16574065387248993,0.6320507526397705,0.163624107837677,0.8955888748168945,0.1743069291114807,0.0004180656105745584,0.002145214471966028,0.141448974609375,1
56,joint_ood_000000,joint_ood,0,5000000,0,0.7764366865158081,0.24971893429756165,18214796822807624205,3047830480281386457,4810125386445547647,11378917767571761684,12518781059295712127,6497286557193759081,14816828317128790418,Olympus E-PL2,FL11,Olympus E-PL2 / FL11,1.0,full,1.0,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,1.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.0003694803745020181,0.37194952368736267,0.0909140408039093,0.08852127939462662,0.7752380967140198,0.12664425373077393,0.24971893429756165,0.09344849735498428,0.886610209941864,0.26951417326927185,0.0015698014758527279,0.007085226476192474,0.202484130859375,1
57,joint_ood_000001,joint_ood,1,5000001,0,0.2703613042831421,0.6713216304779053,4455642560045109775,12597754045580573417,15010262248087543698,6121958690040508912,8383305270426089283,15633781516582102965,668851216868928316,Nikon D700,FL11,Nikon D700 / FL11,1.0,mixed,0.7033538818359375,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,0.7033538818359375,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.0,0.6601777076721191,0.14863304793834686,0.1529523730278015,0.23768949508666992,0.0861741453409195,0.6803034543991089,0.0648709237575531,0.7290976643562317,0.2138330042362213,0.003142088418826461,0.011333747766911983,0.29351806640625,2
58,joint_ood_000002,joint_ood,2,5000002,0,0.4195329248905182,0.4721355438232422,5232241379464887200,10013621130762627947,2507545131184953026,9044410650233712281,16226514112764106321,12051256227416103514,16991954142619958477,Canon 600D,FL11,Canon 600D / FL11,1.0,boundary,0.6835479736328125,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,0.6835479736328125,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.0,0.5647576451301575,0.10927385091781616,0.13090728223323822,0.429330050945282,0.10524118691682816,0.47912633419036865,0.15964938700199127,0.8005803227424622,0.22213008999824524,0.0,0.0,0.0,0
59,joint_ood_000003,joint_ood,3,5000003,0,0.5881537199020386,0.8951600193977356,14234957746073849750,11698800473102776824,17418589327941123275,15648764318692284004,15057607309920938919,13366397437861565139,17820068711557228428,Olympus E-PL2,FL11,Olympus E-PL2 / FL11,1.0,full,1.0,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,1.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.0022884083446115255,0.36461567878723145,0.10623066872358322,0.09601156413555145,0.6012024283409119,0.08646557480096817,0.8650751113891602,0.14389227330684662,0.7741555571556091,0.11437729001045227,0.002397774485871196,0.008804858662188053,0.2930145263671875,1
