subject_id,capture_id,roi,parameter,delta_logrmse,accepted_grid_solution_count,accepted_multistart_solution_count,accepted_min,accepted_max,total_span,profile_span_gate
p018,p018_neutral_front,right_cheek,s,0.01,39,351,0.0,0.2,0.2,True
p019,p019_neutral_front,left_cheek,f_mel,0.0025,26,234,0.043000000000000003,0.048075850564614685,0.005075850564614681,True
p019,p019_neutral_front,left_cheek,f_mel,0.005,46,414,0.039775,0.04939740660288418,0.00962240660288418,True
p019,p019_neutral_front,left_cheek,f_mel,0.01,73,657,0.0387,0.0516,0.012900000000000002,True
p019,p019_neutral_front,left_cheek,f_blood,0.0025,26,234,0.09400000000000001,0.1,0.0059999999999999915,True
p019,p019_neutral_front,left_cheek,f_blood,0.005,46,414,0.08650000000000001,0.1,0.013499999999999998,False
p019,p019_neutral_front,left_cheek,f_blood,0.01,73,657,0.07600000000000001,0.1,0.023999999999999994,False
p019,p019_neutral_front,left_cheek,s,0.0025,26,234,0.36,0.7000000000000001,0.3400000000000001,False
p019,p019_neutral_front,left_cheek,s,0.005,46,414,0.26,0.76875,0.50875,False
p019,p019_neutral_front,left_cheek,s,0.01,73,657,0.14,0.84,0.7,False
p019,p019_neutral_front,right_cheek,f_mel,0.0025,8,72,0.0688,0.0721900866990937,0.0033900866990937,True
p019,p019_neutral_front,right_cheek,f_mel,0.005,22,198,0.06557500000000001,0.078475,0.012899999999999995,True
p019,p019_neutral_front,right_cheek,f_mel,0.01,40,360,0.0645,0.07955,0.015049999999999994,True
p019,p019_neutral_front,right_cheek,f_blood,0.0025,8,72,0.098,0.1,0.0020000000000000018,True
p019,p019_neutral_front,right_cheek,f_blood,0.005,22,198,0.09237500000000001,0.1,0.007624999999999993,True
p019,p019_neutral_front,right_cheek,f_blood,0.01,40,360,0.08600000000000001,0.1,0.013999999999999999,False
p019,p019_neutral_front,right_cheek,s,0.0025,8,72,0.0,0.06,0.06,True
p019,p019_neutral_front,right_cheek,s,0.005,22,198,0.0,0.14500000000000002,0.14500000000000002,True
p019,p019_neutral_front,right_cheek,s,0.01,40,360,0.0,0.26,0.26,False
p020,p020_neutral_front,left_cheek,f_mel,0.0025,12,108,0.016172905719621794,0.0172,0.001027094280378206,True
p020,p020_neutral_front,left_cheek,f_mel,0.005,27,243,0.01191314629210575,0.020425,0.008511853707894248,True
p020,p020_neutral_front,left_cheek,f_mel,0.01,44,396,0.010493226452631857,0.021500000000000002,0.011006773547368145,True
p020,p020_neutral_front,left_cheek,f_blood,0.0025,12,108,0.098,0.1,0.0020000000000000018,True
p020,p020_neutral_front,left_cheek,f_blood,0.005,27,243,0.09250000000000001,0.1,0.007499999999999993,True
p020,p020_neutral_front,left_cheek,f_blood,0.01,44,396,0.08600000000000001,0.1,0.013999999999999999,False
p020,p020_neutral_front,left_cheek,s,0.0025,12,108,0.0,0.14,0.14,True
p020,p020_neutral_front,left_cheek,s,0.005,27,243,0.0,0.23625,0.23625,False
p020,p020_neutral_front,left_cheek,s,0.01,44,396,0.0,0.34,0.34,False
p020,p020_neutral_front,right_cheek,f_mel,0.0025,6,54,0.0258,0.02921911813682293,0.0034191181368229302,True
p020,p020_neutral_front,right_cheek,f_mel,0.005,17,153,0.02365,0.0344,0.01075,True
p020,p020_neutral_front,right_cheek,f_mel,0.01,32,288,0.021500000000000002,0.03655,0.015049999999999997,True
p020,p020_neutral_front,right_cheek,f_blood,0.0025,6,54,0.098,0.1,0.0020000000000000018,True
p020,p020_neutral_front,right_cheek,f_blood,0.005,17,153,0.09462500000000001,0.1,0.005374999999999991,True
p020,p020_neutral_front,right_cheek,f_blood,0.01,32,288,0.09000000000000001,0.1,0.009999999999999995,True
p020,p020_neutral_front,right_cheek,s,0.0025,6,54,0.0,0.02,0.02,True
p020,p020_neutral_front,right_cheek,s,0.005,17,153,0.0,0.07625000000000001,0.07625000000000001,True
p020,p020_neutral_front,right_cheek,s,0.01,32,288,0.0,0.14,0.14,True
p021,p021_neutral_front,left_cheek,f_mel,0.0025,23,207,0.0086,0.011433888176482243,0.0028338881764822434,True
p021,p021_neutral_front,left_cheek,f_mel,0.005,42,378,0.00645,0.01381317630170788,0.007363176301707881,True
p021,p021_neutral_front,left_cheek,f_mel,0.01,66,594,0.0053750000000000004,0.015506588150853942,0.01013158815085394,True
p021,p021_neutral_front,left_cheek,f_blood,0.0025,23,207,0.09400000000000001,0.1,0.0059999999999999915,True
p021,p021_neutral_front,left_cheek,f_blood,0.005,42,378,0.08775,0.1,0.012250000000000011,False
p021,p021_neutral_front,left_cheek,f_blood,0.01,66,594,0.07800000000000001,0.1,0.021999999999999992,False
p021,p021_neutral_front,left_cheek,s,0.0025,23,207,0.26,0.56,0.30000000000000004,False
p021,p021_neutral_front,left_cheek,s,0.005,42,378,0.16624999999999998,0.63375,0.4675,False
p021,p021_neutral_front,left_cheek,s,0.01,66,594,0.06,0.7000000000000001,0.6400000000000001,False
p021,p021_neutral_front,right_cheek,f_mel,0.0025,9,81,0.02365,0.030751930723835228,0.007101930723835227,True
p021,p021_neutral_front,right_cheek,f_mel,0.005,21,189,0.0220375,0.032119956702397014,0.010082456702397012,True
p021,p021_neutral_front,right_cheek,f_mel,0.01,34,306,0.021500000000000002,0.0344,0.012899999999999998,True
p021,p021_neutral_front,right_cheek,f_blood,0.0025,9,81,0.098,0.1,0.0020000000000000018,True
p021,p021_neutral_front,right_cheek,f_blood,0.005,21,189,0.09425000000000001,0.1,0.005749999999999991,True
p021,p021_neutral_front,right_cheek,f_blood,0.01,34,306,0.09000000000000001,0.1,0.009999999999999995,True
p021,p021_neutral_front,right_cheek,s,0.0025,9,81,0.0,0.04,0.04,True
p021,p021_neutral_front,right_cheek,s,0.005,21,189,0.0,0.08625,0.08625,True
p021,p021_neutral_front,right_cheek,s,0.01,34,306,0.0,0.16,0.16,True
p022,p022_neutral_front,left_cheek,f_mel,0.0025,23,207,0.0086,0.010804789993813723,0.0022047899938137227,True
p022,p022_neutral_front,left_cheek,f_mel,0.005,37,333,0.00645,0.013659555586315597,0.007209555586315597,True
p022,p022_neutral_front,left_cheek,f_mel,0.01,55,495,0.0053750000000000004,0.015429777793157799,0.010054777793157797,True
p022,p022_neutral_front,left_cheek,f_blood,0.0025,23,207,0.096,0.1,0.0040000000000000036,True
p022,p022_neutral_front,left_cheek,f_blood,0.005,37,333,0.08925000000000001,0.1,0.010749999999999996,False
p022,p022_neutral_front,left_cheek,f_blood,0.01,55,495,0.08000000000000002,0.1,0.01999999999999999,False
p022,p022_neutral_front,left_cheek,s,0.0025,23,207,0.0,0.32,0.32,False
p022,p022_neutral_front,left_cheek,s,0.005,37,333,0.0,0.40875000000000006,0.40875000000000006,False
p022,p022_neutral_front,left_cheek,s,0.01,55,495,0.0,0.5,0.5,False
p022,p022_neutral_front,right_cheek,f_mel,0.0025,6,54,0.03149579249269109,0.0344,0.002904207507308909,True
p022,p022_neutral_front,right_cheek,f_mel,0.005,15,135,0.0258,0.037087499999999995,0.011287499999999995,True
p022,p022_neutral_front,right_cheek,f_mel,0.01,31,279,0.02365,0.0387,0.015049999999999997,True
p022,p022_neutral_front,right_cheek,f_blood,0.0025,6,54,0.098,0.1,0.0020000000000000018,True
p022,p022_neutral_front,right_cheek,f_blood,0.005,15,135,0.09475,0.1,0.005250000000000005,True
p022,p022_neutral_front,right_cheek,f_blood,0.01,31,279,0.09000000000000001,0.1,0.009999999999999995,True
p022,p022_neutral_front,right_cheek,s,0.0025,6,54,0.0,0.02,0.02,True
p022,p022_neutral_front,right_cheek,s,0.005,15,135,0.0,0.07,0.07,True
p022,p022_neutral_front,right_cheek,s,0.01,31,279,0.0,0.12,0.12,True
p023,p023_neutral_front,left_cheek,f_mel,0.0025,27,243,0.04532806573034303,0.04929144555264867,0.003963379822305643,True
p023,p023_neutral_front,left_cheek,f_mel,0.005,48,432,0.04358201643258576,0.052675,0.00909298356741424,True
p023,p023_neutral_front,left_cheek,f_mel,0.01,73,657,0.043000000000000003,0.05375,0.010749999999999996,True
p023,p023_neutral_front,left_cheek,f_blood,0.0025,27,243,0.09000000000000001,0.1,0.009999999999999995,True
p023,p023_neutral_front,left_cheek,f_blood,0.005,48,432,0.08125,0.1,0.018750000000000003,False
p023,p023_neutral_front,left_cheek,f_blood,0.01,73,657,0.07,0.1,0.03,False
p023,p023_neutral_front,left_cheek,s,0.0025,27,243,0.26,0.6,0.33999999999999997,False
p023,p023_neutral_front,left_cheek,s,0.005,48,432,0.16874999999999998,0.66625,0.49750000000000005,False
p023,p023_neutral_front,left_cheek,s,0.01,73,657,0.06,0.74,0.6799999999999999,False
p023,p023_neutral_front,right_cheek,f_mel,0.0025,9,81,0.0688,0.07341830503240697,0.004618305032406969,True
p023,p023_neutral_front,right_cheek,f_mel,0.005,21,189,0.06342500000000001,0.07540915251620348,0.011984152516203467,True
p023,p023_neutral_front,right_cheek,f_mel,0.01,39,351,0.06235000000000001,0.0774,0.015049999999999987,True
p023,p023_neutral_front,right_cheek,f_blood,0.0025,9,81,0.098,0.1,0.0020000000000000018,True
p023,p023_neutral_front,right_cheek,f_blood,0.005,21,189,0.09225000000000001,0.1,0.007749999999999993,True
p023,p023_neutral_front,right_cheek,f_blood,0.01,39,351,0.08600000000000001,0.1,0.013999999999999999,False
p023,p023_neutral_front,right_cheek,s,0.0025,9,81,0.0,0.06,0.06,True
p023,p023_neutral_front,right_cheek,s,0.005,21,189,0.0,0.12125,0.12125,True
p023,p023_neutral_front,right_cheek,s,0.01,39,351,0.0,0.22,0.22,False
p024,p024_neutral_front,left_cheek,f_mel,0.0025,25,225,0.0516,0.05674649248230249,0.005146492482302492,True
p024,p024_neutral_front,left_cheek,f_mel,0.005,42,378,0.048374999999999994,0.058473246241151244,0.01009824624115125,True
p024,p024_neutral_front,left_cheek,f_mel,0.01,70,630,0.0473,0.060200000000000004,0.012900000000000002,True
p024,p024_neutral_front,left_cheek,f_blood,0.0025,25,225,0.09200000000000001,0.1,0.007999999999999993,True
p024,p024_neutral_front,left_cheek,f_blood,0.005,42,378,0.08474999999999999,0.1,0.015250000000000014,False
p024,p024_neutral_front,left_cheek,f_blood,0.01,70,630,0.074,0.1,0.02600000000000001,False
p024,p024_neutral_front,left_cheek,s,0.0025,25,225,0.52,0.8200000000000001,0.30000000000000004,False
p024,p024_neutral_front,left_cheek,s,0.005,42,378,0.43875,0.89,0.45125000000000004,False
p024,p024_neutral_front,left_cheek,s,0.01,70,630,0.34,0.96,0.6199999999999999,False
p024,p024_neutral_front,right_cheek,f_mel,0.0025,10,90,0.07323021111455996,0.0774,0.0041697888854400345,True
p024,p024_neutral_front,right_cheek,f_mel,0.005,25,225,0.06718750000000001,0.0790125,0.011824999999999988,True
p024,p024_neutral_front,right_cheek,f_mel,0.01,42,378,0.06665000000000001,0.0817,0.01504999999999998,True
p024,p024_neutral_front,right_cheek,f_blood,0.0025,10,90,0.096,0.1,0.0040000000000000036,True
p024,p024_neutral_front,right_cheek,f_blood,0.005,25,225,0.09137500000000001,0.1,0.008624999999999994,True
p024,p024_neutral_front,right_cheek,f_blood,0.01,42,378,0.084,0.1,0.016,False
p024,p024_neutral_front,right_cheek,s,0.0025,10,90,0.0,0.08,0.08,True
p024,p024_neutral_front,right_cheek,s,0.005,25,225,0.0,0.1725,0.1725,True
p024,p024_neutral_front,right_cheek,s,0.01,42,378,0.0,0.28,0.28,False
p025,p025_neutral_front,left_cheek,f_mel,0.0025,32,288,0.04239242134241716,0.047515662952020164,0.0051232416096030076,True
p025,p025_neutral_front,left_cheek,f_mel,0.005,54,486,0.0387,0.05057891573800504,0.011878915738005043,True
p025,p025_neutral_front,left_cheek,f_mel,0.01,84,756,0.03655,0.05305590284753504,0.016505902847535038,True
p025,p025_neutral_front,left_cheek,f_blood,0.0025,32,288,0.07800000000000001,0.1,0.021999999999999992,False
p025,p025_neutral_front,left_cheek,f_blood,0.005,54,486,0.066375,0.1,0.033625,False
p025,p025_neutral_front,left_cheek,f_blood,0.01,84,756,0.052000000000000005,0.1,0.048,False
p025,p025_neutral_front,left_cheek,s,0.0025,32,288,0.48,0.78,0.30000000000000004,False
p025,p025_neutral_front,left_cheek,s,0.005,54,486,0.3775,0.84375,0.46625,False
p025,p025_neutral_front,left_cheek,s,0.01,84,756,0.24,0.92,0.68,False
p025,p025_neutral_front,right_cheek,f_mel,0.0025,30,270,0.04682474053714199,0.0516,0.004775259462858013,True
p025,p025_neutral_front,right_cheek,f_mel,0.005,50,450,0.043000000000000003,0.053212499999999996,0.010212499999999992,True
p025,p025_neutral_front,right_cheek,f_mel,0.01,69,621,0.04085,0.0559,0.015050000000000001,True
p025,p025_neutral_front,right_cheek,f_blood,0.0025,30,270,0.09000000000000001,0.1,0.009999999999999995,True
p025,p025_neutral_front,right_cheek,f_blood,0.005,50,450,0.079125,0.1,0.020875000000000005,False
p025,p025_neutral_front,right_cheek,f_blood,0.01,69,621,0.066,0.1,0.034,False
p025,p025_neutral_front,right_cheek,s,0.0025,30,270,0.02,0.42,0.39999999999999997,False
p025,p025_neutral_front,right_cheek,s,0.005,50,450,0.0,0.51875,0.51875,False
p025,p025_neutral_front,right_cheek,s,0.01,69,621,0.0,0.62,0.62,False
p026,p026_neutral_front,left_cheek,f_mel,0.0025,26,234,0.04904194339909929,0.05375,0.004708056600900706,True
p026,p026_neutral_front,left_cheek,f_mel,0.005,50,450,0.04529121276128846,0.0553625,0.010071287238711542,True
p026,p026_neutral_front,left_cheek,f_mel,0.01,75,675,0.04483297020903077,0.056552895584384,0.011719925375353227,True
p026,p026_neutral_front,left_cheek,f_blood,0.0025,26,234,0.09000000000000001,0.1,0.009999999999999995,True
p026,p026_neutral_front,left_cheek,f_blood,0.005,50,450,0.07975000000000002,0.1,0.02024999999999999,False
p026,p026_neutral_front,left_cheek,f_blood,0.01,75,675,0.066,0.1,0.034,False
p026,p026_neutral_front,left_cheek,s,0.0025,26,234,0.46,0.76,0.3,False
p026,p026_neutral_front,left_cheek,s,0.005,50,450,0.36124999999999996,0.8325,0.47125000000000006,False
p026,p026_neutral_front,left_cheek,s,0.01,75,675,0.24,0.9,0.66,False
p026,p026_neutral_front,right_cheek,f_mel,0.0025,10,90,0.0774,0.08027131399256042,0.002871313992560423,True
p026,p026_neutral_front,right_cheek,f_mel,0.005,20,180,0.0731,0.08600000000000001,0.012900000000000009,True
p026,p026_neutral_front,right_cheek,f_mel,0.01,41,369,0.07094999999999999,0.08815,0.01720000000000002,True
p026,p026_neutral_front,right_cheek,f_blood,0.0025,10,90,0.096,0.1,0.0040000000000000036,True
p026,p026_neutral_front,right_cheek,f_blood,0.005,20,180,0.091875,0.1,0.008125000000000007,True
p026,p026_neutral_front,right_cheek,f_blood,0.01,41,369,0.08600000000000001,0.1,0.013999999999999999,False
p026,p026_neutral_front,right_cheek,s,0.0025,10,90,0.0,0.08,0.08,True
p026,p026_neutral_front,right_cheek,s,0.005,20,180,0.0,0.16499999999999998,0.16499999999999998,True
p026,p026_neutral_front,right_cheek,s,0.01,41,369,0.0,0.28,0.28,False
p027,p027_neutral_front,left_cheek,f_mel,0.0025,28,252,0.054794469711542684,0.0580435149109571,0.0032490451994144146,True
p027,p027_neutral_front,left_cheek,f_mel,0.005,53,477,0.0510625,0.061812500000000006,0.01075000000000001,True
p027,p027_neutral_front,left_cheek,f_mel,0.01,81,729,0.049449999999999994,0.0645,0.015050000000000008,True
p027,p027_neutral_front,left_cheek,f_blood,0.0025,28,252,0.08800000000000001,0.1,0.011999999999999997,False
p027,p027_neutral_front,left_cheek,f_blood,0.005,53,477,0.07787500000000001,0.1,0.022124999999999992,False
p027,p027_neutral_front,left_cheek,f_blood,0.01,81,729,0.064,0.1,0.036000000000000004,False
p027,p027_neutral_front,left_cheek,s,0.0025,28,252,0.22,0.58,0.36,False
p027,p027_neutral_front,left_cheek,s,0.005,53,477,0.11124999999999999,0.6712500000000001,0.5600000000000002,False
p027,p027_neutral_front,left_cheek,s,0.01,81,729,0.0,0.76,0.76,False
p027,p027_neutral_front,right_cheek,f_mel,0.0025,15,135,0.060200000000000004,0.06480226055236425,0.0046022605523642485,True
p027,p027_neutral_front,right_cheek,f_mel,0.005,29,261,0.0585875,0.0688,0.0102125,True
p027,p027_neutral_front,right_cheek,f_mel,0.01,50,450,0.0559,0.07094999999999999,0.015049999999999987,True
p027,p027_neutral_front,right_cheek,f_blood,0.0025,15,135,0.09400000000000001,0.1,0.0059999999999999915,True
p027,p027_neutral_front,right_cheek,f_blood,0.005,29,261,0.087875,0.1,0.01212500000000001,False
p027,p027_neutral_front,right_cheek,f_blood,0.01,50,450,0.07800000000000001,0.1,0.021999999999999992,False
p027,p027_neutral_front,right_cheek,s,0.0025,15,135,0.0,0.16,0.16,True
p027,p027_neutral_front,right_cheek,s,0.005,29,261,0.0,0.25375000000000003,0.25375000000000003,False
p027,p027_neutral_front,right_cheek,s,0.01,50,450,0.0,0.38,0.38,False
p028,p028_neutral_front,left_cheek,f_mel,0.0025,29,261,0.036953050272104354,0.04107220795524178,0.004119157683137427,True
p028,p028_neutral_front,left_cheek,f_mel,0.005,51,459,0.03332500000000001,0.044075,0.010749999999999996,True
p028,p028_neutral_front,left_cheek,f_mel,0.01,81,729,0.03225,0.0473,0.015050000000000001,True
p028,p028_neutral_front,left_cheek,f_blood,0.0025,29,261,0.08000000000000002,0.1,0.01999999999999999,False
p028,p028_neutral_front,left_cheek,f_blood,0.005,51,459,0.069,0.1,0.031,False
p028,p028_neutral_front,left_cheek,f_blood,0.01,81,729,0.05600000000000001,0.1,0.044,False
p028,p028_neutral_front,left_cheek,s,0.0025,29,261,0.4,0.7000000000000001,0.30000000000000004,False
p028,p028_neutral_front,left_cheek,s,0.005,51,459,0.30374999999999996,0.7637499999999999,0.45999999999999996,False
p028,p028_neutral_front,left_cheek,s,0.01,81,729,0.16,0.84,0.6799999999999999,False
p028,p028_neutral_front,right_cheek,f_mel,0.0025,15,135,0.049449999999999994,0.05400463844665179,0.004554638446651799,True
p028,p028_neutral_front,right_cheek,f_mel,0.005,30,270,0.048374999999999994,0.05743712261396313,0.009062122613963136,True
p028,p028_neutral_front,right_cheek,f_mel,0.01,49,441,0.0473,0.060200000000000004,0.012900000000000002,True
p028,p028_neutral_front,right_cheek,f_blood,0.0025,15,135,0.09400000000000001,0.1,0.0059999999999999915,True
p028,p028_neutral_front,right_cheek,f_blood,0.005,30,270,0.08862500000000001,0.1,0.011374999999999996,False
p028,p028_neutral_front,right_cheek,f_blood,0.01,49,441,0.08000000000000002,0.1,0.01999999999999999,False
p028,p028_neutral_front,right_cheek,s,0.0025,15,135,0.0,0.14,0.14,True
p028,p028_neutral_front,right_cheek,s,0.005,30,270,0.0,0.2375,0.2375,False
p028,p028_neutral_front,right_cheek,s,0.01,49,441,0.0,0.36,0.36,False
p029,p029_neutral_front,left_cheek,f_mel,0.0025,30,270,0.04570849982635197,0.049868403171660504,0.004159903345308531,True
p029,p029_neutral_front,left_cheek,f_mel,0.005,56,504,0.041925000000000004,0.05375,0.011824999999999995,True
p029,p029_neutral_front,left_cheek,f_mel,0.01,86,774,0.04085,0.056013942328587196,0.015163942328587199,True
p029,p029_neutral_front,left_cheek,f_blood,0.0025,30,270,0.08200000000000002,0.1,0.017999999999999988,False
p029,p029_neutral_front,left_cheek,f_blood,0.005,56,504,0.068375,0.1,0.031625,False
p029,p029_neutral_front,left_cheek,f_blood,0.01,86,774,0.054000000000000006,0.1,0.046,False
p029,p029_neutral_front,left_cheek,s,0.0025,30,270,0.32,0.66,0.34,False
p029,p029_neutral_front,left_cheek,s,0.005,56,504,0.21250000000000002,0.7337499999999999,0.5212499999999999,False
p029,p029_neutral_front,left_cheek,s,0.01,86,774,0.06,0.8200000000000001,0.76,False
p029,p029_neutral_front,right_cheek,f_mel,0.0025,11,99,0.06665000000000001,0.07411459230258968,0.007464592302589668,True
p029,p029_neutral_front,right_cheek,f_mel,0.005,24,216,0.06503750000000001,0.07657864807564742,0.011541148075647406,True
p029,p029_neutral_front,right_cheek,f_mel,0.01,40,360,0.0645,0.0774,0.012899999999999995,True
p029,p029_neutral_front,right_cheek,f_blood,0.0025,11,99,0.096,0.1,0.0040000000000000036,True
p029,p029_neutral_front,right_cheek,f_blood,0.005,24,216,0.09125000000000001,0.1,0.008749999999999994,True
p029,p029_neutral_front,right_cheek,f_blood,0.01,40,360,0.084,0.1,0.016,False
p029,p029_neutral_front,right_cheek,s,0.0025,11,99,0.0,0.06,0.06,True
p029,p029_neutral_front,right_cheek,s,0.005,24,216,0.0,0.135,0.135,True
p029,p029_neutral_front,right_cheek,s,0.01,40,360,0.0,0.24,0.24,False
p031,p031_neutral_front,left_cheek,f_mel,0.0025,25,225,0.027807196184582238,0.03202747945368298,0.00422028326910074,True
p031,p031_neutral_front,left_cheek,f_mel,0.005,45,405,0.024724999999999997,0.03547499999999999,0.010749999999999996,True
p031,p031_neutral_front,left_cheek,f_mel,0.01,70,630,0.02365,0.0387,0.015049999999999997,True
p031,p031_neutral_front,left_cheek,f_blood,0.0025,25,225,0.08200000000000002,0.1,0.017999999999999988,False
p031,p031_neutral_front,left_cheek,f_blood,0.005,45,405,0.07050000000000001,0.1,0.0295,False
p031,p031_neutral_front,left_cheek,f_blood,0.01,70,630,0.057999999999999996,0.1,0.04200000000000001,False
p031,p031_neutral_front,left_cheek,s,0.0025,25,225,0.68,0.92,0.24,False
p031,p031_neutral_front,left_cheek,s,0.005,45,405,0.6112500000000001,0.97,0.3587499999999999,False
p031,p031_neutral_front,left_cheek,s,0.01,70,630,0.52,1.0,0.48,False
p031,p031_neutral_front,right_cheek,f_mel,0.0025,13,117,0.0516,0.052429905846641464,0.0008299058466414641,True
p031,p031_neutral_front,right_cheek,f_mel,0.005,28,252,0.046762500000000005,0.05699209980606441,0.010229599806064402,True
p031,p031_neutral_front,right_cheek,f_mel,0.01,47,423,0.04515,0.05806139987070961,0.012911399870709606,True
p031,p031_neutral_front,right_cheek,f_blood,0.0025,13,117,0.096,0.1,0.0040000000000000036,True
p031,p031_neutral_front,right_cheek,f_blood,0.005,28,252,0.09025000000000001,0.1,0.009749999999999995,True
p031,p031_neutral_front,right_cheek,f_blood,0.01,47,423,0.08200000000000002,0.1,0.017999999999999988,False
p031,p031_neutral_front,right_cheek,s,0.0025,13,117,0.0,0.14,0.14,True
p031,p031_neutral_front,right_cheek,s,0.005,28,252,0.0,0.235,0.235,False
p031,p031_neutral_front,right_cheek,s,0.01,47,423,0.0,0.36,0.36,False
p032,p032_neutral_front,left_cheek,f_mel,0.0025,25,225,0.036949268733138224,0.03973616088295274,0.002786892149814514,True
p032,p032_neutral_front,left_cheek,f_mel,0.005,49,441,0.033862500000000004,0.043000000000000003,0.0091375,True
p032,p032_neutral_front,left_cheek,f_mel,0.01,75,675,0.03225,0.04515,0.012900000000000002,True
p032,p032_neutral_front,left_cheek,f_blood,0.0025,25,225,0.09000000000000001,0.1,0.009999999999999995,True
p032,p032_neutral_front,left_cheek,f_blood,0.005,49,441,0.079125,0.1,0.020875000000000005,False
p032,p032_neutral_front,left_cheek,f_blood,0.01,75,675,0.066,0.1,0.034,False
p032,p032_neutral_front,left_cheek,s,0.0025,25,225,0.34,0.66,0.32,False
p032,p032_neutral_front,left_cheek,s,0.005,49,441,0.25625,0.73875,0.48250000000000004,False
p032,p032_neutral_front,left_cheek,s,0.01,75,675,0.14,0.8200000000000001,0.68,False
p032,p032_neutral_front,right_cheek,f_mel,0.0025,10,90,0.06001648951757026,0.06081438054528734,0.0007978910277170806,True
p032,p032_neutral_front,right_cheek,f_mel,0.005,24,216,0.0542301530808771,0.06557500000000001,0.011344846919122908,True
p032,p032_neutral_front,right_cheek,f_mel,0.01,41,369,0.05370412246470169,0.06665000000000001,0.012945877535298328,True
p032,p032_neutral_front,right_cheek,f_blood,0.0025,10,90,0.096,0.1,0.0040000000000000036,True
p032,p032_neutral_front,right_cheek,f_blood,0.005,24,216,0.09150000000000001,0.1,0.008499999999999994,True
p032,p032_neutral_front,right_cheek,f_blood,0.01,41,369,0.084,0.1,0.016,False
p032,p032_neutral_front,right_cheek,s,0.0025,10,90,0.0,0.08,0.08,True
p032,p032_neutral_front,right_cheek,s,0.005,24,216,0.0,0.15750000000000003,0.15750000000000003,True
p032,p032_neutral_front,right_cheek,s,0.01,41,369,0.0,0.26,0.26,False
p033,p033_neutral_front,left_cheek,f_mel,0.0025,38,342,0.02938577158567213,0.035242780765375535,0.005857009179703405,True
p033,p033_neutral_front,left_cheek,f_mel,0.005,61,549,0.025262499999999997,0.0387,0.013437500000000002,True
p033,p033_neutral_front,left_cheek,f_mel,0.01,90,810,0.02365,0.04085,0.017199999999999997,True
p033,p033_neutral_front,left_cheek,f_blood,0.0025,38,342,0.068,0.1,0.032,False
p033,p033_neutral_front,left_cheek,f_blood,0.005,61,549,0.05700000000000001,0.1,0.043,False
p033,p033_neutral_front,left_cheek,f_blood,0.01,90,810,0.046000000000000006,0.1,0.054,False
p033,p033_neutral_front,left_cheek,s,0.0025,38,342,0.38,0.7000000000000001,0.32000000000000006,False
p033,p033_neutral_front,left_cheek,s,0.005,61,549,0.26125,0.7725,0.51125,False
p033,p033_neutral_front,left_cheek,s,0.01,90,810,0.1,0.84,0.74,False
p033,p033_neutral_front,right_cheek,f_mel,0.0025,26,234,0.0344,0.039947053821266565,0.005547053821266565,True
p033,p033_neutral_front,right_cheek,f_mel,0.005,40,360,0.03225,0.04147352691063328,0.00922352691063328,True
p033,p033_neutral_front,right_cheek,f_mel,0.01,60,540,0.031175000000000005,0.043000000000000003,0.011824999999999999,True
p033,p033_neutral_front,right_cheek,f_blood,0.0025,26,234,0.09000000000000001,0.1,0.009999999999999995,True
p033,p033_neutral_front,right_cheek,f_blood,0.005,40,360,0.08175000000000002,0.1,0.01824999999999999,False
p033,p033_neutral_front,right_cheek,f_blood,0.01,60,540,0.07,0.1,0.03,False
p033,p033_neutral_front,right_cheek,s,0.0025,26,234,0.0,0.3,0.3,False
p033,p033_neutral_front,right_cheek,s,0.005,40,360,0.0,0.3975,0.3975,False
p033,p033_neutral_front,right_cheek,s,0.01,60,540,0.0,0.5,0.5,False
p034,p034_neutral_front,left_cheek,f_mel,0.0025,36,324,0.0172,0.026020397313295678,0.008820397313295678,True
p034,p034_neutral_front,left_cheek,f_mel,0.005,59,531,0.015050000000000001,0.029562500000000002,0.014512500000000001,True
p034,p034_neutral_front,left_cheek,f_mel,0.01,87,783,0.0129,0.03125869901995297,0.01835869901995297,True
p034,p034_neutral_front,left_cheek,f_blood,0.0025,36,324,0.038000000000000006,0.07,0.032,False
p034,p034_neutral_front,left_cheek,f_blood,0.005,59,531,0.03075,0.081125,0.050375,False
p034,p034_neutral_front,left_cheek,f_blood,0.01,87,783,0.024,0.096,0.07200000000000001,False
p034,p034_neutral_front,left_cheek,s,0.0025,36,324,0.74,1.0,0.26,False
p034,p034_neutral_front,left_cheek,s,0.005,59,531,0.64625,1.0,0.35375,False
p034,p034_neutral_front,left_cheek,s,0.01,87,783,0.52,1.0,0.48,False
p034,p034_neutral_front,right_cheek,f_mel,0.0025,28,252,0.028416112576366098,0.032405272810189685,0.0039891602338235875,True
p034,p034_neutral_front,right_cheek,f_mel,0.005,42,378,0.027108056288183052,0.03547499999999999,0.00836694371181694,True
p034,p034_neutral_front,right_cheek,f_mel,0.01,63,567,0.0258,0.0387,0.012899999999999998,True
p034,p034_neutral_front,right_cheek,f_blood,0.0025,28,252,0.09200000000000001,0.1,0.007999999999999993,True
p034,p034_neutral_front,right_cheek,f_blood,0.005,42,378,0.08374999999999999,0.1,0.016250000000000014,False
p034,p034_neutral_front,right_cheek,f_blood,0.01,63,567,0.072,0.1,0.02800000000000001,False
