cohort,subject_id,wavelength_nm,band_role,signed_residual,log_residual
train,p019,410,edge_diagnostic,-0.14153373429673718,-0.5358087774078524
train,p019,420,fit,-0.0561050319287929,-0.24911502917363149
train,p019,430,fit,-0.02788443307150512,-0.13222778155145654
train,p019,440,fit,0.003944758412801064,0.020254900143854337
train,p019,450,fit,-0.002414424171157503,-0.01208347342179139
train,p019,460,fit,-0.012896667932595834,-0.06185263475140368
train,p019,470,fit,-0.00044212738052490375,-0.0021504057776071672
train,p019,480,fit,0.004701826014204269,0.022756547125558635
train,p019,490,fit,0.011729821989762912,0.056907649717731656
train,p019,500,fit,0.009996008910125281,0.0475816362761341
train,p019,510,fit,0.010358231132086476,0.04883854596230175
train,p019,520,fit,0.011622276413212285,0.055180072451971096
train,p019,530,fit,0.016860529863247015,0.08350387078815902
train,p019,540,fit,0.012225259471708327,0.061128302103574894
train,p019,550,fit,0.007788181513468856,0.03800175740915401
train,p019,560,fit,0.00784075153975336,0.037394398842302
train,p019,570,fit,0.000902865141884035,0.0043030006708228985
train,p019,580,fit,-0.008320027658824142,-0.03898257478487155
train,p019,590,fit,0.021579865278797433,0.09331652226252385
train,p019,600,fit,0.019945687335401474,0.07171661349109248
train,p019,610,fit,-0.013253081282256829,-0.041114176980302064
train,p019,620,fit,-0.0011398835961376474,-0.00336509031286103
train,p019,630,fit,-0.019262506656993417,-0.0526518662397234
train,p019,640,fit,-0.007804445303555119,-0.020786852052003923
train,p019,650,fit,-0.026548035470155162,-0.06665654465172399
train,p019,660,fit,0.0029724849439300427,0.007487218470954238
train,p019,670,fit,-0.02211138002704338,-0.05238679639759847
train,p019,680,fit,0.023526113049680997,0.05715238777114473
train,p019,690,edge_diagnostic,-0.026744693757011606,-0.05959881411529189
train,p019,700,edge_diagnostic,-0.0030475470428224516,-0.0068111457006728715
train,p020,400,edge_diagnostic,-0.18900237454164942,-0.5142562552057143
train,p020,410,edge_diagnostic,-0.16517658872424096,-0.4654469066651956
train,p020,420,fit,-0.11948504412022226,-0.3590748454347933
train,p020,430,fit,-0.13855428053149554,-0.4081727527357455
train,p020,440,fit,-0.09379615884866543,-0.29396818568649896
train,p020,450,fit,-0.06811747354478365,-0.21738418253850877
train,p020,460,fit,-0.06170136183025188,-0.1931281563581897
train,p020,470,fit,-0.03338187215091032,-0.10679021707172165
train,p020,480,fit,-0.003313072183728505,-0.010901658232090439
train,p020,490,fit,0.006382665031832158,0.021082626846654184
train,p020,500,fit,0.005308118035436682,0.017331729221640835
train,p020,510,fit,0.005418544437139183,0.017662099314917468
train,p020,520,fit,0.0004722791294349826,0.0015553892187156748
train,p020,530,fit,0.014276108198149284,0.05069411973325799
train,p020,540,fit,0.019682820338510376,0.07343764645606177
train,p020,550,fit,0.015489180318736473,0.056921336249104115
train,p020,560,fit,0.027338030390988477,0.10079411689411732
train,p020,570,fit,-0.015072327843119238,-0.05303384340551598
train,p020,580,fit,0.0028048465176930826,0.010345570483385247
train,p020,590,fit,0.059030240056175576,0.20334383444934656
train,p020,600,fit,0.07063940349631748,0.2015885919554512
train,p020,610,fit,0.07387509682065035,0.19201288771895675
train,p020,620,fit,0.08254141761411271,0.20268361037059013
train,p020,630,fit,0.08017624995127415,0.18706732823249994
train,p020,640,fit,0.08438044377187232,0.19097611357496258
train,p020,650,fit,0.082743174187348,0.1816351659466785
train,p020,660,fit,0.09021271430563543,0.19448121430449317
train,p020,670,fit,0.056397791775210204,0.11443330356604109
train,p020,680,fit,0.1227572518663752,0.26214738552828454
train,p020,690,edge_diagnostic,0.07080140178303418,0.13984797873597565
train,p020,700,edge_diagnostic,0.11105367410568368,0.22526788031728429
train,p021,400,edge_diagnostic,-0.16156995535581847,-0.42955109848085204
train,p021,410,edge_diagnostic,-0.13573899388192168,-0.3750644278281752
train,p021,420,fit,-0.09105541235550757,-0.26837131493935873
train,p021,430,fit,-0.1123755223768762,-0.3239436438503742
train,p021,440,fit,-0.07418974492019947,-0.2255553657257683
train,p021,450,fit,-0.04423353446273748,-0.13736524000889405
train,p021,460,fit,-0.03873165882106788,-0.11739580727542998
train,p021,470,fit,-0.011434820325921136,-0.035309145770665795
train,p021,480,fit,0.015305612862734297,0.04830419568152755
train,p021,490,fit,0.020162003003930395,0.06342062320035269
train,p021,500,fit,0.011982253521830577,0.03690366437820747
train,p021,510,fit,0.005778981943232064,0.017636497114757566
train,p021,520,fit,-0.005829121949659288,-0.017860601689399846
train,p021,530,fit,0.005589887248717396,0.018437836558275134
train,p021,540,fit,0.009447309475564492,0.03272570199261149
train,p021,550,fit,0.0020969365141669805,0.007132251419057267
train,p021,560,fit,0.01859916448083543,0.06395875452969757
train,p021,570,fit,-0.02320681661111318,-0.07684298687329627
train,p021,580,fit,0.0010602257931638936,0.0037203190344266
train,p021,590,fit,0.06069206075976469,0.19857336827356864
train,p021,600,fit,0.06646493807030734,0.17818809216595444
train,p021,610,fit,0.06182354516367172,0.1496756569403076
train,p021,620,fit,0.06547401286572546,0.1491467036408165
train,p021,630,fit,0.0575848687819181,0.1242759005672398
train,p021,640,fit,0.05737944742059614,0.11984922810490684
train,p021,650,fit,0.051447159573385914,0.1040788460537786
train,p021,660,fit,0.060390122680112956,0.12040685936454953
train,p021,670,fit,0.016535337365237046,0.030922313445171712
train,p021,680,fit,0.09064454017574713,0.17890733307731987
train,p021,690,edge_diagnostic,0.028761765585923582,0.05243748485873578
train,p021,700,edge_diagnostic,0.07745120709231856,0.14589832946040981
train,p022,400,edge_diagnostic,-0.17206987060196915,-0.4650433777393538
train,p022,410,edge_diagnostic,-0.15033471249255603,-0.4200099589387327
train,p022,420,fit,-0.10114036895636636,-0.3030257644325416
train,p022,430,fit,-0.12178769315324106,-0.35697905859529233
train,p022,440,fit,-0.08463312389976746,-0.2612890889698828
train,p022,450,fit,-0.05846903252938179,-0.18365431684532263
train,p022,460,fit,-0.05656781796705468,-0.17284324174608856
train,p022,470,fit,-0.026736230804216443,-0.08358064981860736
train,p022,480,fit,-0.002681741837460838,-0.008533046505273534
train,p022,490,fit,0.0019166915119552264,0.0060730280779168755
train,p022,500,fit,-0.004589367395984478,-0.014266931613653444
train,p022,510,fit,-0.0026966208404902714,-0.008401188843189411
train,p022,520,fit,-0.01208002994204721,-0.0378314781282576
train,p022,530,fit,0.006278287163138385,0.021358703968181292
train,p022,540,fit,0.009999404929929567,0.03565870580558328
train,p022,550,fit,0.0011836290082773426,0.0041290674451386344
train,p022,560,fit,0.02537410588372707,0.09076973612279216
train,p022,570,fit,-0.011690620107729921,-0.040419112967796655
train,p022,580,fit,0.005739386396772239,0.02079907888450916
train,p022,590,fit,0.0649976221132686,0.22035401733970894
train,p022,600,fit,0.08148140279415339,0.2298685362147027
train,p022,610,fit,0.07998133891308418,0.2039674403877112
train,p022,620,fit,0.0846073695177047,0.20281338177883113
train,p022,630,fit,0.08157371115582407,0.1858275231622356
train,p022,640,fit,0.08321353977876111,0.1834870169603079
train,p022,650,fit,0.08104948320855349,0.1734299078521897
train,p022,660,fit,0.08922400733373281,0.18780068807732653
train,p022,670,fit,0.05318682556907839,0.10532412505961142
train,p022,680,fit,0.11647569814542674,0.241656026333256
train,p022,690,edge_diagnostic,0.06930043051735946,0.13402309727449024
train,p022,700,edge_diagnostic,0.1101224057256604,0.2188204161219196
train,p023,400,edge_diagnostic,-0.1788823286873873,-0.6348906839426793
train,p023,410,edge_diagnostic,-0.10008307107807707,-0.4055103337383579
train,p023,420,fit,-0.02442938449452703,-0.11590423048019916
train,p023,430,fit,0.00014977230787174833,0.0007578191001105239
train,p023,440,fit,0.014800912338996386,0.07802077990650491
train,p023,450,fit,0.013600773571667113,0.07075820446306924
train,p023,460,fit,-0.017354095937822084,-0.08216866848715987
train,p023,470,fit,-0.0027935290800917,-0.013474848252913008
train,p023,480,fit,0.00857127013016884,0.04176680090929974
train,p023,490,fit,-0.0005810609227766828,-0.002729262310553704
train,p023,500,fit,-0.011303147207503361,-0.051076540666386006
train,p023,510,fit,-0.011822996711771644,-0.05284110797824515
train,p023,520,fit,-0.007862995249611426,-0.03558706149433366
train,p023,530,fit,-0.003165379983446348,-0.014892664401571665
train,p023,540,fit,0.008188121726305425,0.04043137802906327
train,p023,550,fit,0.00040282096630803177,0.001926158084637919
train,p023,560,fit,-0.0019555070157627197,-0.00909212869538889
train,p023,570,fit,-0.005824715986301382,-0.02726624985578896
train,p023,580,fit,0.0020313054430262933,0.00973256545022605
train,p023,590,fit,0.022497238365927458,0.0972564790388124
train,p023,600,fit,0.017062073996693072,0.06087780915110441
train,p023,610,fit,0.0024078889622921595,0.007636852406757599
train,p023,620,fit,0.007950485918015504,0.023736187890667004
train,p023,630,fit,-0.00335317556451048,-0.00934636048008719
train,p023,640,fit,-0.00529391728753581,-0.014116931583064929
train,p023,650,fit,-0.004528216134236263,-0.011664154119621739
train,p023,660,fit,0.0009590256319113588,0.002404677754596518
train,p023,670,fit,-0.027066087163099273,-0.06363925124951264
train,p023,680,fit,0.03932905391965946,0.0972723899854957
train,p023,690,edge_diagnostic,-0.022432073887802995,-0.050137802461200365
train,p023,700,edge_diagnostic,0.030611764715153422,0.07099299870956277
train,p024,400,edge_diagnostic,-0.17695101816641462,-0.6434572707719535
train,p024,410,edge_diagnostic,-0.10031514122991719,-0.4160926150669244
train,p024,420,fit,-0.025763113514952196,-0.12525539112254314
train,p024,430,fit,-0.0007173807685049993,-0.003729415055955254
train,p024,440,fit,0.012811101961157645,0.06925734498660407
train,p024,450,fit,0.01645940303555135,0.08909468794110187
train,p024,460,fit,-0.010027170313178235,-0.04982550909474215
train,p024,470,fit,0.005476241009215926,0.027864098243972624
train,p024,480,fit,0.018025991384856194,0.093153223141065
train,p024,490,fit,0.010173007590300848,0.05074415840165769
train,p024,500,fit,0.00046426616784867036,0.002228095781349637
train,p024,510,fit,-0.0005544018751266477,-0.002626454894135488
train,p024,520,fit,0.0016035562101494039,0.007657735571392488
train,p024,530,fit,0.002994932213913948,0.014738941971374153
train,p024,540,fit,0.01224576854803136,0.06292659171709225
train,p024,550,fit,-0.0008795520227801723,-0.004313139883526329
train,p024,560,fit,0.0014368563905949039,0.006926465783696489
train,p024,570,fit,-0.0022945198179424586,-0.011123578108191312
train,p024,580,fit,0.008177486359498248,0.0408403723349009
train,p024,590,fit,0.023253983483278645,0.10369895337409907
train,p024,600,fit,0.008645715564226664,0.03130768984711896
train,p024,610,fit,-0.010821555684072559,-0.0346044343166807
train,p024,620,fit,-0.01105474611996432,-0.033018758780472446
train,p024,630,fit,-0.025642114381702275,-0.07125254742026244
train,p024,640,fit,-0.029367147076880762,-0.07792385726851492
train,p024,650,fit,-0.030091785390265136,-0.07699871555865923
train,p024,660,fit,-0.024798659087698127,-0.061752047477312666
train,p024,670,fit,-0.057344804831011176,-0.133352540931566
train,p024,680,fit,0.012798790064561083,0.031368031796185414
train,p024,690,edge_diagnostic,-0.05617262000230078,-0.1237161904656745
train,p024,700,edge_diagnostic,-0.001150471056479252,-0.00262870966227291
train,p025,400,edge_diagnostic,-0.1763034397013774,-0.5973747970737849
train,p025,410,edge_diagnostic,-0.1046584043533717,-0.3973018473476906
train,p025,420,fit,-0.023319466547049084,-0.10352755360479038
train,p025,430,fit,0.0032829045733002715,0.015496579686178569
train,p025,440,fit,0.008695745262198379,0.041462256596022096
train,p025,450,fit,0.01896426802590237,0.09103088579897212
train,p025,460,fit,-0.006934106675036106,-0.030541367216531556
train,p025,470,fit,0.010940376261641904,0.048985925919883044
train,p025,480,fit,0.024572947283673152,0.11067197162573628
train,p025,490,fit,0.011164673338425718,0.04767319278369264
train,p025,500,fit,0.0023480886370873255,0.009621322705526847
train,p025,510,fit,0.0020002889181799377,0.008038573780617897
train,p025,520,fit,0.0018819167498389522,0.00751507580815991
train,p025,530,fit,0.002019480234816795,0.008210062961250042
train,p025,540,fit,0.00948346590090951,0.039618714191765214
train,p025,550,fit,-0.025308458623008068,-0.0965838018830465
train,p025,560,fit,-0.0019913360832792826,-0.007705492749756626
train,p025,570,fit,-0.002637727592433692,-0.01026167990337079
train,p025,580,fit,0.004865340910568672,0.019131106160766853
train,p025,590,fit,0.026374478153698977,0.09344265939919194
train,p025,600,fit,0.01867197843308016,0.05621945959675312
train,p025,610,fit,-0.005295250508790539,-0.014304737899780928
train,p025,620,fit,-0.015175454693543089,-0.0383432632004882
train,p025,630,fit,-0.02710376518447194,-0.0647576421493955
train,p025,640,fit,-0.02933605695125402,-0.06757580888327452
train,p025,650,fit,-0.03798991993435746,-0.08415950930965621
train,p025,660,fit,-0.030701051511733524,-0.0666707136789112
train,p025,670,fit,-0.07020903896507558,-0.14284935557938672
train,p025,680,fit,0.008117713833417972,0.017469939798772982
train,p025,690,edge_diagnostic,-0.06907953137464967,-0.13452110109201387
train,p025,700,edge_diagnostic,-0.004528177197310412,-0.009206713413319134
train,p026,400,edge_diagnostic,-0.18388409277935636,-0.6693448725131628
train,p026,410,edge_diagnostic,-0.10881809120186706,-0.4500976289963743
train,p026,420,fit,-0.03139441701560153,-0.15284307538397912
train,p026,430,fit,-0.006032432971824486,-0.03141291947054303
train,p026,440,fit,0.008472048383072167,0.04599137845353285
train,p026,450,fit,0.013550908321881078,0.07399886365424813
train,p026,460,fit,-0.011478717770154051,-0.057780173597759665
train,p026,470,fit,0.005340875426039227,0.02764891918363399
train,p026,480,fit,0.01877024974950317,0.09901815462355024
train,p026,490,fit,0.011186329955023305,0.05697779145972848
train,p026,500,fit,0.0012409665015388205,0.0060743401112322015
train,p026,510,fit,0.0009578401260857128,0.00463521554199664
train,p026,520,fit,0.002053076014983529,0.009985122534076352
train,p026,530,fit,0.004189789535657434,0.021020383092654527
train,p026,540,fit,0.011019475838150744,0.057344362355759015
train,p026,550,fit,-0.004138026656086619,-0.020437002257362558
train,p026,560,fit,0.001932483016261588,0.009469380119790927
train,p026,570,fit,-0.0022747758285897868,-0.011188081582239606
train,p026,580,fit,0.003691365875256175,0.018488371261722758
train,p026,590,fit,0.02058486407899701,0.0926811456414387
train,p026,600,fit,0.012140254813649276,0.044969805407721886
train,p026,610,fit,-0.006479769283575243,-0.02119377482620699
train,p026,620,fit,-0.007698627927904822,-0.023467747826017904
train,p026,630,fit,-0.01966472576875733,-0.05590965730768649
train,p026,640,fit,-0.02153519477100818,-0.05855857484881721
train,p026,650,fit,-0.024556956040375943,-0.06414995921023015
train,p026,660,fit,-0.01883675282908881,-0.04788665648872281
train,p026,670,fit,-0.04754668368664,-0.11319460007484017
train,p026,680,fit,0.016623823162382256,0.041471458097795955
train,p026,690,edge_diagnostic,-0.04709576090283185,-0.10595622103806468
train,p026,700,edge_diagnostic,0.005632966320887944,0.013125941993619161
train,p027,400,edge_diagnostic,-0.18010154298172418,-0.6596662654112273
train,p027,410,edge_diagnostic,-0.10487520591409286,-0.4368860415589455
train,p027,420,fit,-0.029571551165659654,-0.14442792164382623
train,p027,430,fit,-0.005017701958163728,-0.026128464527346074
train,p027,440,fit,0.009165448153156841,0.04960866538968367
train,p027,450,fit,0.014440344885366746,0.07843859834868616
train,p027,460,fit,-0.01156454696504422,-0.057632426138328086
train,p027,470,fit,0.003928798887439883,0.020000441922810808
train,p027,480,fit,0.017518250977759692,0.09054951164420633
train,p027,490,fit,0.009360307484046981,0.04648242737518338
train,p027,500,fit,0.001960566756054466,0.009379131671270802
train,p027,510,fit,0.0015522990054880614,0.007301881755611417
train,p027,520,fit,0.0037510391883957273,0.01766490413662858
train,p027,530,fit,0.0016601320757249627,0.007924335517942582
train,p027,540,fit,0.007852313504922381,0.03853329291010121
train,p027,550,fit,-0.00709384420246445,-0.032947585076033015
train,p027,560,fit,-0.004822739018057548,-0.02189336112642204
train,p027,570,fit,-0.010470612266851503,-0.04729898116741338
train,p027,580,fit,-0.0058912332898299336,-0.026819675912477692
train,p027,590,fit,0.016658946710284256,0.06901536288523324
train,p027,600,fit,0.015180654636436863,0.05337124115510061
train,p027,610,fit,0.0028251792036898538,0.00894492092080057
train,p027,620,fit,0.006643407830967285,0.019859043406310173
train,p027,630,fit,-0.00865705025897573,-0.02409750717988035
train,p027,640,fit,-0.014953042287071006,-0.03964768425742882
train,p027,650,fit,-0.01857858542475077,-0.0473487373801863
train,p027,660,fit,-0.01532197590347506,-0.037931172979857375
train,p027,670,fit,-0.051720035848878354,-0.11911129260226128
train,p027,680,fit,0.02131768090255176,0.051945719449586925
train,p027,690,edge_diagnostic,-0.05111025627002652,-0.1115764383006107
train,p027,700,edge_diagnostic,0.005686102340512422,0.012901207798102554
train,p028,400,edge_diagnostic,-0.16505865652129093,-0.5532516803794836
train,p028,410,edge_diagnostic,-0.094453306844376,-0.3546640087155404
train,p028,420,fit,-0.015678903214671136,-0.06863906665153108
train,p028,430,fit,0.007927925626092847,0.036729623380211684
train,p028,440,fit,0.019245569356871717,0.09161968533494425
train,p028,450,fit,0.017294065360691696,0.0806007939908191
train,p028,460,fit,-0.013349371949238464,-0.05669546167792161
train,p028,470,fit,0.002259826383782332,0.009718037220901365
train,p028,480,fit,0.014517375363437668,0.0627375997324664
train,p028,490,fit,0.005252148346750252,0.021855114769475437
train,p028,500,fit,-0.007852768723783154,-0.03128801780550261
train,p028,510,fit,-0.012548629116404364,-0.04897337574149452
train,p028,520,fit,-0.010427776858925542,-0.04100198141583555
train,p028,530,fit,-0.009776167025771831,-0.03964563910876251
train,p028,540,fit,0.003848789820295684,0.016409941233855863
train,p028,550,fit,-0.0015969155150458991,-0.006629503393080549
train,p028,560,fit,-0.004948919464079327,-0.019902718244064088
train,p028,570,fit,-0.00879865461216811,-0.03568264359895035
train,p028,580,fit,0.0017142863796377195,0.007133482058833129
train,p028,590,fit,0.02803602535279298,0.10528402328181974
train,p028,600,fit,0.02048147712220233,0.06369929390304829
train,p028,610,fit,0.004328445924947133,0.012058856991015388
train,p028,620,fit,0.008306102239704516,0.02185724749348772
train,p028,630,fit,-0.010881362705269682,-0.026676982207070155
train,p028,640,fit,-0.01805744300372425,-0.042327278438519356
train,p028,650,fit,-0.018657526216996678,-0.04237769578743744
train,p028,660,fit,-0.01696673574129759,-0.03750462285686851
train,p028,670,fit,-0.05411795966710331,-0.11212807098082367
train,p028,680,fit,0.024232218499248503,0.05318172181740022
train,p028,690,edge_diagnostic,-0.0514441096150795,-0.10198194064521682
train,p028,700,edge_diagnostic,0.008151406727830435,0.01681404365669159
train,p029,400,edge_diagnostic,-0.18307326629576498,-0.6558862879521499
train,p029,410,edge_diagnostic,-0.11283102328867753,-0.45453492482049884
train,p029,420,fit,-0.03566129746980223,-0.1680327394434047
train,p029,430,fit,-0.01067944489366593,-0.05358102446873514
train,p029,440,fit,0.004187264255706535,0.021847474625114716
train,p029,450,fit,0.009609157175282573,0.050309211161813305
train,p029,460,fit,-0.015825802558290247,-0.07633489629131285
train,p029,470,fit,0.0034639315174287977,0.017209682718867025
train,p029,480,fit,0.018035410198821517,0.0911861284530584
train,p029,490,fit,0.009921041628243643,0.04827513756639279
train,p029,500,fit,0.003661474250572755,0.017241780302392318
train,p029,510,fit,0.004086969350395125,0.018999352118994617
train,p029,520,fit,0.0042834510954715965,0.019903098641844252
train,p029,530,fit,0.0007593926108441784,0.0035797689557297563
train,p029,540,fit,0.0032251706133049063,0.015540007806288614
train,p029,550,fit,-0.014966858732778615,-0.06798965991273942
train,p029,560,fit,-0.009261001466172814,-0.04152740715684122
train,p029,570,fit,-0.01409231256495383,-0.06320759957472144
train,p029,580,fit,-0.01184814043363297,-0.05342501192461069
train,p029,590,fit,0.012688952701877448,0.05219417777472124
train,p029,600,fit,0.01707078806594864,0.059863454925622506
train,p029,610,fit,0.006206307878755923,0.019581545171852843
train,p029,620,fit,0.010153494282506448,0.030187344166782815
train,p029,630,fit,0.0006617641506602157,0.0018451582375234032
train,p029,640,fit,0.00014027327893340047,0.00037516785670776986
train,p029,650,fit,-0.00335128132022372,-0.008611998359830064
train,p029,660,fit,0.0028539876286671206,0.007148109581337159
train,p029,670,fit,-0.027807739003305132,-0.0651234907191044
train,p029,680,fit,0.038271594775727946,0.09424260483080993
train,p029,690,edge_diagnostic,-0.027288422006293944,-0.06051830823316473
train,p029,700,edge_diagnostic,0.026449022859053373,0.06086775199864525
train,p031,400,edge_diagnostic,-0.20431746742299878,-0.6220170765223156
train,p031,410,edge_diagnostic,-0.11288492296272842,-0.3919564649162153
train,p031,420,fit,-0.027183872631995537,-0.10992230506430167
train,p031,430,fit,-0.0016152639996273865,-0.006907008230836453
train,p031,440,fit,0.004189111331182577,0.018134891240378703
train,p031,450,fit,0.02223323995774515,0.09837360639290638
train,p031,460,fit,0.0036634476594089305,0.015142705029499215
train,p031,470,fit,0.004987059102336738,0.0202179227377135
train,p031,480,fit,0.012301381644929943,0.04950965621262915
train,p031,490,fit,0.01358210696699999,0.05386265828889636
train,p031,500,fit,0.00835341382427962,0.03226067132197108
train,p031,510,fit,0.0010785791513511223,0.0040662472262738
train,p031,520,fit,-0.0017040832393557803,-0.006432028843993409
train,p031,530,fit,0.004620257331555022,0.018278918034135172
train,p031,540,fit,0.00617138987284041,0.025133999676828944
train,p031,550,fit,-8.276981291072127e-05,-0.00032832451206887825
train,p031,560,fit,0.0016784936783174609,0.006522934627880117
train,p031,570,fit,-0.007774018752741363,-0.03023807362494546
train,p031,580,fit,0.002240721680567631,0.008947746785955557
train,p031,590,fit,0.024723222404733236,0.08799140348362156
train,p031,600,fit,0.004240100457918061,0.01224435116310607
train,p031,610,fit,-0.013065749794072823,-0.03387907563512105
train,p031,620,fit,-0.02253223790315173,-0.05439112175525673
train,p031,630,fit,-0.03366856330781187,-0.07680252007168453
train,p031,640,fit,-0.03668932877956971,-0.08062145543622068
train,p031,650,fit,-0.0272427062793702,-0.058751036167322135
train,p031,660,fit,-0.027195987396419763,-0.05707948417201991
train,p031,670,fit,-0.020202245451369838,-0.04166230481700062
train,p031,680,fit,0.009854136250458612,0.02046804109992395
train,p031,690,edge_diagnostic,-0.02779874484992373,-0.054385698633349744
train,p031,700,edge_diagnostic,-0.012661895389270206,-0.024682286519957186
train,p032,400,edge_diagnostic,-0.2134405793391281,-0.6800354752518584
train,p032,410,edge_diagnostic,-0.11518922947054172,-0.4250399853999465
train,p032,420,fit,-0.03555297979051114,-0.15233626471032502
train,p032,430,fit,-0.012978575977991569,-0.058633257206987865
train,p032,440,fit,-0.005497413365904674,-0.025306056799585752
train,p032,450,fit,0.01403951250244681,0.0668131242587271
train,p032,460,fit,-0.0016135786207819303,-0.0072442564992618586
train,p032,470,fit,0.004184366938657674,0.01868770052589963
train,p032,480,fit,0.010932345785115344,0.04863543029222139
train,p032,490,fit,0.014027203812723682,0.06189927132267936
train,p032,500,fit,0.00846636004180501,0.036381468500489955
train,p032,510,fit,0.002667622716463619,0.01122322933638098
train,p032,520,fit,-0.0005806445564407181,-0.002443514801611313
train,p032,530,fit,0.0034339396169962844,0.015079606553602964
train,p032,540,fit,0.001096139518483502,0.004910248861225375
train,p032,550,fit,-0.002050548235664612,-0.00901565706674945
train,p032,560,fit,-0.007282849016452458,-0.03098847343964728
train,p032,570,fit,-0.016607499973516182,-0.07062377758586602
train,p032,580,fit,-0.010459532879922406,-0.04538309624433512
train,p032,590,fit,0.015666347222975524,0.06164351140989033
train,p032,600,fit,0.011478024050269542,0.03734336419865669
train,p032,610,fit,0.002256109673273776,0.006600453881942414
train,p032,620,fit,0.0005962304747586522,0.001627357138914265
train,p032,630,fit,-0.00731762951430992,-0.018806105774257897
train,p032,640,fit,-0.010257312809115238,-0.02526147808456458
train,p032,650,fit,-0.004738888190521151,-0.011368206170090378
train,p032,660,fit,-0.004800753936512081,-0.011161920196419706
train,p032,670,fit,0.00451489218105694,0.010312006472776858
train,p032,680,fit,0.027468215048783884,0.06266827345184434
train,p032,690,edge_diagnostic,-0.0008059575149753084,-0.0017361168437295404
train,p032,700,edge_diagnostic,0.0111888584396867,0.0239014632842115
train,p033,400,edge_diagnostic,-0.19673862644126117,-0.5908108323890298
train,p033,410,edge_diagnostic,-0.10465353377120709,-0.3581631785324302
train,p033,420,fit,-0.02139797689141068,-0.08468350053745066
train,p033,430,fit,0.0014507342078225738,0.006018417226530515
train,p033,440,fit,0.005092980064957009,0.021219149075506705
train,p033,450,fit,0.020374587980123537,0.08571298685897943
train,p033,460,fit,-0.0018060351045012246,-0.007037304255875121
train,p033,470,fit,-0.0005909547384794211,-0.0022508093394555395
train,p033,480,fit,0.007051714115643093,0.026574809199440663
train,p033,490,fit,0.007432945356136644,0.027457946585524473
train,p033,500,fit,0.000973448049579495,0.0034851418451262717
train,p033,510,fit,-0.004128504744697448,-0.01444488725487858
train,p033,520,fit,-0.0032032838291928822,-0.011242193894422048
train,p033,530,fit,0.0009542522849479984,0.0034726163987643943
train,p033,540,fit,-0.0010876523790168124,-0.004026556929410674
train,p033,550,fit,-0.0026032067503168888,-0.00944286399749461
train,p033,560,fit,-0.004057703808599267,-0.01428564862305337
train,p033,570,fit,-0.01238177654870376,-0.04359309869740091
train,p033,580,fit,-0.005516379743875421,-0.019707056652612742
train,p033,590,fit,0.0264806171991126,0.08586179228412383
train,p033,600,fit,0.01874380223947869,0.05116286521109514
train,p033,610,fit,0.006055741608511689,0.015059691611421733
train,p033,620,fit,-0.002922892245353692,-0.00680982575608946
train,p033,630,fit,-0.016313858574582674,-0.03596879984811663
train,p033,640,fit,-0.021880929436420782,-0.04646836076670835
train,p033,650,fit,-0.016184842530129695,-0.03366054473194835
train,p033,660,fit,-0.017838550001257836,-0.03611879706060184
train,p033,670,fit,-0.01093139568155349,-0.02178271832895229
train,p033,680,fit,0.014922515631844213,0.02985545011124069
train,p033,690,edge_diagnostic,-0.02193940584823595,-0.04150538318515462
train,p033,700,edge_diagnostic,-0.00856419290596655,-0.016131170897821456
train,p034,400,edge_diagnostic,-0.18237947984369623,-0.5019769859753149
train,p034,410,edge_diagnostic,-0.1082167356692122,-0.3282195492961191
train,p034,420,fit,-0.01768049899581403,-0.061674614962602625
train,p034,430,fit,0.007881736873151468,0.02876955106289869
train,p034,440,fit,0.004126733797895021,0.01487298689906491
train,p034,450,fit,0.02339192534666884,0.08476405999506231
train,p034,460,fit,0.005649949529259568,0.019100985184931307
train,p034,470,fit,0.006955403264043369,0.02290559209043619
train,p034,480,fit,0.01538706209399704,0.050018446630909486
train,p034,490,fit,0.018077580839996332,0.057806782998584216
train,p034,500,fit,0.011658322698859303,0.03620679627188128
train,p034,510,fit,0.0015139570642930256,0.004571780997051356
train,p034,520,fit,-0.0028089629013708928,-0.008464326109874909
train,p034,530,fit,-0.00046564362304801765,-0.0014559056377823065
train,p034,540,fit,0.0017251785252709873,0.0055481479583887605
train,p034,550,fit,0.0005883400779014281,0.0018577682777431992
train,p034,560,fit,-0.007999752462819587,-0.02428292812864785
train,p034,570,fit,-0.013467385589875314,-0.04125224993660326
train,p034,580,fit,0.006732121065387786,0.021381041319199268
train,p034,590,fit,0.040605473175471196,0.11648538010599818
train,p034,600,fit,0.010137052194741702,0.023944439291357034
train,p034,610,fit,-0.018814010420043326,-0.04017597725366784
train,p034,620,fit,-0.026568323241338843,-0.05369591950532038
train,p034,630,fit,-0.04533051958809087,-0.08698154067930064
train,p034,640,fit,-0.0522892620101838,-0.09713533196983803
train,p034,650,fit,-0.045849778579836076,-0.08382056477360855
train,p034,660,fit,-0.0433921111875033,-0.0779035964015995
train,p034,670,fit,-0.04113124331694995,-0.07265168446149295
train,p034,680,fit,9.795698234527084e-05,0.00017633404821848497
train,p034,690,edge_diagnostic,-0.04975295461438789,-0.08443669530768283
train,p034,700,edge_diagnostic,-0.028110606626758572,-0.04794102475835216
train,p037,400,edge_diagnostic,-0.20452070214356766,-0.6313434980889462
train,p037,410,edge_diagnostic,-0.11124007362385802,-0.39270779303589776
