sample_id,split,camera_light_pair,low_clip_fraction,high_clip_fraction,total_clip_fraction,per_channel_clip_fraction
train_001394,train,Nikon D50 / D65,nan,nan,nan,
train_001395,train,Nikon D40 / D65,nan,nan,nan,
train_001396,train,Canon 5DMarkII / A,nan,nan,nan,
train_001397,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_001398,train,Nikon D200 / A,nan,nan,nan,
train_001399,train,Phase One / A,nan,nan,nan,
train_001400,train,Nikon D300s / D65,nan,nan,nan,
train_001401,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_001402,train,Pentax K-5 / A,nan,nan,nan,
train_001403,train,Nikon D5100 / A,nan,nan,nan,
train_001404,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_001405,train,Canon 50D / FL2,nan,nan,nan,
train_001406,train,Phase One / D65,nan,nan,nan,
train_001407,train,Nikon D3X / D65,nan,nan,nan,
train_001408,train,Nikon D50 / A,nan,nan,nan,
train_001409,train,Canon 500D / FL2,nan,nan,nan,
train_001410,train,Canon 500D / D65,nan,nan,nan,
train_001411,train,Nikon D80 / D65,nan,nan,nan,
train_001412,train,Canon 40D / FL2,nan,nan,nan,
train_001413,train,Canon 60D / D65,nan,nan,nan,
train_001414,train,Nikon D80 / FL2,nan,nan,nan,
train_001415,train,Canon 20D / D65,nan,nan,nan,
train_001416,train,Nikon D3X / FL2,nan,nan,nan,
train_001417,train,Hasselblad H2 / A,nan,nan,nan,
train_001418,train,Canon 60D / A,nan,nan,nan,
train_001419,train,Canon 300D / FL2,nan,nan,nan,
train_001420,train,Pentax Q / FL2,nan,nan,nan,
train_001421,train,Nikon D40 / A,nan,nan,nan,
train_001422,train,Canon 20D / A,nan,nan,nan,
train_001423,train,Canon 1DMarkIII / A,nan,nan,nan,
train_001424,train,Nikon D200 / FL2,nan,nan,nan,
train_001425,train,Canon 40D / A,nan,nan,nan,
train_001426,train,Nikon D3 / A,nan,nan,nan,
train_001427,train,Nokia N900 / D65,nan,nan,nan,
train_001428,train,Nikon D90 / FL2,nan,nan,nan,
train_001429,train,Nikon D80 / A,nan,nan,nan,
train_001430,train,SONY NEX-5N / A,nan,nan,nan,
train_001431,train,Nikon D300s / A,nan,nan,nan,
train_001432,train,Hasselblad H2 / FL2,nan,nan,nan,
train_001433,train,Pentax K-5 / FL2,nan,nan,nan,
train_001434,train,Nikon D90 / D65,nan,nan,nan,
train_001435,train,Nikon D300s / FL2,nan,nan,nan,
train_001436,train,Nokia N900 / A,nan,nan,nan,
train_001437,train,Canon 5DMarkII / D65,nan,nan,nan,
train_001438,train,SONY NEX-5N / D65,nan,nan,nan,
train_001439,train,SONY NEX-5N / FL2,nan,nan,nan,
train_001440,train,Canon 60D / FL2,nan,nan,nan,
train_001441,train,Canon 40D / D65,nan,nan,nan,
train_001442,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_001443,train,Canon 50D / A,nan,nan,nan,
train_001444,train,Nikon D3 / FL2,nan,nan,nan,
train_001445,train,Nikon D200 / D65,nan,nan,nan,
train_001446,train,Canon 500D / A,nan,nan,nan,
train_001447,train,Phase One / FL2,nan,nan,nan,
train_001448,train,Nikon D90 / A,nan,nan,nan,
train_001449,train,Nikon D3 / D65,nan,nan,nan,
train_001450,train,Canon 50D / D65,nan,nan,nan,
train_001451,train,Canon 300D / D65,nan,nan,nan,
train_001452,train,Pentax K-5 / D65,nan,nan,nan,
train_001453,train,Canon 20D / FL2,nan,nan,nan,
train_001454,train,Nokia N900 / FL2,nan,nan,nan,
train_001455,train,Canon 300D / A,nan,nan,nan,
train_001456,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_001457,train,Pentax Q / D65,nan,nan,nan,
train_001458,train,Nikon D5100 / D65,nan,nan,nan,
train_001459,train,Nikon D40 / FL2,nan,nan,nan,
train_001460,train,Pentax Q / A,nan,nan,nan,
train_001461,train,Nikon D50 / FL2,nan,nan,nan,
train_001462,train,Nikon D3X / A,nan,nan,nan,
train_001463,train,Nikon D5100 / FL2,nan,nan,nan,
train_001464,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_001465,train,Hasselblad H2 / D65,nan,nan,nan,
train_001466,train,Nikon D50 / D65,nan,nan,nan,
train_001467,train,Nikon D40 / D65,nan,nan,nan,
train_001468,train,Canon 5DMarkII / A,nan,nan,nan,
train_001469,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_001470,train,Nikon D200 / A,nan,nan,nan,
train_001471,train,Phase One / A,nan,nan,nan,
train_001472,train,Nikon D300s / D65,nan,nan,nan,
train_001473,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_001474,train,Pentax K-5 / A,nan,nan,nan,
train_001475,train,Nikon D5100 / A,nan,nan,nan,
train_001476,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_001477,train,Canon 50D / FL2,nan,nan,nan,
train_001478,train,Phase One / D65,nan,nan,nan,
train_001479,train,Nikon D3X / D65,nan,nan,nan,
train_001480,train,Nikon D50 / A,nan,nan,nan,
train_001481,train,Canon 500D / FL2,nan,nan,nan,
train_001482,train,Canon 500D / D65,nan,nan,nan,
train_001483,train,Nikon D80 / D65,nan,nan,nan,
train_001484,train,Canon 40D / FL2,nan,nan,nan,
train_001485,train,Canon 60D / D65,nan,nan,nan,
train_001486,train,Nikon D80 / FL2,nan,nan,nan,
train_001487,train,Canon 20D / D65,nan,nan,nan,
train_001488,train,Nikon D3X / FL2,nan,nan,nan,
train_001489,train,Hasselblad H2 / A,nan,nan,nan,
train_001490,train,Canon 60D / A,nan,nan,nan,
train_001491,train,Canon 300D / FL2,nan,nan,nan,
train_001492,train,Pentax Q / FL2,nan,nan,nan,
train_001493,train,Nikon D40 / A,nan,nan,nan,
train_001494,train,Canon 20D / A,nan,nan,nan,
train_001495,train,Canon 1DMarkIII / A,nan,nan,nan,
train_001496,train,Nikon D200 / FL2,nan,nan,nan,
train_001497,train,Canon 40D / A,nan,nan,nan,
train_001498,train,Nikon D3 / A,nan,nan,nan,
train_001499,train,Nokia N900 / D65,nan,nan,nan,
train_001500,train,Nikon D90 / FL2,nan,nan,nan,
train_001501,train,Nikon D80 / A,nan,nan,nan,
train_001502,train,SONY NEX-5N / A,nan,nan,nan,
train_001503,train,Nikon D300s / A,nan,nan,nan,
train_001504,train,Hasselblad H2 / FL2,nan,nan,nan,
train_001505,train,Pentax K-5 / FL2,nan,nan,nan,
train_001506,train,Nikon D90 / D65,nan,nan,nan,
train_001507,train,Nikon D300s / FL2,nan,nan,nan,
train_001508,train,Nokia N900 / A,nan,nan,nan,
train_001509,train,Canon 5DMarkII / D65,nan,nan,nan,
train_001510,train,SONY NEX-5N / D65,nan,nan,nan,
train_001511,train,SONY NEX-5N / FL2,nan,nan,nan,
train_001512,train,Canon 60D / FL2,nan,nan,nan,
train_001513,train,Canon 40D / D65,nan,nan,nan,
train_001514,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_001515,train,Canon 50D / A,nan,nan,nan,
train_001516,train,Nikon D3 / FL2,nan,nan,nan,
train_001517,train,Nikon D200 / D65,nan,nan,nan,
train_001518,train,Canon 500D / A,nan,nan,nan,
train_001519,train,Phase One / FL2,nan,nan,nan,
train_001520,train,Nikon D90 / A,nan,nan,nan,
train_001521,train,Nikon D3 / D65,nan,nan,nan,
train_001522,train,Canon 50D / D65,nan,nan,nan,
train_001523,train,Canon 300D / D65,nan,nan,nan,
train_001524,train,Pentax K-5 / D65,nan,nan,nan,
train_001525,train,Canon 20D / FL2,nan,nan,nan,
train_001526,train,Nokia N900 / FL2,nan,nan,nan,
train_001527,train,Canon 300D / A,nan,nan,nan,
train_001528,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_001529,train,Pentax Q / D65,nan,nan,nan,
train_001530,train,Nikon D5100 / D65,nan,nan,nan,
train_001531,train,Nikon D40 / FL2,nan,nan,nan,
train_001532,train,Pentax Q / A,nan,nan,nan,
train_001533,train,Nikon D50 / FL2,nan,nan,nan,
train_001534,train,Nikon D3X / A,nan,nan,nan,
train_001535,train,Nikon D5100 / FL2,nan,nan,nan,
train_001536,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_001537,train,Hasselblad H2 / D65,nan,nan,nan,
train_001538,train,Nikon D50 / D65,nan,nan,nan,
train_001539,train,Nikon D40 / D65,nan,nan,nan,
train_001540,train,Canon 5DMarkII / A,nan,nan,nan,
train_001541,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_001542,train,Nikon D200 / A,nan,nan,nan,
train_001543,train,Phase One / A,nan,nan,nan,
train_001544,train,Nikon D300s / D65,nan,nan,nan,
train_001545,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_001546,train,Pentax K-5 / A,nan,nan,nan,
train_001547,train,Nikon D5100 / A,nan,nan,nan,
train_001548,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_001549,train,Canon 50D / FL2,nan,nan,nan,
train_001550,train,Phase One / D65,nan,nan,nan,
train_001551,train,Nikon D3X / D65,nan,nan,nan,
train_001552,train,Nikon D50 / A,nan,nan,nan,
train_001553,train,Canon 500D / FL2,nan,nan,nan,
train_001554,train,Canon 500D / D65,nan,nan,nan,
train_001555,train,Nikon D80 / D65,nan,nan,nan,
train_001556,train,Canon 40D / FL2,nan,nan,nan,
train_001557,train,Canon 60D / D65,nan,nan,nan,
train_001558,train,Nikon D80 / FL2,nan,nan,nan,
train_001559,train,Canon 20D / D65,nan,nan,nan,
train_001560,train,Nikon D3X / FL2,nan,nan,nan,
train_001561,train,Hasselblad H2 / A,nan,nan,nan,
train_001562,train,Canon 60D / A,nan,nan,nan,
train_001563,train,Canon 300D / FL2,nan,nan,nan,
train_001564,train,Pentax Q / FL2,nan,nan,nan,
train_001565,train,Nikon D40 / A,nan,nan,nan,
train_001566,train,Canon 20D / A,nan,nan,nan,
train_001567,train,Canon 1DMarkIII / A,nan,nan,nan,
train_001568,train,Nikon D200 / FL2,nan,nan,nan,
train_001569,train,Canon 40D / A,nan,nan,nan,
train_001570,train,Nikon D3 / A,nan,nan,nan,
train_001571,train,Nokia N900 / D65,nan,nan,nan,
train_001572,train,Nikon D90 / FL2,nan,nan,nan,
train_001573,train,Nikon D80 / A,nan,nan,nan,
train_001574,train,SONY NEX-5N / A,nan,nan,nan,
train_001575,train,Nikon D300s / A,nan,nan,nan,
train_001576,train,Hasselblad H2 / FL2,nan,nan,nan,
train_001577,train,Pentax K-5 / FL2,nan,nan,nan,
train_001578,train,Nikon D90 / D65,nan,nan,nan,
train_001579,train,Nikon D300s / FL2,nan,nan,nan,
train_001580,train,Nokia N900 / A,nan,nan,nan,
train_001581,train,Canon 5DMarkII / D65,nan,nan,nan,
train_001582,train,SONY NEX-5N / D65,nan,nan,nan,
train_001583,train,SONY NEX-5N / FL2,nan,nan,nan,
train_001584,train,Canon 60D / FL2,nan,nan,nan,
train_001585,train,Canon 40D / D65,nan,nan,nan,
train_001586,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_001587,train,Canon 50D / A,nan,nan,nan,
train_001588,train,Nikon D3 / FL2,nan,nan,nan,
train_001589,train,Nikon D200 / D65,nan,nan,nan,
train_001590,train,Canon 500D / A,nan,nan,nan,
train_001591,train,Phase One / FL2,nan,nan,nan,
train_001592,train,Nikon D90 / A,nan,nan,nan,
train_001593,train,Nikon D3 / D65,nan,nan,nan,
train_001594,train,Canon 50D / D65,nan,nan,nan,
train_001595,train,Canon 300D / D65,nan,nan,nan,
train_001596,train,Pentax K-5 / D65,nan,nan,nan,
train_001597,train,Canon 20D / FL2,nan,nan,nan,
train_001598,train,Nokia N900 / FL2,nan,nan,nan,
train_001599,train,Canon 300D / A,nan,nan,nan,
train_001600,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_001601,train,Pentax Q / D65,nan,nan,nan,
train_001602,train,Nikon D5100 / D65,nan,nan,nan,
train_001603,train,Nikon D40 / FL2,nan,nan,nan,
train_001604,train,Pentax Q / A,nan,nan,nan,
train_001605,train,Nikon D50 / FL2,nan,nan,nan,
train_001606,train,Nikon D3X / A,nan,nan,nan,
train_001607,train,Nikon D5100 / FL2,nan,nan,nan,
train_001608,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_001609,train,Hasselblad H2 / D65,nan,nan,nan,
train_001610,train,Nikon D50 / D65,nan,nan,nan,
train_001611,train,Nikon D40 / D65,nan,nan,nan,
train_001612,train,Canon 5DMarkII / A,nan,nan,nan,
train_001613,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_001614,train,Nikon D200 / A,nan,nan,nan,
train_001615,train,Phase One / A,nan,nan,nan,
train_001616,train,Nikon D300s / D65,nan,nan,nan,
train_001617,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_001618,train,Pentax K-5 / A,nan,nan,nan,
train_001619,train,Nikon D5100 / A,nan,nan,nan,
train_001620,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_001621,train,Canon 50D / FL2,nan,nan,nan,
train_001622,train,Phase One / D65,nan,nan,nan,
train_001623,train,Nikon D3X / D65,nan,nan,nan,
train_001624,train,Nikon D50 / A,nan,nan,nan,
train_001625,train,Canon 500D / FL2,nan,nan,nan,
train_001626,train,Canon 500D / D65,nan,nan,nan,
train_001627,train,Nikon D80 / D65,nan,nan,nan,
train_001628,train,Canon 40D / FL2,nan,nan,nan,
train_001629,train,Canon 60D / D65,nan,nan,nan,
train_001630,train,Nikon D80 / FL2,nan,nan,nan,
train_001631,train,Canon 20D / D65,nan,nan,nan,
train_001632,train,Nikon D3X / FL2,nan,nan,nan,
train_001633,train,Hasselblad H2 / A,nan,nan,nan,
train_001634,train,Canon 60D / A,nan,nan,nan,
train_001635,train,Canon 300D / FL2,nan,nan,nan,
train_001636,train,Pentax Q / FL2,nan,nan,nan,
train_001637,train,Nikon D40 / A,nan,nan,nan,
train_001638,train,Canon 20D / A,nan,nan,nan,
train_001639,train,Canon 1DMarkIII / A,nan,nan,nan,
train_001640,train,Nikon D200 / FL2,nan,nan,nan,
train_001641,train,Canon 40D / A,nan,nan,nan,
train_001642,train,Nikon D3 / A,nan,nan,nan,
train_001643,train,Nokia N900 / D65,nan,nan,nan,
train_001644,train,Nikon D90 / FL2,nan,nan,nan,
train_001645,train,Nikon D80 / A,nan,nan,nan,
train_001646,train,SONY NEX-5N / A,nan,nan,nan,
train_001647,train,Nikon D300s / A,nan,nan,nan,
train_001648,train,Hasselblad H2 / FL2,nan,nan,nan,
train_001649,train,Pentax K-5 / FL2,nan,nan,nan,
train_001650,train,Nikon D90 / D65,nan,nan,nan,
train_001651,train,Nikon D300s / FL2,nan,nan,nan,
train_001652,train,Nokia N900 / A,nan,nan,nan,
train_001653,train,Canon 5DMarkII / D65,nan,nan,nan,
train_001654,train,SONY NEX-5N / D65,nan,nan,nan,
train_001655,train,SONY NEX-5N / FL2,nan,nan,nan,
train_001656,train,Canon 60D / FL2,nan,nan,nan,
train_001657,train,Canon 40D / D65,nan,nan,nan,
train_001658,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_001659,train,Canon 50D / A,nan,nan,nan,
train_001660,train,Nikon D3 / FL2,nan,nan,nan,
train_001661,train,Nikon D200 / D65,nan,nan,nan,
train_001662,train,Canon 500D / A,nan,nan,nan,
train_001663,train,Phase One / FL2,nan,nan,nan,
train_001664,train,Nikon D90 / A,nan,nan,nan,
train_001665,train,Nikon D3 / D65,nan,nan,nan,
train_001666,train,Canon 50D / D65,nan,nan,nan,
train_001667,train,Canon 300D / D65,nan,nan,nan,
train_001668,train,Pentax K-5 / D65,nan,nan,nan,
train_001669,train,Canon 20D / FL2,nan,nan,nan,
train_001670,train,Nokia N900 / FL2,nan,nan,nan,
train_001671,train,Canon 300D / A,nan,nan,nan,
train_001672,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_001673,train,Pentax Q / D65,nan,nan,nan,
train_001674,train,Nikon D5100 / D65,nan,nan,nan,
train_001675,train,Nikon D40 / FL2,nan,nan,nan,
train_001676,train,Pentax Q / A,nan,nan,nan,
train_001677,train,Nikon D50 / FL2,nan,nan,nan,
train_001678,train,Nikon D3X / A,nan,nan,nan,
train_001679,train,Nikon D5100 / FL2,nan,nan,nan,
train_001680,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_001681,train,Hasselblad H2 / D65,nan,nan,nan,
train_001682,train,Nikon D50 / D65,nan,nan,nan,
train_001683,train,Nikon D40 / D65,nan,nan,nan,
train_001684,train,Canon 5DMarkII / A,nan,nan,nan,
train_001685,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_001686,train,Nikon D200 / A,nan,nan,nan,
train_001687,train,Phase One / A,nan,nan,nan,
train_001688,train,Nikon D300s / D65,nan,nan,nan,
train_001689,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_001690,train,Pentax K-5 / A,nan,nan,nan,
train_001691,train,Nikon D5100 / A,nan,nan,nan,
train_001692,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_001693,train,Canon 50D / FL2,nan,nan,nan,
train_001694,train,Phase One / D65,nan,nan,nan,
train_001695,train,Nikon D3X / D65,nan,nan,nan,
train_001696,train,Nikon D50 / A,nan,nan,nan,
train_001697,train,Canon 500D / FL2,nan,nan,nan,
train_001698,train,Canon 500D / D65,nan,nan,nan,
train_001699,train,Nikon D80 / D65,nan,nan,nan,
train_001700,train,Canon 40D / FL2,nan,nan,nan,
train_001701,train,Canon 60D / D65,nan,nan,nan,
train_001702,train,Nikon D80 / FL2,nan,nan,nan,
train_001703,train,Canon 20D / D65,nan,nan,nan,
train_001704,train,Nikon D3X / FL2,nan,nan,nan,
train_001705,train,Hasselblad H2 / A,nan,nan,nan,
train_001706,train,Canon 60D / A,nan,nan,nan,
train_001707,train,Canon 300D / FL2,nan,nan,nan,
train_001708,train,Pentax Q / FL2,nan,nan,nan,
train_001709,train,Nikon D40 / A,nan,nan,nan,
train_001710,train,Canon 20D / A,nan,nan,nan,
train_001711,train,Canon 1DMarkIII / A,nan,nan,nan,
train_001712,train,Nikon D200 / FL2,nan,nan,nan,
train_001713,train,Canon 40D / A,nan,nan,nan,
train_001714,train,Nikon D3 / A,nan,nan,nan,
train_001715,train,Nokia N900 / D65,nan,nan,nan,
train_001716,train,Nikon D90 / FL2,nan,nan,nan,
train_001717,train,Nikon D80 / A,nan,nan,nan,
train_001718,train,SONY NEX-5N / A,nan,nan,nan,
train_001719,train,Nikon D300s / A,nan,nan,nan,
train_001720,train,Hasselblad H2 / FL2,nan,nan,nan,
train_001721,train,Pentax K-5 / FL2,nan,nan,nan,
train_001722,train,Nikon D90 / D65,nan,nan,nan,
train_001723,train,Nikon D300s / FL2,nan,nan,nan,
train_001724,train,Nokia N900 / A,nan,nan,nan,
train_001725,train,Canon 5DMarkII / D65,nan,nan,nan,
train_001726,train,SONY NEX-5N / D65,nan,nan,nan,
train_001727,train,SONY NEX-5N / FL2,nan,nan,nan,
train_001728,train,Canon 60D / FL2,nan,nan,nan,
train_001729,train,Canon 40D / D65,nan,nan,nan,
train_001730,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_001731,train,Canon 50D / A,nan,nan,nan,
train_001732,train,Nikon D3 / FL2,nan,nan,nan,
train_001733,train,Nikon D200 / D65,nan,nan,nan,
train_001734,train,Canon 500D / A,nan,nan,nan,
train_001735,train,Phase One / FL2,nan,nan,nan,
train_001736,train,Nikon D90 / A,nan,nan,nan,
train_001737,train,Nikon D3 / D65,nan,nan,nan,
train_001738,train,Canon 50D / D65,nan,nan,nan,
train_001739,train,Canon 300D / D65,nan,nan,nan,
train_001740,train,Pentax K-5 / D65,nan,nan,nan,
train_001741,train,Canon 20D / FL2,nan,nan,nan,
train_001742,train,Nokia N900 / FL2,nan,nan,nan,
train_001743,train,Canon 300D / A,nan,nan,nan,
train_001744,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_001745,train,Pentax Q / D65,nan,nan,nan,
train_001746,train,Nikon D5100 / D65,nan,nan,nan,
train_001747,train,Nikon D40 / FL2,nan,nan,nan,
train_001748,train,Pentax Q / A,nan,nan,nan,
train_001749,train,Nikon D50 / FL2,nan,nan,nan,
train_001750,train,Nikon D3X / A,nan,nan,nan,
train_001751,train,Nikon D5100 / FL2,nan,nan,nan,
train_001752,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_001753,train,Hasselblad H2 / D65,nan,nan,nan,
train_001754,train,Nikon D50 / D65,nan,nan,nan,
train_001755,train,Nikon D40 / D65,nan,nan,nan,
train_001756,train,Canon 5DMarkII / A,nan,nan,nan,
train_001757,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_001758,train,Nikon D200 / A,nan,nan,nan,
train_001759,train,Phase One / A,nan,nan,nan,
train_001760,train,Nikon D300s / D65,nan,nan,nan,
train_001761,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_001762,train,Pentax K-5 / A,nan,nan,nan,
train_001763,train,Nikon D5100 / A,nan,nan,nan,
train_001764,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_001765,train,Canon 50D / FL2,nan,nan,nan,
train_001766,train,Phase One / D65,nan,nan,nan,
train_001767,train,Nikon D3X / D65,nan,nan,nan,
train_001768,train,Nikon D50 / A,nan,nan,nan,
train_001769,train,Canon 500D / FL2,nan,nan,nan,
train_001770,train,Canon 500D / D65,nan,nan,nan,
train_001771,train,Nikon D80 / D65,nan,nan,nan,
train_001772,train,Canon 40D / FL2,nan,nan,nan,
train_001773,train,Canon 60D / D65,nan,nan,nan,
train_001774,train,Nikon D80 / FL2,nan,nan,nan,
train_001775,train,Canon 20D / D65,nan,nan,nan,
train_001776,train,Nikon D3X / FL2,nan,nan,nan,
train_001777,train,Hasselblad H2 / A,nan,nan,nan,
train_001778,train,Canon 60D / A,nan,nan,nan,
train_001779,train,Canon 300D / FL2,nan,nan,nan,
train_001780,train,Pentax Q / FL2,nan,nan,nan,
train_001781,train,Nikon D40 / A,nan,nan,nan,
train_001782,train,Canon 20D / A,nan,nan,nan,
train_001783,train,Canon 1DMarkIII / A,nan,nan,nan,
train_001784,train,Nikon D200 / FL2,nan,nan,nan,
train_001785,train,Canon 40D / A,nan,nan,nan,
train_001786,train,Nikon D3 / A,nan,nan,nan,
train_001787,train,Nokia N900 / D65,nan,nan,nan,
train_001788,train,Nikon D90 / FL2,nan,nan,nan,
train_001789,train,Nikon D80 / A,nan,nan,nan,
train_001790,train,SONY NEX-5N / A,nan,nan,nan,
train_001791,train,Nikon D300s / A,nan,nan,nan,
train_001792,train,Hasselblad H2 / FL2,nan,nan,nan,
train_001793,train,Pentax K-5 / FL2,nan,nan,nan,
train_001794,train,Nikon D90 / D65,nan,nan,nan,
train_001795,train,Nikon D300s / FL2,nan,nan,nan,
train_001796,train,Nokia N900 / A,nan,nan,nan,
train_001797,train,Canon 5DMarkII / D65,nan,nan,nan,
train_001798,train,SONY NEX-5N / D65,nan,nan,nan,
train_001799,train,SONY NEX-5N / FL2,nan,nan,nan,
train_001800,train,Canon 60D / FL2,nan,nan,nan,
train_001801,train,Canon 40D / D65,nan,nan,nan,
train_001802,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_001803,train,Canon 50D / A,nan,nan,nan,
train_001804,train,Nikon D3 / FL2,nan,nan,nan,
train_001805,train,Nikon D200 / D65,nan,nan,nan,
train_001806,train,Canon 500D / A,nan,nan,nan,
train_001807,train,Phase One / FL2,nan,nan,nan,
train_001808,train,Nikon D90 / A,nan,nan,nan,
train_001809,train,Nikon D3 / D65,nan,nan,nan,
train_001810,train,Canon 50D / D65,nan,nan,nan,
train_001811,train,Canon 300D / D65,nan,nan,nan,
train_001812,train,Pentax K-5 / D65,nan,nan,nan,
train_001813,train,Canon 20D / FL2,nan,nan,nan,
train_001814,train,Nokia N900 / FL2,nan,nan,nan,
train_001815,train,Canon 300D / A,nan,nan,nan,
train_001816,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_001817,train,Pentax Q / D65,nan,nan,nan,
train_001818,train,Nikon D5100 / D65,nan,nan,nan,
train_001819,train,Nikon D40 / FL2,nan,nan,nan,
train_001820,train,Pentax Q / A,nan,nan,nan,
train_001821,train,Nikon D50 / FL2,nan,nan,nan,
train_001822,train,Nikon D3X / A,nan,nan,nan,
train_001823,train,Nikon D5100 / FL2,nan,nan,nan,
train_001824,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_001825,train,Hasselblad H2 / D65,nan,nan,nan,
train_001826,train,Nikon D50 / D65,nan,nan,nan,
train_001827,train,Nikon D40 / D65,nan,nan,nan,
train_001828,train,Canon 5DMarkII / A,nan,nan,nan,
train_001829,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_001830,train,Nikon D200 / A,nan,nan,nan,
train_001831,train,Phase One / A,nan,nan,nan,
train_001832,train,Nikon D300s / D65,nan,nan,nan,
train_001833,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_001834,train,Pentax K-5 / A,nan,nan,nan,
train_001835,train,Nikon D5100 / A,nan,nan,nan,
train_001836,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_001837,train,Canon 50D / FL2,nan,nan,nan,
train_001838,train,Phase One / D65,nan,nan,nan,
train_001839,train,Nikon D3X / D65,nan,nan,nan,
train_001840,train,Nikon D50 / A,nan,nan,nan,
train_001841,train,Canon 500D / FL2,nan,nan,nan,
train_001842,train,Canon 500D / D65,nan,nan,nan,
train_001843,train,Nikon D80 / D65,nan,nan,nan,
train_001844,train,Canon 40D / FL2,nan,nan,nan,
train_001845,train,Canon 60D / D65,nan,nan,nan,
train_001846,train,Nikon D80 / FL2,nan,nan,nan,
train_001847,train,Canon 20D / D65,nan,nan,nan,
train_001848,train,Nikon D3X / FL2,nan,nan,nan,
train_001849,train,Hasselblad H2 / A,nan,nan,nan,
train_001850,train,Canon 60D / A,nan,nan,nan,
train_001851,train,Canon 300D / FL2,nan,nan,nan,
train_001852,train,Pentax Q / FL2,nan,nan,nan,
train_001853,train,Nikon D40 / A,nan,nan,nan,
train_001854,train,Canon 20D / A,nan,nan,nan,
train_001855,train,Canon 1DMarkIII / A,nan,nan,nan,
train_001856,train,Nikon D200 / FL2,nan,nan,nan,
train_001857,train,Canon 40D / A,nan,nan,nan,
train_001858,train,Nikon D3 / A,nan,nan,nan,
train_001859,train,Nokia N900 / D65,nan,nan,nan,
train_001860,train,Nikon D90 / FL2,nan,nan,nan,
train_001861,train,Nikon D80 / A,nan,nan,nan,
train_001862,train,SONY NEX-5N / A,nan,nan,nan,
train_001863,train,Nikon D300s / A,nan,nan,nan,
train_001864,train,Hasselblad H2 / FL2,nan,nan,nan,
train_001865,train,Pentax K-5 / FL2,nan,nan,nan,
train_001866,train,Nikon D90 / D65,nan,nan,nan,
train_001867,train,Nikon D300s / FL2,nan,nan,nan,
train_001868,train,Nokia N900 / A,nan,nan,nan,
train_001869,train,Canon 5DMarkII / D65,nan,nan,nan,
train_001870,train,SONY NEX-5N / D65,nan,nan,nan,
train_001871,train,SONY NEX-5N / FL2,nan,nan,nan,
train_001872,train,Canon 60D / FL2,nan,nan,nan,
train_001873,train,Canon 40D / D65,nan,nan,nan,
train_001874,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_001875,train,Canon 50D / A,nan,nan,nan,
train_001876,train,Nikon D3 / FL2,nan,nan,nan,
train_001877,train,Nikon D200 / D65,nan,nan,nan,
train_001878,train,Canon 500D / A,nan,nan,nan,
train_001879,train,Phase One / FL2,nan,nan,nan,
train_001880,train,Nikon D90 / A,nan,nan,nan,
train_001881,train,Nikon D3 / D65,nan,nan,nan,
