scope,method,variable_a,variable_b,correlation,n
overall,spearman,brightness_apex_pred,ExposureTime,-0.6464651348808015,522
overall,spearman,brightness_apex_pred,FNumber,0.013272171856320653,522
overall,spearman,brightness_apex_pred,ISOSpeedRatings,-0.8418284938442684,522
overall,spearman,brightness_apex_pred,BrightnessValue,0.4616969544277067,522
overall,spearman,brightness_apex_pred,log2_exposure_time,-0.6464651348808015,522
overall,spearman,brightness_apex_pred,log2_iso_gain,-0.8418284938442684,522
overall,spearman,brightness_apex_pred,aperture_value_from_f,0.013272171856320653,522
overall,spearman,brightness_apex_pred,time_value_from_t,0.6464651348808015,522
overall,spearman,brightness_apex_pred,EV100,0.6296847422084569,522
overall,spearman,brightness_apex_pred,relative_optical_exposure,-0.6296847422084569,522
overall,spearman,brightness_apex_pred,combined_exposure_gain,-0.9999863687758573,522
overall,spearman,brightness_apex_pred,sensitivity_value,-0.8418284938442684,522
overall,spearman,brightness_apex_pred,brightness_apex_pred,1.0,522
overall,spearman,brightness_apex_pred,brightness_residual,-0.04290585526748853,522
overall,spearman,brightness_apex_pred,device_centered_brightness,0.9631056228091343,522
overall,spearman,brightness_residual,ExposureTime,0.5275866045858784,522
overall,spearman,brightness_residual,FNumber,-0.8457452695696858,522
overall,spearman,brightness_residual,ISOSpeedRatings,-0.25818955583823355,522
overall,spearman,brightness_residual,BrightnessValue,0.773116378844326,522
overall,spearman,brightness_residual,log2_exposure_time,0.5275866045858784,522
overall,spearman,brightness_residual,log2_iso_gain,-0.25818955583823355,522
overall,spearman,brightness_residual,aperture_value_from_f,-0.8457452695696858,522
overall,spearman,brightness_residual,time_value_from_t,-0.5275866045858784,522
overall,spearman,brightness_residual,EV100,-0.5790356845832613,522
overall,spearman,brightness_residual,relative_optical_exposure,0.5790356845832613,522
overall,spearman,brightness_residual,combined_exposure_gain,0.042758592391576894,522
overall,spearman,brightness_residual,sensitivity_value,-0.25818955583823355,522
overall,spearman,brightness_residual,brightness_apex_pred,-0.04290585526748853,522
overall,spearman,brightness_residual,brightness_residual,1.0,522
overall,spearman,brightness_residual,device_centered_brightness,0.0762022660615973,522
overall,spearman,device_centered_brightness,ExposureTime,-0.5966466466902026,522
overall,spearman,device_centered_brightness,FNumber,-0.032185365655079845,522
overall,spearman,device_centered_brightness,ISOSpeedRatings,-0.8348071041574219,522
overall,spearman,device_centered_brightness,BrightnessValue,0.517532425509989,522
overall,spearman,device_centered_brightness,log2_exposure_time,-0.5966466466902026,522
overall,spearman,device_centered_brightness,log2_iso_gain,-0.8348071041574219,522
overall,spearman,device_centered_brightness,aperture_value_from_f,-0.032185365655079845,522
overall,spearman,device_centered_brightness,time_value_from_t,0.5966466466902026,522
overall,spearman,device_centered_brightness,EV100,0.5788964695319545,522
overall,spearman,device_centered_brightness,relative_optical_exposure,-0.5788964695319545,522
overall,spearman,device_centered_brightness,combined_exposure_gain,-0.9632081816159086,522
overall,spearman,device_centered_brightness,sensitivity_value,-0.8348071041574219,522
overall,spearman,device_centered_brightness,brightness_apex_pred,0.9631056228091343,522
overall,spearman,device_centered_brightness,brightness_residual,0.0762022660615973,522
overall,spearman,device_centered_brightness,device_centered_brightness,1.0,522
HONOR/BVL-AN00,pearson,ExposureTime,ExposureTime,1.0,283
HONOR/BVL-AN00,pearson,ExposureTime,FNumber,0.4512481161699688,283
HONOR/BVL-AN00,pearson,ExposureTime,ISOSpeedRatings,0.29880458635719026,283
HONOR/BVL-AN00,pearson,ExposureTime,BrightnessValue,-0.7428652882152365,283
HONOR/BVL-AN00,pearson,ExposureTime,log2_exposure_time,0.9515785900948536,283
HONOR/BVL-AN00,pearson,ExposureTime,log2_iso_gain,0.38991939904436784,283
HONOR/BVL-AN00,pearson,ExposureTime,aperture_value_from_f,0.45124811616996985,283
HONOR/BVL-AN00,pearson,ExposureTime,time_value_from_t,-0.9515785900948536,283
HONOR/BVL-AN00,pearson,ExposureTime,EV100,-0.9454560972899997,283
HONOR/BVL-AN00,pearson,ExposureTime,relative_optical_exposure,0.9454560972899997,283
HONOR/BVL-AN00,pearson,ExposureTime,combined_exposure_gain,0.7527014237872942,283
HONOR/BVL-AN00,pearson,ExposureTime,sensitivity_value,0.3899193990443678,283
HONOR/BVL-AN00,pearson,ExposureTime,brightness_apex_pred,-0.7527014237872945,283
HONOR/BVL-AN00,pearson,ExposureTime,brightness_residual,-0.08301111527337886,283
HONOR/BVL-AN00,pearson,ExposureTime,device_centered_brightness,-0.7428652882152357,283
HONOR/BVL-AN00,pearson,FNumber,ExposureTime,0.4512481161699688,283
HONOR/BVL-AN00,pearson,FNumber,FNumber,1.0,283
HONOR/BVL-AN00,pearson,FNumber,ISOSpeedRatings,-0.046983301972916496,283
HONOR/BVL-AN00,pearson,FNumber,BrightnessValue,-0.13849982450390896,283
HONOR/BVL-AN00,pearson,FNumber,log2_exposure_time,0.32826704489224673,283
HONOR/BVL-AN00,pearson,FNumber,log2_iso_gain,-0.002259256574355406,283
HONOR/BVL-AN00,pearson,FNumber,aperture_value_from_f,0.9999999999999999,283
HONOR/BVL-AN00,pearson,FNumber,time_value_from_t,-0.32826704489224673,283
HONOR/BVL-AN00,pearson,FNumber,EV100,-0.2929297344499667,283
HONOR/BVL-AN00,pearson,FNumber,relative_optical_exposure,0.2929297344499667,283
HONOR/BVL-AN00,pearson,FNumber,combined_exposure_gain,0.14499947789800535,283
HONOR/BVL-AN00,pearson,FNumber,sensitivity_value,-0.002259256574355515,283
HONOR/BVL-AN00,pearson,FNumber,brightness_apex_pred,-0.14499947789800538,283
HONOR/BVL-AN00,pearson,FNumber,brightness_residual,0.005140303905386879,283
HONOR/BVL-AN00,pearson,FNumber,device_centered_brightness,-0.13849982450390905,283
HONOR/BVL-AN00,pearson,ISOSpeedRatings,ExposureTime,0.29880458635719026,283
HONOR/BVL-AN00,pearson,ISOSpeedRatings,FNumber,-0.046983301972916496,283
HONOR/BVL-AN00,pearson,ISOSpeedRatings,ISOSpeedRatings,1.0,283
HONOR/BVL-AN00,pearson,ISOSpeedRatings,BrightnessValue,-0.7389082742008375,283
HONOR/BVL-AN00,pearson,ISOSpeedRatings,log2_exposure_time,0.2130043934206183,283
HONOR/BVL-AN00,pearson,ISOSpeedRatings,log2_iso_gain,0.9031415704393957,283
HONOR/BVL-AN00,pearson,ISOSpeedRatings,aperture_value_from_f,-0.04698330197291347,283
HONOR/BVL-AN00,pearson,ISOSpeedRatings,time_value_from_t,-0.2130043934206183,283
HONOR/BVL-AN00,pearson,ISOSpeedRatings,EV100,-0.21745753566825085,283
HONOR/BVL-AN00,pearson,ISOSpeedRatings,relative_optical_exposure,0.21745753566825085,283
HONOR/BVL-AN00,pearson,ISOSpeedRatings,combined_exposure_gain,0.7561738940506578,283
HONOR/BVL-AN00,pearson,ISOSpeedRatings,sensitivity_value,0.9031415704393959,283
HONOR/BVL-AN00,pearson,ISOSpeedRatings,brightness_apex_pred,-0.7561738940506579,283
HONOR/BVL-AN00,pearson,ISOSpeedRatings,brightness_residual,-0.04950858801161564,283
HONOR/BVL-AN00,pearson,ISOSpeedRatings,device_centered_brightness,-0.7389082742008382,283
HONOR/BVL-AN00,pearson,BrightnessValue,ExposureTime,-0.7428652882152365,283
HONOR/BVL-AN00,pearson,BrightnessValue,FNumber,-0.13849982450390896,283
HONOR/BVL-AN00,pearson,BrightnessValue,ISOSpeedRatings,-0.7389082742008375,283
HONOR/BVL-AN00,pearson,BrightnessValue,BrightnessValue,1.0,283
HONOR/BVL-AN00,pearson,BrightnessValue,log2_exposure_time,-0.7249163319074285,283
HONOR/BVL-AN00,pearson,BrightnessValue,log2_iso_gain,-0.8531640972772365,283
HONOR/BVL-AN00,pearson,BrightnessValue,aperture_value_from_f,-0.13849982450391174,283
HONOR/BVL-AN00,pearson,BrightnessValue,time_value_from_t,0.7249163319074285,283
HONOR/BVL-AN00,pearson,BrightnessValue,EV100,0.7283294639644583,283
HONOR/BVL-AN00,pearson,BrightnessValue,relative_optical_exposure,-0.7283294639644583,283
HONOR/BVL-AN00,pearson,BrightnessValue,combined_exposure_gain,-0.9760567541651363,283
HONOR/BVL-AN00,pearson,BrightnessValue,sensitivity_value,-0.8531640972772366,283
HONOR/BVL-AN00,pearson,BrightnessValue,brightness_apex_pred,0.9760567541651367,283
HONOR/BVL-AN00,pearson,BrightnessValue,brightness_residual,0.2760505581855252,283
HONOR/BVL-AN00,pearson,BrightnessValue,device_centered_brightness,1.0000000000000004,283
HONOR/BVL-AN00,pearson,log2_exposure_time,ExposureTime,0.9515785900948536,283
HONOR/BVL-AN00,pearson,log2_exposure_time,FNumber,0.32826704489224673,283
HONOR/BVL-AN00,pearson,log2_exposure_time,ISOSpeedRatings,0.2130043934206183,283
HONOR/BVL-AN00,pearson,log2_exposure_time,BrightnessValue,-0.7249163319074285,283
HONOR/BVL-AN00,pearson,log2_exposure_time,log2_exposure_time,1.0,283
HONOR/BVL-AN00,pearson,log2_exposure_time,log2_iso_gain,0.3244934636535255,283
HONOR/BVL-AN00,pearson,log2_exposure_time,aperture_value_from_f,0.3282670448922484,283
HONOR/BVL-AN00,pearson,log2_exposure_time,time_value_from_t,-1.0,283
HONOR/BVL-AN00,pearson,log2_exposure_time,EV100,-0.9993089474203009,283
HONOR/BVL-AN00,pearson,log2_exposure_time,relative_optical_exposure,0.9993089474203009,283
HONOR/BVL-AN00,pearson,log2_exposure_time,combined_exposure_gain,0.7327618120605691,283
HONOR/BVL-AN00,pearson,log2_exposure_time,sensitivity_value,0.32449346365352566,283
HONOR/BVL-AN00,pearson,log2_exposure_time,brightness_apex_pred,-0.7327618120605698,283
HONOR/BVL-AN00,pearson,log2_exposure_time,brightness_residual,-0.08875142623298678,283
HONOR/BVL-AN00,pearson,log2_exposure_time,device_centered_brightness,-0.7249163319074284,283
HONOR/BVL-AN00,pearson,log2_iso_gain,ExposureTime,0.38991939904436784,283
HONOR/BVL-AN00,pearson,log2_iso_gain,FNumber,-0.002259256574355406,283
HONOR/BVL-AN00,pearson,log2_iso_gain,ISOSpeedRatings,0.9031415704393957,283
HONOR/BVL-AN00,pearson,log2_iso_gain,BrightnessValue,-0.8531640972772365,283
HONOR/BVL-AN00,pearson,log2_iso_gain,log2_exposure_time,0.3244934636535255,283
HONOR/BVL-AN00,pearson,log2_iso_gain,log2_iso_gain,1.0,283
HONOR/BVL-AN00,pearson,log2_iso_gain,aperture_value_from_f,-0.0022592565743527063,283
HONOR/BVL-AN00,pearson,log2_iso_gain,time_value_from_t,-0.3244934636535254,283
HONOR/BVL-AN00,pearson,log2_iso_gain,EV100,-0.3285498014184192,283
HONOR/BVL-AN00,pearson,log2_iso_gain,relative_optical_exposure,0.3285498014184192,283
HONOR/BVL-AN00,pearson,log2_iso_gain,combined_exposure_gain,0.8812021309713516,283
HONOR/BVL-AN00,pearson,log2_iso_gain,sensitivity_value,1.0000000000000002,283
HONOR/BVL-AN00,pearson,log2_iso_gain,brightness_apex_pred,-0.8812021309713518,283
HONOR/BVL-AN00,pearson,log2_iso_gain,brightness_residual,-0.021360547443441725,283
HONOR/BVL-AN00,pearson,log2_iso_gain,device_centered_brightness,-0.853164097277236,283
HONOR/BVL-AN00,pearson,aperture_value_from_f,ExposureTime,0.45124811616996985,283
HONOR/BVL-AN00,pearson,aperture_value_from_f,FNumber,0.9999999999999999,283
HONOR/BVL-AN00,pearson,aperture_value_from_f,ISOSpeedRatings,-0.04698330197291347,283
HONOR/BVL-AN00,pearson,aperture_value_from_f,BrightnessValue,-0.13849982450391174,283
HONOR/BVL-AN00,pearson,aperture_value_from_f,log2_exposure_time,0.3282670448922484,283
HONOR/BVL-AN00,pearson,aperture_value_from_f,log2_iso_gain,-0.0022592565743527063,283
HONOR/BVL-AN00,pearson,aperture_value_from_f,aperture_value_from_f,1.0,283
HONOR/BVL-AN00,pearson,aperture_value_from_f,time_value_from_t,-0.32826704489224817,283
HONOR/BVL-AN00,pearson,aperture_value_from_f,EV100,-0.2929297344499684,283
HONOR/BVL-AN00,pearson,aperture_value_from_f,relative_optical_exposure,0.2929297344499684,283
HONOR/BVL-AN00,pearson,aperture_value_from_f,combined_exposure_gain,0.14499947789800804,283
HONOR/BVL-AN00,pearson,aperture_value_from_f,sensitivity_value,-0.0022592565743528655,283
HONOR/BVL-AN00,pearson,aperture_value_from_f,brightness_apex_pred,-0.14499947789800813,283
HONOR/BVL-AN00,pearson,aperture_value_from_f,brightness_residual,0.005140303905386944,283
HONOR/BVL-AN00,pearson,aperture_value_from_f,device_centered_brightness,-0.13849982450391168,283
HONOR/BVL-AN00,pearson,time_value_from_t,ExposureTime,-0.9515785900948536,283
HONOR/BVL-AN00,pearson,time_value_from_t,FNumber,-0.32826704489224673,283
HONOR/BVL-AN00,pearson,time_value_from_t,ISOSpeedRatings,-0.2130043934206183,283
HONOR/BVL-AN00,pearson,time_value_from_t,BrightnessValue,0.7249163319074285,283
HONOR/BVL-AN00,pearson,time_value_from_t,log2_exposure_time,-1.0,283
HONOR/BVL-AN00,pearson,time_value_from_t,log2_iso_gain,-0.3244934636535254,283
HONOR/BVL-AN00,pearson,time_value_from_t,aperture_value_from_f,-0.32826704489224817,283
HONOR/BVL-AN00,pearson,time_value_from_t,time_value_from_t,1.0,283
HONOR/BVL-AN00,pearson,time_value_from_t,EV100,0.9993089474203009,283
HONOR/BVL-AN00,pearson,time_value_from_t,relative_optical_exposure,-0.9993089474203009,283
HONOR/BVL-AN00,pearson,time_value_from_t,combined_exposure_gain,-0.7327618120605691,283
HONOR/BVL-AN00,pearson,time_value_from_t,sensitivity_value,-0.32449346365352566,283
HONOR/BVL-AN00,pearson,time_value_from_t,brightness_apex_pred,0.7327618120605698,283
HONOR/BVL-AN00,pearson,time_value_from_t,brightness_residual,0.08875142623298678,283
HONOR/BVL-AN00,pearson,time_value_from_t,device_centered_brightness,0.7249163319074284,283
HONOR/BVL-AN00,pearson,EV100,ExposureTime,-0.9454560972899997,283
HONOR/BVL-AN00,pearson,EV100,FNumber,-0.2929297344499667,283
HONOR/BVL-AN00,pearson,EV100,ISOSpeedRatings,-0.21745753566825085,283
HONOR/BVL-AN00,pearson,EV100,BrightnessValue,0.7283294639644583,283
HONOR/BVL-AN00,pearson,EV100,log2_exposure_time,-0.9993089474203009,283
HONOR/BVL-AN00,pearson,EV100,log2_iso_gain,-0.3285498014184192,283
HONOR/BVL-AN00,pearson,EV100,aperture_value_from_f,-0.2929297344499684,283
HONOR/BVL-AN00,pearson,EV100,time_value_from_t,0.9993089474203009,283
HONOR/BVL-AN00,pearson,EV100,EV100,1.0,283
HONOR/BVL-AN00,pearson,EV100,relative_optical_exposure,-1.0,283
HONOR/BVL-AN00,pearson,EV100,combined_exposure_gain,-0.7360151001400146,283
HONOR/BVL-AN00,pearson,EV100,sensitivity_value,-0.328549801418419,283
HONOR/BVL-AN00,pearson,EV100,brightness_apex_pred,0.7360151001400145,283
HONOR/BVL-AN00,pearson,EV100,brightness_residual,0.09003882505829543,283
HONOR/BVL-AN00,pearson,EV100,device_centered_brightness,0.7283294639644584,283
HONOR/BVL-AN00,pearson,relative_optical_exposure,ExposureTime,0.9454560972899997,283
HONOR/BVL-AN00,pearson,relative_optical_exposure,FNumber,0.2929297344499667,283
HONOR/BVL-AN00,pearson,relative_optical_exposure,ISOSpeedRatings,0.21745753566825085,283
HONOR/BVL-AN00,pearson,relative_optical_exposure,BrightnessValue,-0.7283294639644583,283
HONOR/BVL-AN00,pearson,relative_optical_exposure,log2_exposure_time,0.9993089474203009,283
HONOR/BVL-AN00,pearson,relative_optical_exposure,log2_iso_gain,0.3285498014184192,283
HONOR/BVL-AN00,pearson,relative_optical_exposure,aperture_value_from_f,0.2929297344499684,283
HONOR/BVL-AN00,pearson,relative_optical_exposure,time_value_from_t,-0.9993089474203009,283
HONOR/BVL-AN00,pearson,relative_optical_exposure,EV100,-1.0,283
HONOR/BVL-AN00,pearson,relative_optical_exposure,relative_optical_exposure,1.0,283
HONOR/BVL-AN00,pearson,relative_optical_exposure,combined_exposure_gain,0.7360151001400146,283
HONOR/BVL-AN00,pearson,relative_optical_exposure,sensitivity_value,0.328549801418419,283
HONOR/BVL-AN00,pearson,relative_optical_exposure,brightness_apex_pred,-0.7360151001400145,283
HONOR/BVL-AN00,pearson,relative_optical_exposure,brightness_residual,-0.09003882505829543,283
HONOR/BVL-AN00,pearson,relative_optical_exposure,device_centered_brightness,-0.7283294639644584,283
HONOR/BVL-AN00,pearson,combined_exposure_gain,ExposureTime,0.7527014237872942,283
HONOR/BVL-AN00,pearson,combined_exposure_gain,FNumber,0.14499947789800535,283
HONOR/BVL-AN00,pearson,combined_exposure_gain,ISOSpeedRatings,0.7561738940506578,283
HONOR/BVL-AN00,pearson,combined_exposure_gain,BrightnessValue,-0.9760567541651363,283
HONOR/BVL-AN00,pearson,combined_exposure_gain,log2_exposure_time,0.7327618120605691,283
HONOR/BVL-AN00,pearson,combined_exposure_gain,log2_iso_gain,0.8812021309713516,283
HONOR/BVL-AN00,pearson,combined_exposure_gain,aperture_value_from_f,0.14499947789800804,283
HONOR/BVL-AN00,pearson,combined_exposure_gain,time_value_from_t,-0.7327618120605691,283
HONOR/BVL-AN00,pearson,combined_exposure_gain,EV100,-0.7360151001400146,283
HONOR/BVL-AN00,pearson,combined_exposure_gain,relative_optical_exposure,0.7360151001400146,283
HONOR/BVL-AN00,pearson,combined_exposure_gain,combined_exposure_gain,1.0,283
HONOR/BVL-AN00,pearson,combined_exposure_gain,sensitivity_value,0.8812021309713518,283
HONOR/BVL-AN00,pearson,combined_exposure_gain,brightness_apex_pred,-1.0000000000000002,283
HONOR/BVL-AN00,pearson,combined_exposure_gain,brightness_residual,-0.0603770005143202,283
HONOR/BVL-AN00,pearson,combined_exposure_gain,device_centered_brightness,-0.976056754165136,283
HONOR/BVL-AN00,pearson,sensitivity_value,ExposureTime,0.3899193990443678,283
HONOR/BVL-AN00,pearson,sensitivity_value,FNumber,-0.002259256574355515,283
HONOR/BVL-AN00,pearson,sensitivity_value,ISOSpeedRatings,0.9031415704393959,283
HONOR/BVL-AN00,pearson,sensitivity_value,BrightnessValue,-0.8531640972772366,283
HONOR/BVL-AN00,pearson,sensitivity_value,log2_exposure_time,0.32449346365352566,283
HONOR/BVL-AN00,pearson,sensitivity_value,log2_iso_gain,1.0000000000000002,283
HONOR/BVL-AN00,pearson,sensitivity_value,aperture_value_from_f,-0.0022592565743528655,283
HONOR/BVL-AN00,pearson,sensitivity_value,time_value_from_t,-0.32449346365352566,283
HONOR/BVL-AN00,pearson,sensitivity_value,EV100,-0.328549801418419,283
HONOR/BVL-AN00,pearson,sensitivity_value,relative_optical_exposure,0.328549801418419,283
HONOR/BVL-AN00,pearson,sensitivity_value,combined_exposure_gain,0.8812021309713518,283
HONOR/BVL-AN00,pearson,sensitivity_value,sensitivity_value,1.0,283
HONOR/BVL-AN00,pearson,sensitivity_value,brightness_apex_pred,-0.8812021309713521,283
HONOR/BVL-AN00,pearson,sensitivity_value,brightness_residual,-0.021360547443441708,283
HONOR/BVL-AN00,pearson,sensitivity_value,device_centered_brightness,-0.8531640972772363,283
HONOR/BVL-AN00,pearson,brightness_apex_pred,ExposureTime,-0.7527014237872945,283
HONOR/BVL-AN00,pearson,brightness_apex_pred,FNumber,-0.14499947789800538,283
HONOR/BVL-AN00,pearson,brightness_apex_pred,ISOSpeedRatings,-0.7561738940506579,283
HONOR/BVL-AN00,pearson,brightness_apex_pred,BrightnessValue,0.9760567541651367,283
HONOR/BVL-AN00,pearson,brightness_apex_pred,log2_exposure_time,-0.7327618120605698,283
HONOR/BVL-AN00,pearson,brightness_apex_pred,log2_iso_gain,-0.8812021309713518,283
HONOR/BVL-AN00,pearson,brightness_apex_pred,aperture_value_from_f,-0.14499947789800813,283
HONOR/BVL-AN00,pearson,brightness_apex_pred,time_value_from_t,0.7327618120605698,283
HONOR/BVL-AN00,pearson,brightness_apex_pred,EV100,0.7360151001400145,283
HONOR/BVL-AN00,pearson,brightness_apex_pred,relative_optical_exposure,-0.7360151001400145,283
HONOR/BVL-AN00,pearson,brightness_apex_pred,combined_exposure_gain,-1.0000000000000002,283
HONOR/BVL-AN00,pearson,brightness_apex_pred,sensitivity_value,-0.8812021309713521,283
HONOR/BVL-AN00,pearson,brightness_apex_pred,brightness_apex_pred,1.0,283
HONOR/BVL-AN00,pearson,brightness_apex_pred,brightness_residual,0.060377000514320225,283
HONOR/BVL-AN00,pearson,brightness_apex_pred,device_centered_brightness,0.9760567541651366,283
HONOR/BVL-AN00,pearson,brightness_residual,ExposureTime,-0.08301111527337886,283
HONOR/BVL-AN00,pearson,brightness_residual,FNumber,0.005140303905386879,283
HONOR/BVL-AN00,pearson,brightness_residual,ISOSpeedRatings,-0.04950858801161564,283
HONOR/BVL-AN00,pearson,brightness_residual,BrightnessValue,0.2760505581855252,283
HONOR/BVL-AN00,pearson,brightness_residual,log2_exposure_time,-0.08875142623298678,283
HONOR/BVL-AN00,pearson,brightness_residual,log2_iso_gain,-0.021360547443441725,283
HONOR/BVL-AN00,pearson,brightness_residual,aperture_value_from_f,0.005140303905386944,283
HONOR/BVL-AN00,pearson,brightness_residual,time_value_from_t,0.08875142623298678,283
HONOR/BVL-AN00,pearson,brightness_residual,EV100,0.09003882505829543,283
HONOR/BVL-AN00,pearson,brightness_residual,relative_optical_exposure,-0.09003882505829543,283
HONOR/BVL-AN00,pearson,brightness_residual,combined_exposure_gain,-0.0603770005143202,283
HONOR/BVL-AN00,pearson,brightness_residual,sensitivity_value,-0.021360547443441708,283
HONOR/BVL-AN00,pearson,brightness_residual,brightness_apex_pred,0.060377000514320225,283
HONOR/BVL-AN00,pearson,brightness_residual,brightness_residual,1.0,283
HONOR/BVL-AN00,pearson,brightness_residual,device_centered_brightness,0.27605055818552465,283
HONOR/BVL-AN00,pearson,device_centered_brightness,ExposureTime,-0.7428652882152357,283
HONOR/BVL-AN00,pearson,device_centered_brightness,FNumber,-0.13849982450390905,283
HONOR/BVL-AN00,pearson,device_centered_brightness,ISOSpeedRatings,-0.7389082742008382,283
HONOR/BVL-AN00,pearson,device_centered_brightness,BrightnessValue,1.0000000000000004,283
HONOR/BVL-AN00,pearson,device_centered_brightness,log2_exposure_time,-0.7249163319074284,283
HONOR/BVL-AN00,pearson,device_centered_brightness,log2_iso_gain,-0.853164097277236,283
HONOR/BVL-AN00,pearson,device_centered_brightness,aperture_value_from_f,-0.13849982450391168,283
HONOR/BVL-AN00,pearson,device_centered_brightness,time_value_from_t,0.7249163319074284,283
HONOR/BVL-AN00,pearson,device_centered_brightness,EV100,0.7283294639644584,283
HONOR/BVL-AN00,pearson,device_centered_brightness,relative_optical_exposure,-0.7283294639644584,283
HONOR/BVL-AN00,pearson,device_centered_brightness,combined_exposure_gain,-0.976056754165136,283
HONOR/BVL-AN00,pearson,device_centered_brightness,sensitivity_value,-0.8531640972772363,283
HONOR/BVL-AN00,pearson,device_centered_brightness,brightness_apex_pred,0.9760567541651366,283
HONOR/BVL-AN00,pearson,device_centered_brightness,brightness_residual,0.27605055818552465,283
HONOR/BVL-AN00,pearson,device_centered_brightness,device_centered_brightness,1.0,283
HONOR/BVL-AN00,spearman,ExposureTime,ExposureTime,1.0,283
HONOR/BVL-AN00,spearman,ExposureTime,FNumber,0.3226483283941176,283
HONOR/BVL-AN00,spearman,ExposureTime,ISOSpeedRatings,0.4185309045550502,283
HONOR/BVL-AN00,spearman,ExposureTime,BrightnessValue,-0.7840222193572738,283
HONOR/BVL-AN00,spearman,ExposureTime,log2_exposure_time,1.0,283
HONOR/BVL-AN00,spearman,ExposureTime,log2_iso_gain,0.4185309045550502,283
HONOR/BVL-AN00,spearman,ExposureTime,aperture_value_from_f,0.3226483283941176,283
HONOR/BVL-AN00,spearman,ExposureTime,time_value_from_t,-1.0,283
HONOR/BVL-AN00,spearman,ExposureTime,EV100,-0.9981473619185939,283
HONOR/BVL-AN00,spearman,ExposureTime,relative_optical_exposure,0.9981473619185939,283
HONOR/BVL-AN00,spearman,ExposureTime,combined_exposure_gain,0.7840871485825989,283
HONOR/BVL-AN00,spearman,ExposureTime,sensitivity_value,0.4185309045550502,283
HONOR/BVL-AN00,spearman,ExposureTime,brightness_apex_pred,-0.7840312811736757,283
HONOR/BVL-AN00,spearman,ExposureTime,brightness_residual,0.018974297510180538,283
HONOR/BVL-AN00,spearman,ExposureTime,device_centered_brightness,-0.7840222193572738,283
HONOR/BVL-AN00,spearman,FNumber,ExposureTime,0.3226483283941176,283
HONOR/BVL-AN00,spearman,FNumber,FNumber,1.0,283
HONOR/BVL-AN00,spearman,FNumber,ISOSpeedRatings,-0.018231062569586055,283
HONOR/BVL-AN00,spearman,FNumber,BrightnessValue,-0.142422175811283,283
HONOR/BVL-AN00,spearman,FNumber,log2_exposure_time,0.3226483283941176,283
HONOR/BVL-AN00,spearman,FNumber,log2_iso_gain,-0.018231062569586055,283
HONOR/BVL-AN00,spearman,FNumber,aperture_value_from_f,1.0,283
HONOR/BVL-AN00,spearman,FNumber,time_value_from_t,-0.3226483283941176,283
HONOR/BVL-AN00,spearman,FNumber,EV100,-0.285852613551664,283
HONOR/BVL-AN00,spearman,FNumber,relative_optical_exposure,0.285852613551664,283
HONOR/BVL-AN00,spearman,FNumber,combined_exposure_gain,0.14917171396509926,283
HONOR/BVL-AN00,spearman,FNumber,sensitivity_value,-0.018231062569586055,283
HONOR/BVL-AN00,spearman,FNumber,brightness_apex_pred,-0.1491723871377528,283
HONOR/BVL-AN00,spearman,FNumber,brightness_residual,0.09702527821479433,283
HONOR/BVL-AN00,spearman,FNumber,device_centered_brightness,-0.142422175811283,283
HONOR/BVL-AN00,spearman,ISOSpeedRatings,ExposureTime,0.4185309045550502,283
HONOR/BVL-AN00,spearman,ISOSpeedRatings,FNumber,-0.018231062569586055,283
HONOR/BVL-AN00,spearman,ISOSpeedRatings,ISOSpeedRatings,1.0,283
HONOR/BVL-AN00,spearman,ISOSpeedRatings,BrightnessValue,-0.8644634538443312,283
HONOR/BVL-AN00,spearman,ISOSpeedRatings,log2_exposure_time,0.4185309045550502,283
HONOR/BVL-AN00,spearman,ISOSpeedRatings,log2_iso_gain,1.0,283
HONOR/BVL-AN00,spearman,ISOSpeedRatings,aperture_value_from_f,-0.018231062569586055,283
HONOR/BVL-AN00,spearman,ISOSpeedRatings,time_value_from_t,-0.4185309045550502,283
HONOR/BVL-AN00,spearman,ISOSpeedRatings,EV100,-0.42863037073323945,283
HONOR/BVL-AN00,spearman,ISOSpeedRatings,relative_optical_exposure,0.42863037073323945,283
HONOR/BVL-AN00,spearman,ISOSpeedRatings,combined_exposure_gain,0.8749449327941174,283
HONOR/BVL-AN00,spearman,ISOSpeedRatings,sensitivity_value,1.0,283
HONOR/BVL-AN00,spearman,ISOSpeedRatings,brightness_apex_pred,-0.875104222478326,283
HONOR/BVL-AN00,spearman,ISOSpeedRatings,brightness_residual,0.12509353570621676,283
HONOR/BVL-AN00,spearman,ISOSpeedRatings,device_centered_brightness,-0.8644634538443312,283
HONOR/BVL-AN00,spearman,BrightnessValue,ExposureTime,-0.7840222193572738,283
HONOR/BVL-AN00,spearman,BrightnessValue,FNumber,-0.142422175811283,283
HONOR/BVL-AN00,spearman,BrightnessValue,ISOSpeedRatings,-0.8644634538443312,283
HONOR/BVL-AN00,spearman,BrightnessValue,BrightnessValue,1.0,283
HONOR/BVL-AN00,spearman,BrightnessValue,log2_exposure_time,-0.7840222193572738,283
HONOR/BVL-AN00,spearman,BrightnessValue,log2_iso_gain,-0.8644634538443312,283
HONOR/BVL-AN00,spearman,BrightnessValue,aperture_value_from_f,-0.142422175811283,283
HONOR/BVL-AN00,spearman,BrightnessValue,time_value_from_t,0.7840222193572738,283
