subject_id,capture_id,roi,profiled_parameter,fixed_u,fixed_value,logrmse,success,grid_kind,conditional_theta
p015,p015_neutral_front,left_cheek,s,0.3,0.3,0.14042603124098008,True,base_or_optimum,"[0.027655248877503737,0.055328527105381865,0.3]"
p015,p015_neutral_front,left_cheek,s,0.32,0.32,0.13971274188254215,True,base_or_optimum,"[0.02742567673588603,0.05641898576329934,0.32]"
p015,p015_neutral_front,left_cheek,s,0.34,0.34,0.13901004330836264,True,base_or_optimum,"[0.02719864584954894,0.05752761775499256,0.34]"
p015,p015_neutral_front,left_cheek,s,0.36,0.36,0.13831954313749706,True,base_or_optimum,"[0.0269743918525559,0.058654326141653584,0.36]"
p015,p015_neutral_front,left_cheek,s,0.38,0.38,0.13764298942714454,True,base_or_optimum,"[0.026753227043498917,0.05979874466855342,0.38]"
p015,p015_neutral_front,left_cheek,s,0.4,0.4,0.13698228330525758,True,base_or_optimum,"[0.026535447500571085,0.06096053936078699,0.4]"
p015,p015_neutral_front,left_cheek,s,0.42,0.42,0.13633949268241072,True,base_or_optimum,"[0.026321413114906843,0.062139128993423956,0.42]"
p015,p015_neutral_front,left_cheek,s,0.43,0.43,0.13602551113975375,True,refinement_delta_0p005,"[0.026215924981553642,0.06273448679855012,0.43]"
p015,p015_neutral_front,left_cheek,s,0.4325,0.4325,0.13594783776766486,True,refinement_delta_0p005,"[0.02618972214926434,0.06288393587995862,0.4325]"
p015,p015_neutral_front,left_cheek,s,0.43374999999999997,0.43374999999999997,0.1359091276540321,True,refinement_delta_0p005,"[0.02617664493966103,0.06295875675139044,0.43374999999999997]"
p015,p015_neutral_front,left_cheek,s,0.435,0.435,0.13587050272740975,True,refinement_delta_0p005,"[0.02616358532239098,0.06303363734718301,0.435]"
p015,p015_neutral_front,left_cheek,s,0.44,0.44,0.13571686709998437,True,base_or_optimum,"[0.02611152549637289,0.0633337450218839,0.44]"
p015,p015_neutral_front,left_cheek,s,0.46,0.46,0.13511685376123572,True,base_or_optimum,"[0.025906220970851455,0.06454344329634192,0.46]"
p015,p015_neutral_front,left_cheek,s,0.48,0.48,0.13454211477518035,True,base_or_optimum,"[0.025706044131030305,0.06576681208057117,0.48]"
p015,p015_neutral_front,left_cheek,s,0.5,0.5,0.13399554561800425,True,base_or_optimum,"[0.025511533617063185,0.06700237781935904,0.5]"
p015,p015_neutral_front,left_cheek,s,0.52,0.52,0.13348029477955187,True,base_or_optimum,"[0.02532335941158093,0.06824806051560434,0.52]"
p015,p015_neutral_front,left_cheek,s,0.54,0.54,0.13299978450956113,True,base_or_optimum,"[0.025142264991298558,0.06950136027731699,0.54]"
p015,p015_neutral_front,left_cheek,s,0.56,0.56,0.13255773250325326,True,base_or_optimum,"[0.024969106583343705,0.07075916363546049,0.56]"
p015,p015_neutral_front,left_cheek,s,0.58,0.58,0.13215817426119608,True,base_or_optimum,"[0.024804847668293706,0.07201772271195228,0.58]"
p015,p015_neutral_front,left_cheek,s,0.6,0.6,0.13180548571323816,True,base_or_optimum,"[0.024650673755463696,0.07327211814108985,0.6]"
p015,p015_neutral_front,left_cheek,s,0.62,0.62,0.13150440549668013,True,base_or_optimum,"[0.02450780917550098,0.07451696989138891,0.62]"
p015,p015_neutral_front,left_cheek,s,0.64,0.64,0.13126005600469007,True,base_or_optimum,"[0.02437782026321648,0.07574506923085332,0.64]"
p015,p015_neutral_front,left_cheek,s,0.66,0.66,0.1310779619487589,True,base_or_optimum,"[0.024262454101737878,0.07694797193609737,0.66]"
p015,p015_neutral_front,left_cheek,s,0.68,0.68,0.13096406467351654,True,base_or_optimum,"[0.024163690093220197,0.078115692658909,0.68]"
p015,p015_neutral_front,left_cheek,s,0.6999568983609801,0.6999568983609801,0.1309247295983763,True,base_or_optimum,"[0.024084047185782623,0.07923352406358514,0.6999568983609801]"
p015,p015_neutral_front,left_cheek,s,0.7000000000000001,0.7000000000000001,0.13092472978497757,True,base_or_optimum,"[0.02408390900309252,0.07923582259416169,0.7000000000000001]"
p015,p015_neutral_front,left_cheek,s,0.72,0.72,0.13096674475251602,True,base_or_optimum,"[0.02402585053083217,0.08029359127080793,0.72]"
p015,p015_neutral_front,left_cheek,s,0.74,0.74,0.131097301969462,True,base_or_optimum,"[0.02399270027121541,0.08127134062782752,0.74]"
p015,p015_neutral_front,left_cheek,s,0.76,0.76,0.13132396125854454,True,base_or_optimum,"[0.023988126825241592,0.08214823283488802,0.76]"
p015,p015_neutral_front,left_cheek,s,0.78,0.78,0.13165458397286606,True,base_or_optimum,"[0.024016431241004776,0.08289942392407233,0.78]"
p015,p015_neutral_front,left_cheek,s,0.8,0.8,0.1320972287299637,True,base_or_optimum,"[0.024082496641815818,0.08349626851953441,0.8]"
p015,p015_neutral_front,left_cheek,s,0.8200000000000001,0.8200000000000001,0.1326599966641894,True,base_or_optimum,"[0.02419189726798817,0.08390582113121077,0.8200000000000001]"
p015,p015_neutral_front,left_cheek,s,0.84,0.84,0.13335081241781047,True,base_or_optimum,"[0.024350873229736943,0.08409114805421952,0.84]"
p015,p015_neutral_front,left_cheek,s,0.86,0.86,0.13417712696537978,True,base_or_optimum,"[0.024566265480054635,0.0840120407084081,0.86]"
p015,p015_neutral_front,left_cheek,s,0.88,0.88,0.13514553151663963,True,base_or_optimum,"[0.024845275165031024,0.08362691203565566,0.88]"
p015,p015_neutral_front,left_cheek,s,0.89,0.89,0.13568472653914973,True,refinement_delta_0p005,"[0.02501095225659879,0.08330660880686433,0.89]"
p015,p015_neutral_front,left_cheek,s,0.8925000000000001,0.8925000000000001,0.13582534622682876,True,refinement_delta_0p005,"[0.02505524949024387,0.08321240427426965,0.8925000000000001]"
p015,p015_neutral_front,left_cheek,s,0.89375,0.89375,0.13589653396071044,True,refinement_delta_0p005,"[0.02507783924024008,0.0831631329106543,0.89375]"
p015,p015_neutral_front,left_cheek,s,0.895,0.895,0.1359683079726688,True,refinement_delta_0p005,"[0.025100724262368545,0.08311240983123751,0.895]"
p015,p015_neutral_front,left_cheek,s,0.9,0.9,0.13626128066375617,True,base_or_optimum,"[0.025195267214050198,0.08289473793944395,0.9]"
p015,p015_neutral_front,left_cheek,s,0.92,0.92,0.1375277403553411,True,base_or_optimum,"[0.025623080042201474,0.08177985632012356,0.92]"
p015,p015_neutral_front,left_cheek,s,0.9400000000000001,0.9400000000000001,0.1389458036508953,True,base_or_optimum,"[0.026134390303632238,0.08025655352658345,0.9400000000000001]"
p015,p015_neutral_front,left_cheek,s,0.96,0.96,0.14051335175098228,True,base_or_optimum,"[0.02673274269791103,0.07831516646876235,0.96]"
p015,p015_neutral_front,left_cheek,s,0.98,0.98,0.14222486932051176,True,base_or_optimum,"[0.02741906679958075,0.07596492312243933,0.98]"
p015,p015_neutral_front,left_cheek,s,1.0,1.0,0.14407133366641767,True,base_or_optimum,"[0.028190226327189503,0.07324070585289567,1.0]"
p015,p015_neutral_front,right_cheek,f_mel,0.0,0.0,0.5451975095440937,True,base_or_optimum,"[0.0,0.09999999999999996,4.031828767751647e-14]"
p015,p015_neutral_front,right_cheek,f_mel,0.02,0.0086,0.4661947707504542,True,base_or_optimum,"[0.0086,0.09999999999999999,4.300808333845832e-16]"
p015,p015_neutral_front,right_cheek,f_mel,0.04,0.0172,0.3938127199382499,True,base_or_optimum,"[0.0172,0.09999999999999999,6.346676260455603e-15]"
p015,p015_neutral_front,right_cheek,f_mel,0.06,0.0258,0.32972635483736434,True,base_or_optimum,"[0.0258,0.09999999999999998,5.239727096753743e-18]"
p015,p015_neutral_front,right_cheek,f_mel,0.08,0.0344,0.27680921655384727,True,base_or_optimum,"[0.0344,0.09999999999999999,1.6187428146946322e-15]"
p015,p015_neutral_front,right_cheek,f_mel,0.1,0.043000000000000003,0.23946535452483267,True,base_or_optimum,"[0.043000000000000003,0.09999999999999998,8.553511218162479e-16]"
p015,p015_neutral_front,right_cheek,f_mel,0.11,0.0473,0.22823837070286132,True,refinement_delta_0p005,"[0.0473,0.0999999999999999,7.310609349726103e-16]"
p015,p015_neutral_front,right_cheek,f_mel,0.11124999999999999,0.04783749999999999,0.22722381155400906,True,refinement_delta_0p005,"[0.04783749999999999,0.09999999999999981,3.502412390654149e-16]"
p015,p015_neutral_front,right_cheek,f_mel,0.11249999999999999,0.048374999999999994,0.22629794568311196,True,refinement_delta_0p005,"[0.048374999999999994,0.09999999999997976,4.070609842910539e-12]"
p015,p015_neutral_front,right_cheek,f_mel,0.11499999999999999,0.049449999999999994,0.22471401147601797,True,refinement_delta_0p005,"[0.049449999999999994,0.09999999999999998,1.7243351237750125e-14]"
p015,p015_neutral_front,right_cheek,f_mel,0.12,0.0516,0.22262387282904988,True,base_or_optimum,"[0.0516,0.09999999999969932,1.756572430917996e-12]"
p015,p015_neutral_front,right_cheek,f_mel,0.12480619860381646,0.05366666539964108,0.22196699437132417,True,base_or_optimum,"[0.05366666539964108,0.09999999999999998,2.0801474465998486e-14]"
p015,p015_neutral_front,right_cheek,f_mel,0.13240309930190824,0.056933332699820545,0.22356777720996684,True,refinement_delta_0p005,"[0.056933332699820545,0.09999999999999937,3.538597911130455e-16]"
p015,p015_neutral_front,right_cheek,f_mel,0.13620154965095413,0.05856666634991028,0.22552816454013014,True,refinement_delta_0p005,"[0.05856666634991028,0.09999999999999626,1.0564286669029178e-14]"
p015,p015_neutral_front,right_cheek,f_mel,0.13810077482547706,0.05938333317495514,0.22678386074956453,True,refinement_delta_0p005,"[0.05938333317495514,0.09999999999997322,8.487684703823189e-14]"
p015,p015_neutral_front,right_cheek,f_mel,0.14,0.060200000000000004,0.228216723899355,True,base_or_optimum,"[0.060200000000000004,0.09999999999986363,1.2351940768011786e-13]"
p015,p015_neutral_front,right_cheek,f_mel,0.16,0.0688,0.2514432981539517,True,base_or_optimum,"[0.0688,0.0863700337770168,4.8593405505357356e-20]"
p015,p015_neutral_front,right_cheek,f_mel,0.18,0.0774,0.2782728358454667,True,base_or_optimum,"[0.0774,0.05996824469419596,2.6740932934435508e-20]"
p015,p015_neutral_front,right_cheek,f_mel,0.2,0.08600000000000001,0.3056891436756959,True,base_or_optimum,"[0.08600000000000001,0.03963054550129929,6.354081132046411e-22]"
p015,p015_neutral_front,right_cheek,f_mel,0.22,0.0946,0.33334340240638044,True,base_or_optimum,"[0.0946,0.0242605271013496,3.6881538619815704e-22]"
p015,p015_neutral_front,right_cheek,f_mel,0.24,0.1032,0.3610593532643665,True,base_or_optimum,"[0.1032,0.012964952813696346,2.5169669114072554e-21]"
p015,p015_neutral_front,right_cheek,f_mel,0.26,0.1118,0.3887575785954234,True,base_or_optimum,"[0.1118,0.005024002640343073,2.586096203769679e-27]"
p015,p015_neutral_front,right_cheek,f_mel,0.28,0.12040000000000001,0.41576401336130797,True,base_or_optimum,"[0.12040000000000001,1.775735441471766e-16,7.133733270769937e-08]"
p015,p015_neutral_front,right_cheek,f_mel,0.3,0.129,0.44653649951561214,True,base_or_optimum,"[0.129,3.3641599439876712e-15,0.25532548001590205]"
p015,p015_neutral_front,right_cheek,f_mel,0.32,0.1376,0.48226215461152017,True,base_or_optimum,"[0.1376,6.231866039887857e-17,0.9999999999999999]"
p015,p015_neutral_front,right_cheek,f_mel,0.34,0.1462,0.5212592901367079,True,base_or_optimum,"[0.1462,3.185109803699493e-17,0.9999999999999999]"
p015,p015_neutral_front,right_cheek,f_mel,0.36,0.1548,0.5623017816422656,True,base_or_optimum,"[0.1548,1.9347899036068333e-17,0.9999999999999999]"
p015,p015_neutral_front,right_cheek,f_mel,0.38,0.1634,0.6045216244626608,True,base_or_optimum,"[0.1634,3.621502576060144e-17,0.9999999999999999]"
p015,p015_neutral_front,right_cheek,f_mel,0.4,0.17200000000000001,0.6473122437278779,True,base_or_optimum,"[0.17200000000000001,1.8619501573037307e-17,0.9999999999999999]"
p015,p015_neutral_front,right_cheek,f_mel,0.42,0.18059999999999998,0.6902516734525856,True,base_or_optimum,"[0.18059999999999998,1.6330736079649114e-18,0.9999999999999999]"
p015,p015_neutral_front,right_cheek,f_mel,0.44,0.1892,0.7330467278535321,True,base_or_optimum,"[0.1892,1.1680529252408006e-17,2.1949020079237158e-07]"
p015,p015_neutral_front,right_cheek,f_mel,0.46,0.1978,0.7754939488688656,True,base_or_optimum,"[0.1978,1.3549256690721924e-18,0.9999999999999999]"
p015,p015_neutral_front,right_cheek,f_mel,0.48,0.2064,0.8174526716936233,True,base_or_optimum,"[0.2064,7.206593849387063e-16,0.9999999999999984]"
p015,p015_neutral_front,right_cheek,f_mel,0.5,0.215,0.8588264816769285,True,base_or_optimum,"[0.215,2.5022039987236576e-17,0.9999999999999999]"
p015,p015_neutral_front,right_cheek,f_mel,0.52,0.2236,0.8995503893572971,True,base_or_optimum,"[0.2236,1.5989069458506332e-17,0.9999999999999999]"
p015,p015_neutral_front,right_cheek,f_mel,0.54,0.23220000000000002,0.9395818905054929,True,base_or_optimum,"[0.23220000000000002,2.894498730381535e-19,0.9999999999277968]"
p015,p015_neutral_front,right_cheek,f_mel,0.56,0.24080000000000001,0.9788946761241667,True,base_or_optimum,"[0.24080000000000001,1.3219061410314027e-17,0.9999999999771241]"
p015,p015_neutral_front,right_cheek,f_mel,0.58,0.24939999999999998,1.0174741637033853,True,base_or_optimum,"[0.24939999999999998,2.129664871266221e-18,1.0511651771238917e-07]"
p015,p015_neutral_front,right_cheek,f_mel,0.6,0.258,1.0553142919696434,True,base_or_optimum,"[0.258,7.907952638522928e-19,0.9999999999954295]"
p015,p015_neutral_front,right_cheek,f_mel,0.62,0.2666,1.092415201101932,True,base_or_optimum,"[0.2666,4.915351962533345e-18,0.9999999999999999]"
p015,p015_neutral_front,right_cheek,f_mel,0.64,0.2752,1.1287815398896022,True,base_or_optimum,"[0.2752,1.9267518835378287e-18,0.9999999999999999]"
p015,p015_neutral_front,right_cheek,f_mel,0.66,0.2838,1.1644212212587652,True,base_or_optimum,"[0.2838,6.440461535085723e-17,0.9999999999999999]"
p015,p015_neutral_front,right_cheek,f_mel,0.68,0.2924,1.1993445015403976,True,base_or_optimum,"[0.2924,8.91449717190703e-18,1.3454606462293128e-06]"
p015,p015_neutral_front,right_cheek,f_mel,0.7000000000000001,0.30100000000000005,1.2335632956039746,True,base_or_optimum,"[0.30100000000000005,9.469243843802734e-19,0.9999999999953924]"
p015,p015_neutral_front,right_cheek,f_mel,0.72,0.3096,1.267090665270616,True,base_or_optimum,"[0.3096,1.090983916135097e-18,0.9999983578244463]"
p015,p015_neutral_front,right_cheek,f_mel,0.74,0.3182,1.2999404360017623,True,base_or_optimum,"[0.3182,1.3552491421866344e-17,0.9999999999999999]"
p015,p015_neutral_front,right_cheek,f_mel,0.76,0.3268,1.3321269092061525,True,base_or_optimum,"[0.3268,2.2380409915163165e-17,0.9999999999999999]"
p015,p015_neutral_front,right_cheek,f_mel,0.78,0.33540000000000003,1.3636646462634394,True,base_or_optimum,"[0.33540000000000003,3.003954619116032e-18,0.999999999964398]"
p015,p015_neutral_front,right_cheek,f_mel,0.8,0.34400000000000003,1.3945683066302348,True,base_or_optimum,"[0.34400000000000003,3.4819158725072385e-18,0.9999999999999999]"
p015,p015_neutral_front,right_cheek,f_mel,0.8200000000000001,0.3526,1.4248525269212,True,base_or_optimum,"[0.3526,1.9713128889576424e-18,0.9999999999797833]"
p015,p015_neutral_front,right_cheek,f_mel,0.84,0.36119999999999997,1.4545318311553364,True,base_or_optimum,"[0.36119999999999997,1.487254478999501e-17,0.9999999999999999]"
p015,p015_neutral_front,right_cheek,f_mel,0.86,0.36979999999999996,1.483620564779078,True,base_or_optimum,"[0.36979999999999996,3.9167246022666565e-19,0.9999999999999999]"
p015,p015_neutral_front,right_cheek,f_mel,0.88,0.3784,1.5121328468694144,True,base_or_optimum,"[0.3784,1.157700491868181e-16,0.9999999999999999]"
p015,p015_neutral_front,right_cheek,f_mel,0.9,0.387,1.540082536255336,True,base_or_optimum,"[0.387,4.119010545731703e-18,2.835257539857139e-08]"
p015,p015_neutral_front,right_cheek,f_mel,0.92,0.3956,1.567483208297392,True,base_or_optimum,"[0.3956,2.0749191466517055e-17,0.9999999999633674]"
p015,p015_neutral_front,right_cheek,f_mel,0.9400000000000001,0.4042,1.594348139821043,True,base_or_optimum,"[0.4042,2.3102980800677427e-18,0.9999999999999999]"
p015,p015_neutral_front,right_cheek,f_mel,0.96,0.4128,1.6206903002733688,True,base_or_optimum,"[0.4128,5.090311953103672e-18,0.9999999999814522]"
p015,p015_neutral_front,right_cheek,f_mel,0.98,0.4214,1.6465223476106596,True,base_or_optimum,"[0.4214,8.503718617968706e-18,0.9999999999999999]"
p015,p015_neutral_front,right_cheek,f_mel,1.0,0.43,1.6718566277603184,True,base_or_optimum,"[0.43,5.69146848248582e-17,0.9999999999999999]"
p015,p015_neutral_front,right_cheek,f_blood,0.0,0.0,0.37539511735015124,True,base_or_optimum,"[0.09762674360573903,0.0,0.2862836979329586]"
p015,p015_neutral_front,right_cheek,f_blood,0.02,0.002,0.3642928052309591,True,base_or_optimum,"[0.09425072109203961,0.002,3.1901417131596955e-22]"
p015,p015_neutral_front,right_cheek,f_blood,0.04,0.004,0.3552345506798938,True,base_or_optimum,"[0.09167048006716873,0.004,6.512961345392453e-22]"
p015,p015_neutral_front,right_cheek,f_blood,0.06,0.006,0.3475237165116864,True,base_or_optimum,"[0.08949673645837278,0.006,5.860068234131361e-22]"
p015,p015_neutral_front,right_cheek,f_blood,0.08,0.008,0.34073189827401057,True,base_or_optimum,"[0.0875885237624944,0.008,7.285208609330955e-24]"
p015,p015_neutral_front,right_cheek,f_blood,0.1,0.010000000000000002,0.33461745774708385,True,base_or_optimum,"[0.08587311349091795,0.010000000000000002,5.4169031190440634e-24]"
p015,p015_neutral_front,right_cheek,f_blood,0.12,0.012,0.3290298893087299,True,base_or_optimum,"[0.08430665589406086,0.012,5.662170074053904e-23]"
p015,p015_neutral_front,right_cheek,f_blood,0.14,0.014000000000000002,0.32386805047641953,True,base_or_optimum,"[0.08286006621689672,0.014000000000000002,2.026890044888871e-20]"
p015,p015_neutral_front,right_cheek,f_blood,0.16,0.016,0.3190600418738265,True,base_or_optimum,"[0.08151283403741277,0.016,2.0516407795635562e-29]"
p015,p015_neutral_front,right_cheek,f_blood,0.18,0.018,0.31455252315864113,True,base_or_optimum,"[0.08024976956873009,0.018,1.0395153204788618e-29]"
p015,p015_neutral_front,right_cheek,f_blood,0.2,0.020000000000000004,0.3103045803754405,True,base_or_optimum,"[0.0790592539369809,0.020000000000000004,3.2968838026010907e-22]"
p015,p015_neutral_front,right_cheek,f_blood,0.22,0.022000000000000002,0.3062839816592844,True,base_or_optimum,"[0.07793211387152284,0.022000000000000002,9.173208033748735e-22]"
p015,p015_neutral_front,right_cheek,f_blood,0.24,0.024,0.3024647745198605,True,base_or_optimum,"[0.0768610030975929,0.024,9.554141355083936e-23]"
p015,p015_neutral_front,right_cheek,f_blood,0.26,0.026000000000000002,0.2988256797496334,True,base_or_optimum,"[0.07583986986844611,0.026000000000000002,8.877043309863142e-21]"
p015,p015_neutral_front,right_cheek,f_blood,0.28,0.028000000000000004,0.2953489806236738,True,base_or_optimum,"[0.07486369847211527,0.028000000000000004,7.7298707746316325e-25]"
p015,p015_neutral_front,right_cheek,f_blood,0.3,0.03,0.2920197321738999,True,base_or_optimum,"[0.0739282476267311,0.03,2.582514898577411e-19]"
p015,p015_neutral_front,right_cheek,f_blood,0.32,0.032,0.2888251842262999,True,base_or_optimum,"[0.07302990244039838,0.032,7.702815330771737e-22]"
p015,p015_neutral_front,right_cheek,f_blood,0.34,0.034,0.2857543513055432,True,base_or_optimum,"[0.07216552952844696,0.034,2.141388236404631e-19]"
p015,p015_neutral_front,right_cheek,f_blood,0.36,0.036,0.282797685966404,True,base_or_optimum,"[0.07133243995544519,0.036,1.1000575029548241e-23]"
p015,p015_neutral_front,right_cheek,f_blood,0.38,0.038000000000000006,0.2799468265550287,True,base_or_optimum,"[0.07052824762746969,0.038000000000000006,2.2968990283882484e-21]"
p015,p015_neutral_front,right_cheek,f_blood,0.4,0.04000000000000001,0.27719439956944963,True,base_or_optimum,"[0.06975087322038295,0.04000000000000001,1.2981260291311576e-22]"
p015,p015_neutral_front,right_cheek,f_blood,0.42,0.042,0.27453386276200115,True,base_or_optimum,"[0.06899844709137641,0.042,2.2523058785202078e-26]"
p015,p015_neutral_front,right_cheek,f_blood,0.44,0.044000000000000004,0.27195937911245727,True,base_or_optimum,"[0.06826932440009005,0.044000000000000004,1.2599277939293347e-23]"
p015,p015_neutral_front,right_cheek,f_blood,0.46,0.046000000000000006,0.26946571451733536,True,base_or_optimum,"[0.06756201358615199,0.046000000000000006,1.2321419317703072e-23]"
p015,p015_neutral_front,right_cheek,f_blood,0.48,0.048,0.2670481539282625,True,base_or_optimum,"[0.06687517464974482,0.048,2.107813435853545e-28]"
p015,p015_neutral_front,right_cheek,f_blood,0.5,0.05,0.2647024320062403,True,base_or_optimum,"[0.06620760562546954,0.05,1.0050165087733099e-29]"
p015,p015_neutral_front,right_cheek,f_blood,0.52,0.052000000000000005,0.262424675316574,True,base_or_optimum,"[0.06555820559973743,0.052000000000000005,2.361559108409701e-22]"
p015,p015_neutral_front,right_cheek,f_blood,0.54,0.054000000000000006,0.26021135378694077,True,base_or_optimum,"[0.06492596371024922,0.054000000000000006,4.592272493149997e-28]"
p015,p015_neutral_front,right_cheek,f_blood,0.56,0.05600000000000001,0.2580592396661037,True,base_or_optimum,"[0.06430997263121,0.05600000000000001,1.783824024272853e-29]"
p015,p015_neutral_front,right_cheek,f_blood,0.58,0.057999999999999996,0.25596537260554475,True,base_or_optimum,"[0.06370939142544255,0.057999999999999996,5.357195017668773e-23]"
p015,p015_neutral_front,right_cheek,f_blood,0.6,0.06,0.2539270297769965,True,base_or_optimum,"[0.06312343986926773,0.06,5.9973661501294006e-21]"
p015,p015_neutral_front,right_cheek,f_blood,0.62,0.062,0.2519417001608206,True,base_or_optimum,"[0.0625514126107596,0.062,1.1217480977163456e-22]"
p015,p015_neutral_front,right_cheek,f_blood,0.64,0.064,0.2500070623112289,True,base_or_optimum,"[0.0619926461456459,0.064,2.7781709974861683e-21]"
p015,p015_neutral_front,right_cheek,f_blood,0.66,0.066,0.2481209650374541,True,base_or_optimum,"[0.06144652520534106,0.066,2.2423319071424207e-21]"
p015,p015_neutral_front,right_cheek,f_blood,0.68,0.068,0.24628141054432917,True,base_or_optimum,"[0.060912492275015676,0.068,5.914480112885097e-25]"
p015,p015_neutral_front,right_cheek,f_blood,0.7000000000000001,0.07,0.24448653965823472,True,base_or_optimum,"[0.06039001094111105,0.07,4.418882268313608e-25]"
p015,p015_neutral_front,right_cheek,f_blood,0.72,0.072,0.24273461883013,True,base_or_optimum,"[0.05987859213314203,0.072,3.637395595083408e-23]"
p015,p015_neutral_front,right_cheek,f_blood,0.74,0.074,0.24102402866003542,True,base_or_optimum,"[0.05937777151193425,0.074,3.011424422717667e-21]"
p015,p015_neutral_front,right_cheek,f_blood,0.76,0.07600000000000001,0.23935325372989452,True,base_or_optimum,"[0.05888712410633155,0.07600000000000001,3.7266625466133697e-23]"
p015,p015_neutral_front,right_cheek,f_blood,0.78,0.07800000000000001,0.23772087356627278,True,base_or_optimum,"[0.0584062398395796,0.07800000000000001,1.1481828027995853e-25]"
p015,p015_neutral_front,right_cheek,f_blood,0.8,0.08000000000000002,0.2361255545825808,True,base_or_optimum,"[0.057934743711778806,0.08000000000000002,8.356614093795069e-23]"
p015,p015_neutral_front,right_cheek,f_blood,0.8200000000000001,0.08200000000000002,0.23456604287366706,True,base_or_optimum,"[0.057472276114792116,0.08200000000000002,9.231367471066657e-23]"
p015,p015_neutral_front,right_cheek,f_blood,0.84,0.084,0.2330411577547789,True,base_or_optimum,"[0.057018501996464424,0.084,8.222877614599242e-23]"
p015,p015_neutral_front,right_cheek,f_blood,0.86,0.08600000000000001,0.23154978595274808,True,base_or_optimum,"[0.05657310504922579,0.08600000000000001,1.5599416587220291e-22]"
p015,p015_neutral_front,right_cheek,f_blood,0.88,0.08800000000000001,0.23009087637050196,True,base_or_optimum,"[0.05613578486079057,0.08800000000000001,2.4924095429420054e-25]"
p015,p015_neutral_front,right_cheek,f_blood,0.9,0.09000000000000001,0.22866343535707903,True,base_or_optimum,"[0.055706259070928854,0.09000000000000001,1.9103072447801323e-28]"
p015,p015_neutral_front,right_cheek,f_blood,0.92,0.09200000000000001,0.22726652242464038,True,base_or_optimum,"[0.05528426341098742,0.09200000000000001,8.836654335179754e-21]"
p015,p015_neutral_front,right_cheek,f_blood,0.9225000000000001,0.09225000000000001,0.2270940099151858,True,refinement_delta_0p005,"[0.05523202868057235,0.09225000000000001,1.0683051145865125e-16]"
p015,p015_neutral_front,right_cheek,f_blood,0.9237500000000001,0.09237500000000001,0.22700792676384865,True,refinement_delta_0p005,"[0.05520595579092536,0.09237500000000001,1.0173338894746033e-22]"
p015,p015_neutral_front,right_cheek,f_blood,0.925,0.09250000000000001,0.226921958734463,True,refinement_delta_0p005,"[0.05517991001899948,0.09250000000000001,6.092501829898563e-23]"
p015,p015_neutral_front,right_cheek,f_blood,0.93,0.09300000000000001,0.22657923365925495,True,refinement_delta_0p005,"[0.05507600721239938,0.09300000000000001,5.286205266727604e-25]"
p015,p015_neutral_front,right_cheek,f_blood,0.9400000000000001,0.09400000000000001,0.22589924636184183,True,base_or_optimum,"[0.054869539563736816,0.09400000000000001,1.7477258172331694e-23]"
p015,p015_neutral_front,right_cheek,f_blood,0.96,0.096,0.2245607616995922,True,base_or_optimum,"[0.054461849448677505,0.096,3.026955420964704e-22]"
p015,p015_neutral_front,right_cheek,f_blood,0.98,0.098,0.22325026549089638,True,base_or_optimum,"[0.05406096371724296,0.098,7.545614493676624e-21]"
p015,p015_neutral_front,right_cheek,f_blood,1.0,0.1,0.22196699437132358,True,base_or_optimum,"[0.05366666505849064,0.1,1.1416384922938896e-22]"
p015,p015_neutral_front,right_cheek,s,0.0,0.0,0.2219669943713236,True,base_or_optimum,"[0.05366666507841273,0.09999999999999999,0.0]"
p015,p015_neutral_front,right_cheek,s,0.02,0.02,0.2225784700997242,True,base_or_optimum,"[0.05376292673347838,0.09999999999999999,0.02]"
p015,p015_neutral_front,right_cheek,s,0.04,0.04,0.2232214269178823,True,base_or_optimum,"[0.053862120744392485,0.09999999999999999,0.04]"
p015,p015_neutral_front,right_cheek,s,0.06,0.06,0.22389613006739315,True,base_or_optimum,"[0.05396427199516826,0.09999999999999999,0.06]"
p015,p015_neutral_front,right_cheek,s,0.08,0.08,0.22460286511065172,True,base_or_optimum,"[0.054069409188841365,0.09999999999999999,0.08]"
p015,p015_neutral_front,right_cheek,s,0.1,0.1,0.22534193849688136,True,base_or_optimum,"[0.05417756282288974,0.09999999999999999,0.1]"
p015,p015_neutral_front,right_cheek,s,0.12,0.12,0.2261136782299662,True,base_or_optimum,"[0.054288767241428504,0.09999999999999999,0.12]"
p015,p015_neutral_front,right_cheek,s,0.14,0.14,0.2269184346422399,True,base_or_optimum,"[0.05440305942770149,0.09999999999999999,0.14]"
p015,p015_neutral_front,right_cheek,s,0.14125000000000001,0.14125000000000001,0.22696983657456615,True,refinement_delta_0p005,"[0.05441030572737171,0.09999999999999999,0.14125000000000001]"
p015,p015_neutral_front,right_cheek,s,0.14250000000000002,0.14250000000000002,0.22702136902388587,True,refinement_delta_0p005,"[0.05441756456696859,0.09999999999999999,0.14250000000000002]"
p015,p015_neutral_front,right_cheek,s,0.14500000000000002,0.14500000000000002,0.2271248258524514,True,refinement_delta_0p005,"[0.054432119110972566,0.09999999999999999,0.14500000000000002]"
p015,p015_neutral_front,right_cheek,s,0.15000000000000002,0.15000000000000002,0.2273333099027615,True,refinement_delta_0p005,"[0.05446137559481556,0.09999999999999999,0.15000000000000002]"
