subject_id,capture_id,roi,parameter,theta_hat,profile_optimum_logrmse,intervals_delta_0p005,total_span_delta_0p005,envelope_span_delta_0p005,intervals_delta_0p0025,intervals_delta_0p010,boundary_limited,jacobian_singular_values,jacobian_column_correlation,single_spectrum_gate,f_blood,low_blood_signal,profile_gate,base_parameter_reliable
p012,p012_neutral_front,right_cheek,s,8.024522887622637e-19,0.22428456830826637,"[[0.0,0.1325]]",0.1325,0.1325,"[[0.0,0.06]]","[[0.0,0.22]]",True,"[20.076923325312897,0.8056697229080697,0.36419466841504994]","[[1.0,-0.6047966993818066,0.8015019019997841],[-0.6047966993818066,1.0,-0.4388473648102744],[0.8015019019997841,-0.4388473648102744,1.0]]",False,0.09999999999999999,False,True,False
p013,p013_neutral_front,left_cheek,f_mel,0.02369573657023827,0.13901643424398197,"[[0.018823934142559565,0.031712500000000005]]",0.01288856585744044,0.01288856585744044,"[[0.020447868285119134,0.0258]]","[[0.0172,0.0344]]",False,"[23.34026646024687,1.0662039471632887,0.5633576204869215]","[[1.0,-0.06878167346385088,0.6933852738231326],[-0.06878167346385088,1.0,0.26566624305166603],[0.6933852738231326,0.26566624305166603,1.0]]",False,0.09109926197081014,False,True,False
p013,p013_neutral_front,left_cheek,f_blood,0.09109926197081014,0.1390164342439946,"[[0.05550000000000001,0.1]]",0.0445,0.0445,"[[0.066,0.1]]","[[0.046000000000000006,0.1]]",False,"[23.34026646024687,1.0662039471632887,0.5633576204869215]","[[1.0,-0.06878167346385088,0.6933852738231326],[-0.06878167346385088,1.0,0.26566624305166603],[0.6933852738231326,0.26566624305166603,1.0]]",False,0.09109926197081014,False,False,False
p013,p013_neutral_front,left_cheek,s,0.7720861874731699,0.13901643424395416,"[[0.5325,0.9450000000000001]]",0.4125000000000001,0.4125000000000001,"[[0.62,0.88]]","[[0.4,1.0]]",False,"[23.34026646024687,1.0662039471632887,0.5633576204869215]","[[1.0,-0.06878167346385088,0.6933852738231326],[-0.06878167346385088,1.0,0.26566624305166603],[0.6933852738231326,0.26566624305166603,1.0]]",False,0.09109926197081014,False,False,False
p013,p013_neutral_front,right_cheek,f_mel,0.06369327952500309,0.2565901395867976,"[[0.0575125,0.06987499999999999]]",0.012362499999999992,0.012362499999999992,"[[0.060200000000000004,0.06369327952500309]]","[[0.0559,0.07094999999999999]]",False,"[19.362818347279752,0.7840506113843162,0.34841246002558174]","[[1.0,-0.6037545020093716,0.7992522803371143],[-0.6037545020093716,1.0,-0.4715059048966739],[0.7992522803371143,-0.4715059048966739,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p013,p013_neutral_front,right_cheek,f_blood,0.09999999999999999,0.2565901395867975,"[[0.092875,0.1]]",0.007125000000000006,0.007125000000000006,"[[0.098,0.1]]","[[0.08800000000000001,0.1]]",True,"[19.362818347279752,0.7840506113843162,0.34841246002558174]","[[1.0,-0.6037545020093716,0.7992522803371143],[-0.6037545020093716,1.0,-0.4715059048966739],[0.7992522803371143,-0.4715059048966739,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p013,p013_neutral_front,right_cheek,s,3.1275468764706946e-20,0.2565901395867976,"[[0.0,0.12]]",0.12,0.12,"[[0.0,0.06]]","[[0.0,0.22]]",True,"[19.362818347279752,0.7840506113843162,0.34841246002558174]","[[1.0,-0.6037545020093716,0.7992522803371143],[-0.6037545020093716,1.0,-0.4715059048966739],[0.7992522803371143,-0.4715059048966739,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p014,p014_neutral_front,left_cheek,f_mel,0.05716985704220651,0.1963585282085543,"[[0.0516,0.06288750000000001]]",0.011287500000000013,0.011287500000000013,"[[0.05716985704220651,0.060200000000000004]]","[[0.049449999999999994,0.0645]]",False,"[19.900786155001832,0.8130419190069075,0.3896416435457018]","[[0.9999999999999999,-0.5081858933131654,0.7751306292829512],[-0.5081858933131654,1.0,-0.3381934168610788],[0.7751306292829513,-0.3381934168610788,1.0]]",False,0.09999999999999999,False,True,False
p014,p014_neutral_front,left_cheek,f_blood,0.09999999999999999,0.19635852820855415,"[[0.08637500000000001,0.1]]",0.013624999999999998,0.013624999999999998,"[[0.09400000000000001,0.1]]","[[0.07600000000000001,0.1]]",True,"[19.900786155001832,0.8130419190069075,0.3896416435457018]","[[0.9999999999999999,-0.5081858933131654,0.7751306292829512],[-0.5081858933131654,1.0,-0.3381934168610788],[0.7751306292829513,-0.3381934168610788,1.0]]",False,0.09999999999999999,False,False,False
p014,p014_neutral_front,left_cheek,s,0.276424020807656,0.1963585282085542,"[[0.0,0.58]]",0.58,0.58,"[[0.04,0.48]]","[[0.0,0.68]]",False,"[19.900786155001832,0.8130419190069075,0.3896416435457018]","[[0.9999999999999999,-0.5081858933131654,0.7751306292829512],[-0.5081858933131654,1.0,-0.3381934168610788],[0.7751306292829513,-0.3381934168610788,1.0]]",False,0.09999999999999999,False,False,False
p014,p014_neutral_front,right_cheek,f_mel,0.11673048607485038,0.390573230459747,"[[0.1069625,0.12685000000000002]]",0.019887500000000016,0.019887500000000016,"[[0.1118,0.12040000000000001]]","[[0.1032,0.129]]",False,"[15.606613676961343,0.6558090463978544,0.2610565138890246]","[[1.0,-0.5029530311242137,0.684903394963553],[-0.5029530311242139,0.9999999999999998,-0.6451420358793214],[0.684903394963553,-0.6451420358793215,1.0]]",False,0.09999999999999999,False,True,False
p014,p014_neutral_front,right_cheek,f_blood,0.09999999999999999,0.3905732304597462,"[[0.09262500000000001,0.1]]",0.007374999999999993,0.007374999999999993,"[[0.098,0.1]]","[[0.08600000000000001,0.1]]",True,"[15.606613676961343,0.6558090463978544,0.2610565138890246]","[[1.0,-0.5029530311242137,0.684903394963553],[-0.5029530311242139,0.9999999999999998,-0.6451420358793214],[0.684903394963553,-0.6451420358793215,1.0]]",False,0.09999999999999999,False,True,False
p014,p014_neutral_front,right_cheek,s,1.2298729348365447e-20,0.39057323045974607,"[[0.0,0.09875]]",0.09875,0.09875,"[[0.0,0.04]]","[[0.0,0.18]]",True,"[15.606613676961343,0.6558090463978544,0.2610565138890246]","[[1.0,-0.5029530311242137,0.684903394963553],[-0.5029530311242139,0.9999999999999998,-0.6451420358793214],[0.684903394963553,-0.6451420358793215,1.0]]",False,0.09999999999999999,False,True,False
p015,p015_neutral_front,left_cheek,f_mel,0.024084060580449387,0.13092472959839468,"[[0.0172,0.031712500000000005]]",0.014512500000000005,0.014512500000000005,"[[0.024084060580449387,0.0258]]","[[0.016125,0.0344]]",False,"[23.59405830576818,0.9516227462290946,0.6236531657058244]","[[1.0,-0.0775720408963242,0.7002780917427531],[-0.0775720408963242,1.0,0.23710650643848888],[0.700278091742753,0.23710650643848888,1.0]]",False,0.07923345973597382,False,True,False
p015,p015_neutral_front,left_cheek,f_blood,0.07923345973597382,0.13092472959840326,"[[0.048625,0.1]]",0.051375000000000004,0.051375000000000004,"[[0.057999999999999996,0.1]]","[[0.04000000000000001,0.1]]",False,"[23.59405830576818,0.9516227462290946,0.6236531657058244]","[[1.0,-0.0775720408963242,0.7002780917427531],[-0.0775720408963242,1.0,0.23710650643848888],[0.700278091742753,0.23710650643848888,1.0]]",False,0.07923345973597382,False,False,False
p015,p015_neutral_front,left_cheek,s,0.6999568983609801,0.1309247295983763,"[[0.43374999999999997,0.89375]]",0.4600000000000001,0.4600000000000001,"[[0.54,0.84]]","[[0.3,0.96]]",False,"[23.59405830576818,0.9516227462290946,0.6236531657058244]","[[1.0,-0.0775720408963242,0.7002780917427531],[-0.0775720408963242,1.0,0.23710650643848888],[0.700278091742753,0.23710650643848888,1.0]]",False,0.07923345973597382,False,False,False
p015,p015_neutral_front,right_cheek,f_mel,0.05366666539964108,0.2219669943713235,"[[0.048374999999999994,0.05938333317495514]]",0.011008333174955143,0.011008333174955143,"[[0.0516,0.056933332699820545]]","[[0.0473,0.060200000000000004]]",False,"[20.21481751033064,0.8097512417826002,0.3672075520699465]","[[1.0,-0.6046444596207257,0.8015804016800404],[-0.6046444596207257,0.9999999999999998,-0.4325695487181239],[0.8015804016800404,-0.4325695487181239,1.0]]",False,0.09999999999999999,False,True,False
p015,p015_neutral_front,right_cheek,f_blood,0.09999999999999999,0.2219669943713235,"[[0.09250000000000001,0.1]]",0.007499999999999993,0.007499999999999993,"[[0.098,0.1]]","[[0.08600000000000001,0.1]]",True,"[20.21481751033064,0.8097512417826002,0.3672075520699465]","[[1.0,-0.6046444596207257,0.8015804016800404],[-0.6046444596207257,0.9999999999999998,-0.4325695487181239],[0.8015804016800404,-0.4325695487181239,1.0]]",False,0.09999999999999999,False,True,False
p015,p015_neutral_front,right_cheek,s,1.2560480105301358e-18,0.2219669943713235,"[[0.0,0.14]]",0.14,0.14,"[[0.0,0.06]]","[[0.0,0.24]]",True,"[20.21481751033064,0.8097512417826002,0.3672075520699465]","[[1.0,-0.6046444596207257,0.8015804016800404],[-0.6046444596207257,0.9999999999999998,-0.4325695487181239],[0.8015804016800404,-0.4325695487181239,1.0]]",False,0.09999999999999999,False,True,False
p017,p017_neutral_front,left_cheek,f_mel,0.02881827492907973,0.1563270448863411,"[[0.020962500000000002,0.037625]]",0.016662499999999997,0.016662499999999997,"[[0.0258,0.0344]]","[[0.01935,0.0387]]",False,"[23.316585798568127,1.0382058529382425,0.6713105084921203]","[[1.0,0.07391476003420952,0.6584850486968057],[0.07391476003420952,1.0,0.3784293899277158],[0.6584850486968057,0.37842938992771574,0.9999999999999998]]",False,0.0743372688142368,False,True,False
p017,p017_neutral_front,left_cheek,f_blood,0.0743372688142368,0.156327044886342,"[[0.042625,0.1]]",0.057375,0.057375,"[[0.052000000000000005,0.1]]","[[0.034,0.1]]",False,"[23.316585798568127,1.0382058529382425,0.6713105084921203]","[[1.0,0.07391476003420952,0.6584850486968057],[0.07391476003420952,1.0,0.3784293899277158],[0.6584850486968057,0.37842938992771574,0.9999999999999998]]",False,0.0743372688142368,False,False,False
p017,p017_neutral_front,left_cheek,s,0.8670067567761873,0.15632704488633753,"[[0.61625,1.0]]",0.38375000000000004,0.38375000000000004,"[[0.72,0.98]]","[[0.48,1.0]]",False,"[23.316585798568127,1.0382058529382425,0.6713105084921203]","[[1.0,0.07391476003420952,0.6584850486968057],[0.07391476003420952,1.0,0.3784293899277158],[0.6584850486968057,0.37842938992771574,0.9999999999999998]]",False,0.0743372688142368,False,False,False
p017,p017_neutral_front,right_cheek,f_mel,0.03384207364383841,0.17426937727557562,"[[0.029318407219179304,0.039775]]",0.010456592780820693,0.010456592780820693,"[[0.03384207364383841,0.0344]]","[[0.027810518410959603,0.043000000000000003]]",False,"[22.02810143316595,0.8929369192581978,0.4538880254159817]","[[1.0,-0.41233280001213085,0.7595244670556888],[-0.41233280001213085,1.0,-0.14067472875513176],[0.7595244670556888,-0.14067472875513176,0.9999999999999998]]",False,0.09999999999999999,False,True,False
p017,p017_neutral_front,right_cheek,f_blood,0.09999999999999999,0.17426937727557565,"[[0.07587500000000001,0.1]]",0.024124999999999994,0.024124999999999994,"[[0.08800000000000001,0.1]]","[[0.062,0.1]]",True,"[22.02810143316595,0.8929369192581978,0.4538880254159817]","[[1.0,-0.41233280001213085,0.7595244670556888],[-0.41233280001213085,1.0,-0.14067472875513176],[0.7595244670556888,-0.14067472875513176,0.9999999999999998]]",False,0.09999999999999999,False,False,False
p017,p017_neutral_front,right_cheek,s,0.40887172983216497,0.17426937727557565,"[[0.11875,0.6625000000000001]]",0.5437500000000001,0.5437500000000001,"[[0.22,0.58]]","[[0.0,0.74]]",False,"[22.02810143316595,0.8929369192581978,0.4538880254159817]","[[1.0,-0.41233280001213085,0.7595244670556888],[-0.41233280001213085,1.0,-0.14067472875513176],[0.7595244670556888,-0.14067472875513176,0.9999999999999998]]",False,0.09999999999999999,False,False,False
p018,p018_neutral_front,left_cheek,f_mel,0.06483924116403372,0.20539857508056056,"[[0.059125000000000004,0.07094999999999999]]",0.011824999999999981,0.011824999999999981,"[[0.06483924116403372,0.0688]]","[[0.058050000000000004,0.0731]]",False,"[19.26108024819865,0.7830377276222923,0.35875756496090666]","[[1.0,-0.5639312114500706,0.7859151677046365],[-0.5639312114500706,1.0,-0.43363899138673784],[0.7859151677046365,-0.43363899138673784,1.0]]",False,0.09999999999999999,False,True,False
p018,p018_neutral_front,left_cheek,f_blood,0.09999999999999999,0.20539857508056045,"[[0.087875,0.1]]",0.01212500000000001,0.01212500000000001,"[[0.09400000000000001,0.1]]","[[0.07800000000000001,0.1]]",True,"[19.26108024819865,0.7830377276222923,0.35875756496090666]","[[1.0,-0.5639312114500706,0.7859151677046365],[-0.5639312114500706,1.0,-0.43363899138673784],[0.7859151677046365,-0.43363899138673784,1.0]]",False,0.09999999999999999,False,False,False
p018,p018_neutral_front,left_cheek,s,0.13123868263471664,0.20539857508056034,"[[0.0,0.46875]]",0.46875,0.46875,"[[0.0,0.36]]","[[0.0,0.58]]",False,"[19.26108024819865,0.7830377276222923,0.35875756496090666]","[[1.0,-0.5639312114500706,0.7859151677046365],[-0.5639312114500706,1.0,-0.43363899138673784],[0.7859151677046365,-0.43363899138673784,1.0]]",False,0.09999999999999999,False,False,False
p018,p018_neutral_front,right_cheek,f_mel,0.09585304045461178,0.32044375156668636,"[[0.08815,0.10427499999999999]]",0.016124999999999987,0.016124999999999987,"[[0.0903,0.09585304045461178]]","[[0.08600000000000001,0.1075]]",False,"[16.94435482104527,0.7044297179780651,0.29295101964609754]","[[0.9999999999999998,-0.5676399860884513,0.756140228240507],[-0.5676399860884513,0.9999999999999998,-0.5833890283901677],[0.7561402282405069,-0.5833890283901676,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p018,p018_neutral_front,right_cheek,f_blood,0.09999999999999999,0.32044375156668625,"[[0.09250000000000001,0.1]]",0.007499999999999993,0.007499999999999993,"[[0.098,0.1]]","[[0.08600000000000001,0.1]]",True,"[16.94435482104527,0.7044297179780651,0.29295101964609754]","[[0.9999999999999998,-0.5676399860884513,0.756140228240507],[-0.5676399860884513,0.9999999999999998,-0.5833890283901677],[0.7561402282405069,-0.5833890283901676,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p018,p018_neutral_front,right_cheek,s,6.890542289513669e-20,0.3204437515666862,"[[0.0,0.11374999999999999]]",0.11374999999999999,0.11374999999999999,"[[0.0,0.04]]","[[0.0,0.2]]",True,"[16.94435482104527,0.7044297179780651,0.29295101964609754]","[[0.9999999999999998,-0.5676399860884513,0.756140228240507],[-0.5676399860884513,0.9999999999999998,-0.5833890283901677],[0.7561402282405069,-0.5833890283901676,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p019,p019_neutral_front,left_cheek,f_mel,0.04455170112922936,0.16369605109502613,"[[0.039775,0.04939740660288418]]",0.00962240660288418,0.00962240660288418,"[[0.043000000000000003,0.048075850564614685]]","[[0.0387,0.0516]]",False,"[21.037918606651555,0.9038226135700671,0.4474494481311417]","[[0.9999999999999999,-0.35447303691998006,0.7481226712917087],[-0.35447303691998006,1.0,-0.10727261520274871],[0.7481226712917086,-0.10727261520274871,1.0]]",False,0.09999999999999999,False,True,False
p019,p019_neutral_front,left_cheek,f_blood,0.09999999999999999,0.16369605109502613,"[[0.08650000000000001,0.1]]",0.013499999999999998,0.013499999999999998,"[[0.09400000000000001,0.1]]","[[0.07600000000000001,0.1]]",True,"[21.037918606651555,0.9038226135700671,0.4474494481311417]","[[0.9999999999999999,-0.35447303691998006,0.7481226712917087],[-0.35447303691998006,1.0,-0.10727261520274871],[0.7481226712917086,-0.10727261520274871,1.0]]",False,0.09999999999999999,False,False,False
p019,p019_neutral_front,left_cheek,s,0.5339936839493238,0.16369605109502613,"[[0.26,0.76875]]",0.50875,0.50875,"[[0.36,0.7000000000000001]]","[[0.14,0.84]]",False,"[21.037918606651555,0.9038226135700671,0.4474494481311417]","[[0.9999999999999999,-0.35447303691998006,0.7481226712917087],[-0.35447303691998006,1.0,-0.10727261520274871],[0.7481226712917086,-0.10727261520274871,1.0]]",False,0.09999999999999999,False,False,False
p019,p019_neutral_front,right_cheek,f_mel,0.07178106958825134,0.26335550836737637,"[[0.06557500000000001,0.078475]]",0.012899999999999995,0.012899999999999995,"[[0.0688,0.07178106958825134]]","[[0.0645,0.07955]]",False,"[18.71075825582538,0.7635815802310909,0.33375185480851866]","[[1.0,-0.5997793803579201,0.7939736955750737],[-0.59977938035792,0.9999999999999998,-0.5015257877569674],[0.7939736955750736,-0.5015257877569674,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p019,p019_neutral_front,right_cheek,f_blood,0.09999999999999999,0.26335550836737637,"[[0.09237500000000001,0.1]]",0.007624999999999993,0.007624999999999993,"[[0.098,0.1]]","[[0.08600000000000001,0.1]]",True,"[18.71075825582538,0.7635815802310909,0.33375185480851866]","[[1.0,-0.5997793803579201,0.7939736955750737],[-0.59977938035792,0.9999999999999998,-0.5015257877569674],[0.7939736955750736,-0.5015257877569674,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p019,p019_neutral_front,right_cheek,s,4.2032441143014456e-20,0.2633555083673763,"[[0.0,0.14500000000000002]]",0.14500000000000002,0.14500000000000002,"[[0.0,0.06]]","[[0.0,0.26]]",True,"[18.71075825582538,0.7635815802310909,0.33375185480851866]","[[1.0,-0.5997793803579201,0.7939736955750737],[-0.59977938035792,0.9999999999999998,-0.5015257877569674],[0.7939736955750736,-0.5015257877569674,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p020,p020_neutral_front,left_cheek,f_mel,0.016172905810527428,0.1810878914975003,"[[0.01191314629210575,0.020425]]",0.008511853707894248,0.008511853707894248,"[[0.016172905810527428,0.0172]]","[[0.010493226452631857,0.021500000000000002]]",False,"[23.866919391979632,0.9079618789556408,0.44235435350192803]","[[1.0,-0.5641178149978663,0.7777931690510039],[-0.5641178149978662,0.9999999999999998,-0.26867100162934304],[0.7777931690510038,-0.26867100162934304,1.0]]",False,0.09999999999999999,False,True,False
p020,p020_neutral_front,left_cheek,f_blood,0.09999999999999999,0.1810878914975003,"[[0.09250000000000001,0.1]]",0.007499999999999993,0.007499999999999993,"[[0.098,0.1]]","[[0.08600000000000001,0.1]]",True,"[23.866919391979632,0.9079618789556408,0.44235435350192803]","[[1.0,-0.5641178149978663,0.7777931690510039],[-0.5641178149978662,0.9999999999999998,-0.26867100162934304],[0.7777931690510038,-0.26867100162934304,1.0]]",False,0.09999999999999999,False,True,False
p020,p020_neutral_front,left_cheek,s,4.132945074184275e-21,0.1810878914975003,"[[0.0,0.23625]]",0.23625,0.23625,"[[0.0,0.14]]","[[0.0,0.34]]",True,"[23.866919391979632,0.9079618789556408,0.44235435350192803]","[[1.0,-0.5641178149978663,0.7777931690510039],[-0.5641178149978662,0.9999999999999998,-0.26867100162934304],[0.7777931690510038,-0.26867100162934304,1.0]]",False,0.09999999999999999,False,False,False
p020,p020_neutral_front,right_cheek,f_mel,0.028833651723315777,0.26638431266777274,"[[0.02365,0.0344]]",0.01075,0.01075,"[[0.0258,0.028833651723315777]]","[[0.021500000000000002,0.03655]]",False,"[22.54693550912221,0.8745281350703247,0.41628627805356305]","[[0.9999999999999998,-0.5867719867845802,0.7905978977710553],[-0.5867719867845801,1.0,-0.32763236430433307],[0.7905978977710552,-0.32763236430433307,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p020,p020_neutral_front,right_cheek,f_blood,0.09999999999999999,0.2663843126677726,"[[0.09462500000000001,0.1]]",0.005374999999999991,0.005374999999999991,"[[0.098,0.1]]","[[0.09000000000000001,0.1]]",True,"[22.54693550912221,0.8745281350703247,0.41628627805356305]","[[0.9999999999999998,-0.5867719867845802,0.7905978977710553],[-0.5867719867845801,1.0,-0.32763236430433307],[0.7905978977710552,-0.32763236430433307,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p020,p020_neutral_front,right_cheek,s,4.758309882600153e-22,0.2663843126677726,"[[0.0,0.07625000000000001]]",0.07625000000000001,0.07625000000000001,"[[0.0,0.02]]","[[0.0,0.14]]",True,"[22.54693550912221,0.8745281350703247,0.41628627805356305]","[[0.9999999999999998,-0.5867719867845802,0.7905978977710553],[-0.5867719867845801,1.0,-0.32763236430433307],[0.7905978977710552,-0.32763236430433307,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p021,p021_neutral_front,left_cheek,f_mel,0.01042635260341576,0.15018580600085912,"[[0.00645,0.01381317630170788]]",0.007363176301707881,0.007363176301707881,"[[0.0086,0.01042635260341576]]","[[0.0053750000000000004,0.015506588150853942]]",False,"[24.454759809534874,0.9531401162226188,0.504081649902876]","[[0.9999999999999999,-0.341419030437834,0.7383230809450824],[-0.341419030437834,1.0,-0.00025955130379759955],[0.7383230809450825,-0.00025955130379759955,0.9999999999999998]]",False,0.09999999999999999,False,True,False
p021,p021_neutral_front,left_cheek,f_blood,0.09999999999999999,0.15018580600085896,"[[0.08775,0.1]]",0.012250000000000011,0.012250000000000011,"[[0.09400000000000001,0.1]]","[[0.07800000000000001,0.1]]",True,"[24.454759809534874,0.9531401162226188,0.504081649902876]","[[0.9999999999999999,-0.341419030437834,0.7383230809450824],[-0.341419030437834,1.0,-0.00025955130379759955],[0.7383230809450825,-0.00025955130379759955,0.9999999999999998]]",False,0.09999999999999999,False,False,False
p021,p021_neutral_front,left_cheek,s,0.41222084970535516,0.150185806000859,"[[0.16624999999999998,0.63375]]",0.4675,0.4675,"[[0.26,0.56]]","[[0.06,0.7000000000000001]]",False,"[24.454759809534874,0.9531401162226188,0.504081649902876]","[[0.9999999999999999,-0.341419030437834,0.7383230809450824],[-0.341419030437834,1.0,-0.00025955130379759955],[0.7383230809450825,-0.00025955130379759955,0.9999999999999998]]",False,0.09999999999999999,False,False,False
p021,p021_neutral_front,right_cheek,f_mel,0.027103861447670453,0.23899925602770833,"[[0.0220375,0.032119956702397014]]",0.010082456702397012,0.010082456702397012,"[[0.02365,0.030751930723835228]]","[[0.021500000000000002,0.0344]]",False,"[22.721838489734225,0.8790832676134429,0.4198145501012048]","[[1.0,-0.584303281105431,0.7890896437564406],[-0.584303281105431,0.9999999999999998,-0.3198244962829203],[0.7890896437564408,-0.3198244962829203,1.0]]",False,0.09999999999999999,False,True,False
p021,p021_neutral_front,right_cheek,f_blood,0.09999999999999999,0.23899925602770822,"[[0.09425000000000001,0.1]]",0.005749999999999991,0.005749999999999991,"[[0.098,0.1]]","[[0.09000000000000001,0.1]]",True,"[22.721838489734225,0.8790832676134429,0.4198145501012048]","[[1.0,-0.584303281105431,0.7890896437564406],[-0.584303281105431,0.9999999999999998,-0.3198244962829203],[0.7890896437564408,-0.3198244962829203,1.0]]",False,0.09999999999999999,False,True,False
p021,p021_neutral_front,right_cheek,s,2.5610240238244663e-21,0.2389992560277083,"[[0.0,0.08625]]",0.08625,0.08625,"[[0.0,0.04]]","[[0.0,0.16]]",True,"[22.721838489734225,0.8790832676134429,0.4198145501012048]","[[1.0,-0.584303281105431,0.7890896437564406],[-0.584303281105431,0.9999999999999998,-0.3198244962829203],[0.7890896437564408,-0.3198244962829203,1.0]]",False,0.09999999999999999,False,True,False
p022,p022_neutral_front,left_cheek,f_mel,0.010119111172631194,0.14856567070853374,"[[0.00645,0.013659555586315597]]",0.007209555586315597,0.007209555586315597,"[[0.0086,0.010119111172631194]]","[[0.0053750000000000004,0.015429777793157799]]",False,"[24.499204205901734,0.9235392201771198,0.4724234353669812]","[[1.0,-0.4764988206998849,0.7596369807429904],[-0.47649882069988486,1.0,-0.15443060446674495],[0.7596369807429904,-0.15443060446674495,0.9999999999999998]]",False,0.09999999999999999,False,True,False
p022,p022_neutral_front,left_cheek,f_blood,0.09999999999999999,0.14856567070853371,"[[0.08925000000000001,0.1]]",0.010749999999999996,0.010749999999999996,"[[0.096,0.1]]","[[0.08000000000000002,0.1]]",True,"[24.499204205901734,0.9235392201771198,0.4724234353669812]","[[1.0,-0.4764988206998849,0.7596369807429904],[-0.47649882069988486,1.0,-0.15443060446674495],[0.7596369807429904,-0.15443060446674495,0.9999999999999998]]",False,0.09999999999999999,False,False,False
p022,p022_neutral_front,left_cheek,s,0.16634939639519547,0.14856567070853363,"[[0.0,0.40875000000000006]]",0.40875000000000006,0.40875000000000006,"[[0.0,0.32]]","[[0.0,0.5]]",False,"[24.499204205901734,0.9235392201771198,0.4724234353669812]","[[1.0,-0.4764988206998849,0.7596369807429904],[-0.47649882069988486,1.0,-0.15443060446674495],[0.7596369807429904,-0.15443060446674495,0.9999999999999998]]",False,0.09999999999999999,False,False,False
p022,p022_neutral_front,right_cheek,f_mel,0.0314958001845817,0.27761030128768827,"[[0.0258,0.037087499999999995]]",0.011287499999999995,0.011287499999999995,"[[0.0314958001845817,0.0344]]","[[0.02365,0.0387]]",False,"[22.281039100716054,0.8675265933042898,0.410879918095677]","[[0.9999999999999998,-0.5902219586863258,0.7927530777292568],[-0.5902219586863258,0.9999999999999998,-0.33950953514557813],[0.792753077729257,-0.33950953514557813,1.0]]",False,0.09999999999999999,False,True,False
p022,p022_neutral_front,right_cheek,f_blood,0.09999999999999999,0.2776103012876881,"[[0.09475,0.1]]",0.005250000000000005,0.005250000000000005,"[[0.098,0.1]]","[[0.09000000000000001,0.1]]",True,"[22.281039100716054,0.8675265933042898,0.410879918095677]","[[0.9999999999999998,-0.5902219586863258,0.7927530777292568],[-0.5902219586863258,0.9999999999999998,-0.33950953514557813],[0.792753077729257,-0.33950953514557813,1.0]]",False,0.09999999999999999,False,True,False
p022,p022_neutral_front,right_cheek,s,1.8973419429450598e-22,0.27761030128768815,"[[0.0,0.07]]",0.07,0.07,"[[0.0,0.02]]","[[0.0,0.12]]",True,"[22.281039100716054,0.8675265933042898,0.410879918095677]","[[0.9999999999999998,-0.5902219586863258,0.7927530777292568],[-0.5902219586863258,0.9999999999999998,-0.33950953514557813],[0.792753077729257,-0.33950953514557813,1.0]]",False,0.09999999999999999,False,True,False
p023,p023_neutral_front,left_cheek,f_mel,0.047656131460686056,0.13862876385235198,"[[0.04358201643258576,0.052675]]",0.00909298356741424,0.00909298356741424,"[[0.04532806573034303,0.047656131460686056]]","[[0.043000000000000003,0.05375]]",False,"[20.74260151837723,0.8645134353290043,0.42834124994701467]","[[1.0,-0.42174895402244594,0.7602765190326853],[-0.42174895402244594,1.0,-0.19883837055573753],[0.7602765190326852,-0.19883837055573755,0.9999999999999998]]",False,0.09999999999999999,False,True,False
p023,p023_neutral_front,left_cheek,f_blood,0.09999999999999999,0.13862876385235195,"[[0.08125,0.1]]",0.018750000000000003,0.018750000000000003,"[[0.09000000000000001,0.1]]","[[0.07,0.1]]",True,"[20.74260151837723,0.8645134353290043,0.42834124994701467]","[[1.0,-0.42174895402244594,0.7602765190326853],[-0.42174895402244594,1.0,-0.19883837055573753],[0.7602765190326852,-0.19883837055573755,0.9999999999999998]]",False,0.09999999999999999,False,False,False
p023,p023_neutral_front,left_cheek,s,0.4335324636072772,0.13862876385235195,"[[0.16874999999999998,0.66625]]",0.49750000000000005,0.49750000000000005,"[[0.26,0.6]]","[[0.06,0.74]]",False,"[20.74260151837723,0.8645134353290043,0.42834124994701467]","[[1.0,-0.42174895402244594,0.7602765190326853],[-0.42174895402244594,1.0,-0.19883837055573753],[0.7602765190326852,-0.19883837055573755,0.9999999999999998]]",False,0.09999999999999999,False,False,False
p023,p023_neutral_front,right_cheek,f_mel,0.06943661006481391,0.21758577305281496,"[[0.06342500000000001,0.07540915251620348]]",0.011984152516203467,0.011984152516203467,"[[0.0688,0.07341830503240697]]","[[0.06235000000000001,0.0774]]",False,"[18.896617761232214,0.7694884456898593,0.3379539348897434]","[[1.0,-0.6012404576954241,0.7958381431184121],[-0.6012404576954241,0.9999999999999998,-0.4929518757700438],[0.7958381431184121,-0.4929518757700438,0.9999999999999999]]",False,0.09999999999999999,False,True,False
