model,split,latent_id,pair_type,channel,within_drift,between_drift,within_between_ratio,within_lt_between
Baseline,ID Test,F11779,camera,M,0.014473285526037216,0.034990277141332626,0.4136373503867021,True
Baseline,ID Test,F11779,camera,H,0.017626166343688965,0.5782890915870667,0.03047985272437944,True
Baseline,ID Test,F11779,light,M,0.018676085397601128,0.034990277141332626,0.533750713724408,True
Baseline,ID Test,F11779,light,H,0.1177658811211586,0.5782890915870667,0.20364534423078925,True
Baseline,ID Test,F11779,appearance,M,0.00826373603194952,0.034990277141332626,0.23617235149555008,True
Baseline,ID Test,F11779,appearance,H,0.003534708870574832,0.5782890915870667,0.006112356124294365,True
Baseline,ID Test,F11779,joint,M,0.019042011350393295,0.034990277141332626,0.5442086461184305,True
Baseline,ID Test,F11779,joint,H,0.21092982590198517,0.5782890915870667,0.3647480628125038,True
Baseline,ID Test,F11780,camera,M,0.010510249063372612,0.05351928994059563,0.1963824459375038,True
Baseline,ID Test,F11780,camera,H,0.11887798458337784,0.43319129943847656,0.2744237585968906,True
Baseline,ID Test,F11780,light,M,0.022473014891147614,0.05351928994059563,0.4199049523282503,True
Baseline,ID Test,F11780,light,H,0.12180540710687637,0.43319129943847656,0.28118156404518374,True
Baseline,ID Test,F11780,appearance,M,0.00820915587246418,0.05351928994059563,0.1533868607295805,True
Baseline,ID Test,F11780,appearance,H,0.020235378295183182,0.43319129943847656,0.046712337762584925,True
Baseline,ID Test,F11780,joint,M,0.03867857903242111,0.05351928994059563,0.7227035163462158,True
Baseline,ID Test,F11780,joint,H,0.16403725743293762,0.43319129943847656,0.3786716345539964,True
Baseline,ID Test,F11781,camera,M,0.019936317577958107,0.05006414279341698,0.398215498470086,True
Baseline,ID Test,F11781,camera,H,0.046857211738824844,0.23079046607017517,0.20302923485832916,True
Baseline,ID Test,F11781,light,M,0.06821509450674057,0.05006414279341698,1.3625539298299998,False
Baseline,ID Test,F11781,light,H,0.5637528300285339,0.23079046607017517,2.4427041533731155,False
Baseline,ID Test,F11781,appearance,M,0.005591068882495165,0.05006414279341698,0.111678110730188,True
Baseline,ID Test,F11781,appearance,H,0.021088063716888428,0.23079046607017517,0.09137320131099479,True
Baseline,ID Test,F11781,joint,M,0.03867427259683609,0.05006414279341698,0.7724944528945663,True
Baseline,ID Test,F11781,joint,H,0.5138367414474487,0.23079046607017517,2.22642100515196,False
Baseline,ID Test,F11782,camera,M,0.05692629516124725,0.04390130564570427,1.29668797599457,False
Baseline,ID Test,F11782,camera,H,0.1438228338956833,0.07515452057123184,1.9136950485815056,False
Baseline,ID Test,F11782,light,M,0.02375493012368679,0.04390130564570427,0.5410984884002238,True
Baseline,ID Test,F11782,light,H,0.02976451814174652,0.07515452057123184,0.39604428204069986,True
Baseline,ID Test,F11782,appearance,M,0.0083816759288311,0.04390130564570427,0.19092088049666572,True
Baseline,ID Test,F11782,appearance,H,0.030440399423241615,0.07515452057123184,0.40503750395679855,True
Baseline,ID Test,F11782,joint,M,0.058140069246292114,0.04390130564570427,1.3243357661272908,False
Baseline,ID Test,F11782,joint,H,0.04110679402947426,0.07515452057123184,0.5469636918315915,True
Baseline,ID Test,F11783,camera,M,0.016705777496099472,0.048065394163131714,0.3475635181394922,True
Baseline,ID Test,F11783,camera,H,0.1191447377204895,0.07999435812234879,1.4894142601689668,False
Baseline,ID Test,F11783,light,M,0.010437523014843464,0.048065394163131714,0.21715255219626403,True
Baseline,ID Test,F11783,light,H,0.03300045058131218,0.07999435812234879,0.4125347256470145,True
Baseline,ID Test,F11783,appearance,M,0.012272811494767666,0.048065394163131714,0.25533570895339613,True
Baseline,ID Test,F11783,appearance,H,0.013992749154567719,0.07999435812234879,0.17492170051750724,True
Baseline,ID Test,F11783,joint,M,0.012814261019229889,0.048065394163131714,0.26660056038943286,True
Baseline,ID Test,F11783,joint,H,0.049727700650691986,0.07999435812234879,0.6216400983508746,True
Proposed,ID Test,F11768,camera,M,0.017217766493558884,0.04169116169214249,0.412983610787797,True
Proposed,ID Test,F11768,camera,H,0.08210305124521255,0.523349940776825,0.1568798328769167,True
Proposed,ID Test,F11768,light,M,0.01319169346243143,0.04169116169214249,0.3164146290727529,True
Proposed,ID Test,F11768,light,H,0.0492929145693779,0.523349940776825,0.09418729368003913,True
Proposed,ID Test,F11768,appearance,M,0.014743748120963573,0.04169116169214249,0.3536420555952587,True
Proposed,ID Test,F11768,appearance,H,0.12671372294425964,0.523349940776825,0.24212044957179976,True
Proposed,ID Test,F11768,joint,M,0.03855924308300018,0.04169116169214249,0.9248781160796348,True
Proposed,ID Test,F11768,joint,H,0.10163559764623642,0.523349940776825,0.19420198556892063,True
Proposed,ID Test,F11769,camera,M,0.02451019175350666,0.04445958510041237,0.5512915088647403,True
Proposed,ID Test,F11769,camera,H,0.02314756065607071,0.6003901362419128,0.03855419877641686,True
Proposed,ID Test,F11769,light,M,0.02757951430976391,0.04445958510041237,0.6203277481666851,True
Proposed,ID Test,F11769,light,H,0.18781808018684387,0.6003901362419128,0.31282672523981486,True
Proposed,ID Test,F11769,appearance,M,0.012850107625126839,0.04445958510041237,0.2890289595844126,True
Proposed,ID Test,F11769,appearance,H,0.03632006421685219,0.6003901362419128,0.06049410545648586,True
Proposed,ID Test,F11769,joint,M,0.016634872183203697,0.04445958510041237,0.374157161962571,True
Proposed,ID Test,F11769,joint,H,0.12513159215450287,0.6003901362419128,0.20841713512775648,True
Proposed,ID Test,F11770,camera,M,0.016103671863675117,0.051510345190763474,0.3126298572458942,True
Proposed,ID Test,F11770,camera,H,0.024690190330147743,0.6302138566970825,0.03917747930765554,True
Proposed,ID Test,F11770,light,M,0.011317001655697823,0.051510345190763474,0.219703471482989,True
Proposed,ID Test,F11770,light,H,0.02727646194398403,0.6302138566970825,0.0432812792897613,True
Proposed,ID Test,F11770,appearance,M,0.005994025152176619,0.051510345190763474,0.11636546270420706,True
Proposed,ID Test,F11770,appearance,H,0.008443353697657585,0.6302138566970825,0.013397600842845244,True
Proposed,ID Test,F11770,joint,M,0.0346791073679924,0.051510345190763474,0.6732454857283863,True
Proposed,ID Test,F11770,joint,H,0.03321225941181183,0.6302138566970825,0.05269998280563922,True
Proposed,ID Test,F11771,camera,M,0.01968630589544773,0.04361698031425476,0.4513449980629199,True
Proposed,ID Test,F11771,camera,H,0.014200996607542038,0.34040963649749756,0.04171737543524692,True
Proposed,ID Test,F11771,light,M,0.010112401098012924,0.04361698031425476,0.23184551120124247,True
Proposed,ID Test,F11771,light,H,0.015571019612252712,0.34040963649749756,0.04574200593280554,True
Proposed,ID Test,F11771,appearance,M,0.00562179833650589,0.04361698031425476,0.12889013168728217,True
Proposed,ID Test,F11771,appearance,H,0.007672915235161781,0.34040963649749756,0.02254024096999436,True
Proposed,ID Test,F11771,joint,M,0.024189146235585213,0.04361698031425476,0.5545809467162905,True
Proposed,ID Test,F11771,joint,H,0.007558036595582962,0.34040963649749756,0.02220276920873397,True
Proposed,ID Test,F11772,camera,M,0.017687484622001648,0.042344462126493454,0.41770478909768005,True
Proposed,ID Test,F11772,camera,H,0.08931437879800797,0.23599834740161896,0.37845340775210556,True
Proposed,ID Test,F11772,light,M,0.011226292699575424,0.042344462126493454,0.2651183209280045,True
Proposed,ID Test,F11772,light,H,0.021340515464544296,0.23599834740161896,0.09042654620045826,True
Proposed,ID Test,F11772,appearance,M,0.005729042459279299,0.042344462126493454,0.13529614432615114,True
Proposed,ID Test,F11772,appearance,H,0.011774709448218346,0.23599834740161896,0.049893186023799975,True
Proposed,ID Test,F11772,joint,M,0.021612437441945076,0.042344462126493454,0.5103958429648567,True
Proposed,ID Test,F11772,joint,H,0.07778896391391754,0.23599834740161896,0.3296165620242132,True
Proposed,ID Test,F11773,camera,M,0.01586081273853779,0.03589414432644844,0.4418774436935336,True
Proposed,ID Test,F11773,camera,H,0.02032678760588169,0.5598625540733337,0.03630674610757979,True
Proposed,ID Test,F11773,light,M,0.017094487324357033,0.03589414432644844,0.4762472443662917,True
Proposed,ID Test,F11773,light,H,0.018219798803329468,0.5598625540733337,0.032543342416401264,True
Proposed,ID Test,F11773,appearance,M,0.006244686897844076,0.03589414432644844,0.17397508744184512,True
Proposed,ID Test,F11773,appearance,H,0.006905986927449703,0.5598625540733337,0.012335147041366729,True
Proposed,ID Test,F11773,joint,M,0.009696639142930508,0.03589414432644844,0.2701454324901007,True
Proposed,ID Test,F11773,joint,H,0.013461284339427948,0.5598625540733337,0.024043909065696718,True
Proposed,ID Test,F11774,camera,M,0.004816755186766386,0.04153985530138016,0.11595503045977991,True
Proposed,ID Test,F11774,camera,H,0.014439580962061882,0.45889055728912354,0.03146628478773478,True
Proposed,ID Test,F11774,light,M,0.016040876507759094,0.04153985530138016,0.3861562923457304,True
Proposed,ID Test,F11774,light,H,0.09870346635580063,0.45889055728912354,0.21509151754807762,True
Proposed,ID Test,F11774,appearance,M,0.006583314388990402,0.04153985530138016,0.15848188062349058,True
Proposed,ID Test,F11774,appearance,H,0.0043798484839499,0.45889055728912354,0.009544429307553566,True
Proposed,ID Test,F11774,joint,M,0.03140956535935402,0.04153985530138016,0.7561308322205552,True
Proposed,ID Test,F11774,joint,H,0.056645385921001434,0.45889055728912354,0.12343985950731182,True
Proposed,ID Test,F11775,camera,M,0.016913242638111115,0.045837968587875366,0.36897888713560595,True
Proposed,ID Test,F11775,camera,H,0.04926145821809769,0.4917106628417969,0.10018383155125331,True
Proposed,ID Test,F11775,light,M,0.008748738095164299,0.045837968587875366,0.19086225600055134,True
Proposed,ID Test,F11775,light,H,0.02993563376367092,0.4917106628417969,0.06088058695058728,True
Proposed,ID Test,F11775,appearance,M,0.007725477684289217,0.045837968587875366,0.16853883193970093,True
Proposed,ID Test,F11775,appearance,H,0.004559509921818972,0.4917106628417969,0.009272749741621832,True
Proposed,ID Test,F11775,joint,M,0.013821766711771488,0.045837968587875366,0.3015353240463517,True
Proposed,ID Test,F11775,joint,H,0.030045554041862488,0.4917106628417969,0.06110413361430267,True
Proposed,ID Test,F11776,camera,M,0.024058077484369278,0.04804685711860657,0.5007211486274838,True
Proposed,ID Test,F11776,camera,H,0.11237635463476181,0.058639053255319595,1.9164080658919453,False
Proposed,ID Test,F11776,light,M,0.011411665938794613,0.04804685711860657,0.23751118435539345,True
Proposed,ID Test,F11776,light,H,0.01899341121315956,0.058639053255319595,0.32390378354951566,True
Proposed,ID Test,F11776,appearance,M,0.0066194962710142136,0.04804685711860657,0.13777168097954018,True
Proposed,ID Test,F11776,appearance,H,0.019495882093906403,0.058639053255319595,0.3324726613340706,True
Proposed,ID Test,F11776,joint,M,0.011723334901034832,0.04804685711860657,0.2439979554145461,True
Proposed,ID Test,F11776,joint,H,0.07813873142004013,0.058639053255319595,1.3325373975568333,False
Proposed,ID Test,F11777,camera,M,0.016220996156334877,0.042075760662555695,0.38551878565965797,True
Proposed,ID Test,F11777,camera,H,0.18806622922420502,0.44298672676086426,0.42454145432156043,True
Proposed,ID Test,F11777,light,M,0.006520953960716724,0.042075760662555695,0.1549812494898016,True
Proposed,ID Test,F11777,light,H,0.04761938750743866,0.44298672676086426,0.10749619487616124,True
Proposed,ID Test,F11777,appearance,M,0.004184829071164131,0.042075760662555695,0.09945938006269531,True
Proposed,ID Test,F11777,appearance,H,0.02000574767589569,0.44298672676086426,0.04516105442295862,True
Proposed,ID Test,F11777,joint,M,0.00895877555012703,0.042075760662555695,0.21292010908550668,True
Proposed,ID Test,F11777,joint,H,0.11807975172996521,0.44298672676086426,0.2665537014920714,True
Proposed,ID Test,F11778,camera,M,0.03731398284435272,0.05751046910881996,0.6488207003449769,True
Proposed,ID Test,F11778,camera,H,0.03587619960308075,0.686954140663147,0.05222502854185853,True
Proposed,ID Test,F11778,light,M,0.009778217412531376,0.05751046910881996,0.17002499830125298,True
Proposed,ID Test,F11778,light,H,0.01420279685407877,0.686954140663147,0.020675029108010307,True
Proposed,ID Test,F11778,appearance,M,0.008470408618450165,0.05751046910881996,0.14728463790519003,True
Proposed,ID Test,F11778,appearance,H,0.024577468633651733,0.686954140663147,0.035777451766905465,True
Proposed,ID Test,F11778,joint,M,0.023241138085722923,0.05751046910881996,0.40412012709801737,True
Proposed,ID Test,F11778,joint,H,0.05132148414850235,0.686954140663147,0.07470874853299446,True
Proposed,ID Test,F11779,camera,M,0.016820747405290604,0.040345609188079834,0.41691643139844614,True
Proposed,ID Test,F11779,camera,H,0.019787359982728958,0.5244921445846558,0.037726704178569784,True
Proposed,ID Test,F11779,light,M,0.01469145342707634,0.040345609188079834,0.36414008172708295,True
Proposed,ID Test,F11779,light,H,0.03076694905757904,0.5244921445846558,0.05866045731141183,True
Proposed,ID Test,F11779,appearance,M,0.006305881775915623,0.040345609188079834,0.15629660582194665,True
Proposed,ID Test,F11779,appearance,H,0.021700028330087662,0.5244921445846558,0.041373409600389474,True
Proposed,ID Test,F11779,joint,M,0.017298048362135887,0.040345609188079834,0.42874673874664454,True
Proposed,ID Test,F11779,joint,H,0.040566712617874146,0.5244921445846558,0.07734474774641066,True
Proposed,ID Test,F11780,camera,M,0.014717400074005127,0.0565025731921196,0.2604730942777268,True
Proposed,ID Test,F11780,camera,H,0.03694526478648186,0.5193617343902588,0.07113590074142899,True
Proposed,ID Test,F11780,light,M,0.01601598411798477,0.0565025731921196,0.28345583595860935,True
Proposed,ID Test,F11780,light,H,0.05158841237425804,0.5193617343902588,0.09933040684028037,True
Proposed,ID Test,F11780,appearance,M,0.01243079174309969,0.0565025731921196,0.22000399346119354,True
Proposed,ID Test,F11780,appearance,H,0.04094439744949341,0.5193617343902588,0.07883599183055517,True
Proposed,ID Test,F11780,joint,M,0.03294475004076958,0.0565025731921196,0.5830663663538137,True
Proposed,ID Test,F11780,joint,H,0.1395140141248703,0.5193617343902588,0.2686259015378994,True
Proposed,ID Test,F11781,camera,M,0.017381582409143448,0.03226698935031891,0.5386800181582996,True
Proposed,ID Test,F11781,camera,H,0.04674658179283142,0.23751921951770782,0.19681178595884663,True
Proposed,ID Test,F11781,light,M,0.06311018019914627,0.03226698935031891,1.955874454662208,False
Proposed,ID Test,F11781,light,H,0.5821989178657532,0.23751921951770782,2.4511655058817183,False
Proposed,ID Test,F11781,appearance,M,0.004564007744193077,0.03226698935031891,0.14144510647219613,True
Proposed,ID Test,F11781,appearance,H,0.01201550755649805,0.23751921951770782,0.05058751700555439,True
Proposed,ID Test,F11781,joint,M,0.03093038871884346,0.03226698935031891,0.9585768409638676,True
Proposed,ID Test,F11781,joint,H,0.5831252336502075,0.23751921951770782,2.4550654672673073,False
Proposed,ID Test,F11782,camera,M,0.04186512529850006,0.041498713195323944,1.0088294810841847,False
Proposed,ID Test,F11782,camera,H,0.05997266620397568,0.07036851346492767,0.8522656405675901,True
Proposed,ID Test,F11782,light,M,0.011138438247144222,0.041498713195323944,0.2684044248485106,True
Proposed,ID Test,F11782,light,H,0.0831485316157341,0.07036851346492767,1.1816155766481569,False
Proposed,ID Test,F11782,appearance,M,0.007513580843806267,0.041498713195323944,0.18105575487224732,True
Proposed,ID Test,F11782,appearance,H,0.0083730174228549,0.07036851346492767,0.11898812424150598,True
Proposed,ID Test,F11782,joint,M,0.03862595185637474,0.041498713195323944,0.9307746887131694,True
Proposed,ID Test,F11782,joint,H,0.09299886971712112,0.07036851346492767,1.3215977592516948,False
Proposed,ID Test,F11783,camera,M,0.01157069019973278,0.03823379799723625,0.3026298930744252,True
Proposed,ID Test,F11783,camera,H,0.14824306964874268,0.16107723116874695,0.9203229318825389,True
Proposed,ID Test,F11783,light,M,0.007946457713842392,0.03823379799723625,0.2078385650940774,True
Proposed,ID Test,F11783,light,H,0.013950331136584282,0.16107723116874695,0.0866064746417804,True
Proposed,ID Test,F11783,appearance,M,0.012031497433781624,0.03823379799723625,0.31468224618049523,True
Proposed,ID Test,F11783,appearance,H,0.043775707483291626,0.16107723116874695,0.27176843782118115,True
Proposed,ID Test,F11783,joint,M,0.007963300682604313,0.03823379799723625,0.2082790907453124,True
Proposed,ID Test,F11783,joint,H,0.06925226747989655,0.16107723116874695,0.4299320703330617,True
Baseline,ID Test,F11784,camera,M,0.00899305660277605,0.040236927568912506,0.22350256707284444,True
Baseline,ID Test,F11784,camera,H,0.015409295447170734,0.5287120342254639,0.029144968242957748,True
Baseline,ID Test,F11784,light,M,0.014513486064970493,0.040236927568912506,0.36070065340137386,True
Baseline,ID Test,F11784,light,H,0.02833297662436962,0.5287120342254639,0.053588673588404294,True
Baseline,ID Test,F11784,appearance,M,0.005599155090749264,0.040236927568912506,0.1391546380165277,True
Baseline,ID Test,F11784,appearance,H,0.0059471456333994865,0.5287120342254639,0.011248364418471676,True
Baseline,ID Test,F11784,joint,M,0.02997397631406784,0.040236927568912506,0.7449370050119349,True
Baseline,ID Test,F11784,joint,H,0.06589257717132568,0.5287120342254639,0.12462847997748897,True
Baseline,ID Test,F11785,camera,M,0.02995186112821102,0.04482247307896614,0.6682331221537738,True
Baseline,ID Test,F11785,camera,H,0.04186021164059639,0.5542372465133667,0.07552760465654998,True
Baseline,ID Test,F11785,light,M,0.013725915923714638,0.04482247307896614,0.30622843812149675,True
Baseline,ID Test,F11785,light,H,0.0972943902015686,0.5542372465133667,0.1755464664521101,True
Baseline,ID Test,F11785,appearance,M,0.006581590510904789,0.04482247307896614,0.14683684452907472,True
Baseline,ID Test,F11785,appearance,H,0.010924752801656723,0.5542372465133667,0.019711329165231856,True
Baseline,ID Test,F11785,joint,M,0.022131893783807755,0.04482247307896614,0.49376779689993494,True
Baseline,ID Test,F11785,joint,H,0.019739117473363876,0.5542372465133667,0.03561492410973831,True
Baseline,ID Test,F11786,camera,M,0.021229684352874756,0.0779336541891098,0.27240714648590575,True
Baseline,ID Test,F11786,camera,H,0.044852834194898605,0.5271146297454834,0.08509123379207999,True
Baseline,ID Test,F11786,light,M,0.011229673400521278,0.0779336541891098,0.14409273525493788,True
Baseline,ID Test,F11786,light,H,0.026716692373156548,0.5271146297454834,0.05068478631689025,True
Baseline,ID Test,F11786,appearance,M,0.0032073224429041147,0.0779336541891098,0.04115452401502168,True
Baseline,ID Test,F11786,appearance,H,0.004735755268484354,0.5271146297454834,0.008984298672892094,True
Baseline,ID Test,F11786,joint,M,0.03845960646867752,0.0779336541891098,0.4934916355308249,True
Baseline,ID Test,F11786,joint,H,0.07614041864871979,0.5271146297454834,0.14444755343915247,True
Baseline,ID Test,F11787,camera,M,0.02366134524345398,0.04526343569159508,0.5227474424317204,True
Baseline,ID Test,F11787,camera,H,0.0421353243291378,0.23289573192596436,0.18091926365800587,True
Baseline,ID Test,F11787,light,M,0.012037758715450764,0.04526343569159508,0.2659488510211796,True
Baseline,ID Test,F11787,light,H,0.011666490696370602,0.23289573192596436,0.050093192347892765,True
Baseline,ID Test,F11787,appearance,M,0.010908148251473904,0.04526343569159508,0.24099249393698646,True
Baseline,ID Test,F11787,appearance,H,0.050805363804101944,0.23289573192596436,0.21814639273961686,True
Baseline,ID Test,F11787,joint,M,0.016188722103834152,0.04526343569159508,0.3576556188561758,True
Baseline,ID Test,F11787,joint,H,0.07384243607521057,0.23289573192596436,0.3170622126243364,True
Baseline,ID Test,F11788,camera,M,0.03112832084298134,0.0673612430691719,0.4621102495245863,True
Baseline,ID Test,F11788,camera,H,0.09897342324256897,0.1340288519859314,0.7384486383048174,True
Baseline,ID Test,F11788,light,M,0.009258794598281384,0.0673612430691719,0.13744987735415917,True
Baseline,ID Test,F11788,light,H,0.09397658705711365,0.1340288519859314,0.7011668432926523,True
Baseline,ID Test,F11788,appearance,M,0.009124294854700565,0.0673612430691719,0.13545318404131898,True
Baseline,ID Test,F11788,appearance,H,0.01601209118962288,0.1340288519859314,0.11946749488911253,True
Baseline,ID Test,F11788,joint,M,0.008203675039112568,0.0673612430691719,0.12178627746949947,True
Baseline,ID Test,F11788,joint,H,0.036253370344638824,0.1340288519859314,0.27048929993404874,True
Baseline,ID Test,F11789,camera,M,0.02194628119468689,0.05092426761984825,0.43095919137250593,True
Baseline,ID Test,F11789,camera,H,0.011017239652574062,0.044176630675792694,0.24939067294263206,True
Baseline,ID Test,F11789,light,M,0.051800403743982315,0.05092426761984825,1.017204687766439,False
Baseline,ID Test,F11789,light,H,0.1733626276254654,0.044176630675792694,3.924306244578817,False
Baseline,ID Test,F11789,appearance,M,0.009206477552652359,0.05092426761984825,0.18078762803972148,True
Baseline,ID Test,F11789,appearance,H,0.026007667183876038,0.044176630675792694,0.5887200265394473,True
Baseline,ID Test,F11789,joint,M,0.033330973237752914,0.05092426761984825,0.6545204240652021,True
Baseline,ID Test,F11789,joint,H,0.09542098641395569,0.044176630675792694,2.1599878703796933,False
Baseline,ID Test,F11790,camera,M,0.04478896036744118,0.05426284670829773,0.8254074948963591,True
Baseline,ID Test,F11790,camera,H,0.1160186305642128,0.0950360968708992,1.2207848847350824,False
Baseline,ID Test,F11790,light,M,0.014836978167295456,0.05426284670829773,0.2734279358223686,True
Baseline,ID Test,F11790,light,H,0.02109607681632042,0.0950360968708992,0.22197962154294032,True
Baseline,ID Test,F11790,appearance,M,0.0034527513198554516,0.05426284670829773,0.06363011764599269,True
Baseline,ID Test,F11790,appearance,H,0.009699083864688873,0.0950360968708992,0.10205684139011405,True
Baseline,ID Test,F11790,joint,M,0.06301829218864441,0.05426284670829773,1.1613524909117572,False
Baseline,ID Test,F11790,joint,H,0.11239341646432877,0.0950360968708992,1.182639230407457,False
Baseline,ID Test,F11791,camera,M,0.014040585607290268,0.042780812829732895,0.32819819630757424,True
Baseline,ID Test,F11791,camera,H,0.085847407579422,0.5746812224388123,0.1493826563796634,True
Baseline,ID Test,F11791,light,M,0.02020419016480446,0.042780812829732895,0.47227223674353463,True
Baseline,ID Test,F11791,light,H,0.12989148497581482,0.5746812224388123,0.22602354123314808,True
Baseline,ID Test,F11791,appearance,M,0.008332501165568829,0.042780812829732895,0.19477192260773726,True
Baseline,ID Test,F11791,appearance,H,0.04677223041653633,0.5746812224388123,0.08138813065449739,True
Baseline,ID Test,F11791,joint,M,0.011763720773160458,0.042780812829732895,0.27497656063665554,True
Baseline,ID Test,F11791,joint,H,0.14035311341285706,0.5746812224388123,0.24422776999260803,True
Baseline,ID Test,F11792,camera,M,0.05030185356736183,0.05982222408056259,0.8408556241509898,True
Baseline,ID Test,F11792,camera,H,0.056605737656354904,0.1237776055932045,0.4573180858126295,True
Baseline,ID Test,F11792,light,M,0.025860462337732315,0.05982222408056259,0.43228854719453474,True
Baseline,ID Test,F11792,light,H,0.44464778900146484,0.1237776055932045,3.5923120896586194,False
Baseline,ID Test,F11792,appearance,M,0.003574859816581011,0.05982222408056259,0.05975805599883326,True
Baseline,ID Test,F11792,appearance,H,0.018334608525037766,0.1237776055932045,0.1481254095776785,True
Baseline,ID Test,F11792,joint,M,0.09429022669792175,0.05982222408056259,1.5761738742936253,False
Baseline,ID Test,F11792,joint,H,0.6581811308860779,0.1237776055932045,5.317449208455303,False
Baseline,ID Test,F11793,camera,M,0.019851557910442352,0.05011064186692238,0.3961545326671659,True
Baseline,ID Test,F11793,camera,H,0.09983555227518082,0.09730219841003418,1.0260359365619984,False
Baseline,ID Test,F11793,light,M,0.04344228655099869,0.05011064186692238,0.866927361784096,True
Baseline,ID Test,F11793,light,H,0.13341514766216278,0.09730219841003418,1.3711421719368315,False
Baseline,ID Test,F11793,appearance,M,0.005466618109494448,0.05011064186692238,0.10909096163669213,True
Baseline,ID Test,F11793,appearance,H,0.04232648015022278,0.09730219841003418,0.43500024502897466,True
Baseline,ID Test,F11793,joint,M,0.01590566895902157,0.05011064186692238,0.31741100026740565,True
Baseline,ID Test,F11793,joint,H,0.2921554148197174,0.09730219841003418,3.002557183636965,False
Baseline,ID Test,F11794,camera,M,0.04653044044971466,0.07016006857156754,0.6632040332493515,True
Baseline,ID Test,F11794,camera,H,0.03202304616570473,0.22692741453647614,0.14111581111129862,True
Baseline,ID Test,F11794,light,M,0.013339725323021412,0.07016006857156754,0.1901327292662789,True
Baseline,ID Test,F11794,light,H,0.39206942915916443,0.22692741453647614,1.7277305607169975,False
Baseline,ID Test,F11794,appearance,M,0.011904977262020111,0.07016006857156754,0.16968309045873167,True
Baseline,ID Test,F11794,appearance,H,0.03453650325536728,0.22692741453647614,0.15219185097539595,True
Baseline,ID Test,F11794,joint,M,0.013926905579864979,0.07016006857156754,0.19850188096179935,True
Baseline,ID Test,F11794,joint,H,0.2718328833580017,0.22692741453647614,1.1978847241231292,False
Baseline,ID Test,F11795,camera,M,0.02185671031475067,0.04501825571060181,0.4855077116993543,True
Baseline,ID Test,F11795,camera,H,0.08014105260372162,0.19415903091430664,0.41275985065609644,True
Baseline,ID Test,F11795,light,M,0.014124005101621151,0.04501825571060181,0.31373950142397333,True
Baseline,ID Test,F11795,light,H,0.06715655326843262,0.19415903091430664,0.34588426277257533,True
Baseline,ID Test,F11795,appearance,M,0.0068643041886389256,0.04501825571060181,0.15247823533559032,True
Baseline,ID Test,F11795,appearance,H,0.031054124236106873,0.19415903091430664,0.15994169362028188,True
Baseline,ID Test,F11795,joint,M,0.03253021091222763,0.04501825571060181,0.7226004295090172,True
Baseline,ID Test,F11795,joint,H,0.028079647570848465,0.19415903091430664,0.1446218980318335,True
Baseline,ID Test,F11796,camera,M,0.007040394935756922,0.043978337198495865,0.16008779285992913,True
Baseline,ID Test,F11796,camera,H,0.02840619534254074,0.4000376760959625,0.07100880002044246,True
Baseline,ID Test,F11796,light,M,0.012640709057450294,0.043978337198495865,0.28743035464020744,True
Baseline,ID Test,F11796,light,H,0.033833347260951996,0.4000376760959625,0.08457540197497779,True
Baseline,ID Test,F11796,appearance,M,0.0037327944301068783,0.043978337198495865,0.08487802558925639,True
Baseline,ID Test,F11796,appearance,H,0.006849103607237339,0.4000376760959625,0.017121146373208985,True
Baseline,ID Test,F11796,joint,M,0.0379285030066967,0.043978337198495865,0.8624360406239716,True
Baseline,ID Test,F11796,joint,H,0.05748024955391884,0.4000376760959625,0.14368708996332202,True
Baseline,ID Test,F11797,camera,M,0.015469876118004322,0.06745629757642746,0.22933182925548312,True
Baseline,ID Test,F11797,camera,H,0.05937444418668747,0.3096860647201538,0.1917246235807894,True
Baseline,ID Test,F11797,light,M,0.011823073960840702,0.06745629757642746,0.1752701287443956,True
Baseline,ID Test,F11797,light,H,0.03373156487941742,0.3096860647201538,0.10892180411765952,True
Baseline,ID Test,F11797,appearance,M,0.00582458171993494,0.06745629757642746,0.08634600369721944,True
Baseline,ID Test,F11797,appearance,H,0.006199818570166826,0.3096860647201538,0.02001968857000156,True
Baseline,ID Test,F11797,joint,M,0.013099768199026585,0.06745629757642746,0.19419637112731616,True
Baseline,ID Test,F11797,joint,H,0.052177395671606064,0.3096860647201538,0.16848480321113543,True
Baseline,ID Test,F11798,camera,M,0.019280504435300827,0.046532969921827316,0.4143407237425626,True
Baseline,ID Test,F11798,camera,H,0.035043954849243164,0.5759113430976868,0.06084956524862016,True
Baseline,ID Test,F11798,light,M,0.029547883197665215,0.046532969921827316,0.6349881223421574,True
Baseline,ID Test,F11798,light,H,0.027219675481319427,0.5759113430976868,0.04726365578234911,True
Baseline,ID Test,F11798,appearance,M,0.002802723553031683,0.046532969921827316,0.06023091923296741,True
Baseline,ID Test,F11798,appearance,H,0.00362546369433403,0.5759113430976868,0.006295176745145433,True
Baseline,ID Test,F11798,joint,M,0.031847067177295685,0.046532969921827316,0.6843979060609479,True
Baseline,ID Test,F11798,joint,H,0.04663727059960365,0.5759113430976868,0.08097994797038228,True
Baseline,ID Test,F11799,camera,M,0.018257692456245422,0.039839331060647964,0.4582831079279791,True
Baseline,ID Test,F11799,camera,H,0.02753879874944687,0.6366686820983887,0.04325452079515216,True
Baseline,ID Test,F11799,light,M,0.009856228716671467,0.039839331060647964,0.247399453109973,True
