model,split,latent_id,pair_type,channel,masked_mae_drift,masked_rmse_drift
Proposed,ID Test,F11682,joint,M,0.02867264673113823,0.03251705691218376
Proposed,ID Test,F11682,joint,H,0.01844785362482071,0.023302406072616577
Proposed,ID Test,F11683,joint,M,0.01085329707711935,0.015659792348742485
Proposed,ID Test,F11683,joint,H,0.061566878110170364,0.06825561076402664
Baseline,ID Test,F11684,camera,M,0.05340771749615669,0.05433976277709007
Baseline,ID Test,F11684,camera,H,0.0645008459687233,0.06659712642431259
Baseline,ID Test,F11685,camera,M,0.01218636054545641,0.015509234741330147
Baseline,ID Test,F11685,camera,H,0.05469357594847679,0.05657805874943733
Baseline,ID Test,F11686,camera,M,0.033711016178131104,0.034355103969573975
Baseline,ID Test,F11686,camera,H,0.0209907628595829,0.025136830285191536
Baseline,ID Test,F11687,camera,M,0.023648561909794807,0.027197029441595078
Baseline,ID Test,F11687,camera,H,0.1778022050857544,0.1804036945104599
Baseline,ID Test,F11684,light,M,0.05275348573923111,0.05534866824746132
Baseline,ID Test,F11684,light,H,0.06420939415693283,0.06627177447080612
Baseline,ID Test,F11685,light,M,0.02645912393927574,0.034206822514534
Baseline,ID Test,F11685,light,H,0.10661908984184265,0.10831183940172195
Baseline,ID Test,F11686,light,M,0.006724169012159109,0.00909027736634016
Baseline,ID Test,F11686,light,H,0.06495226174592972,0.06933367997407913
Baseline,ID Test,F11687,light,M,0.012293724343180656,0.014659123495221138
Baseline,ID Test,F11687,light,H,0.028252875432372093,0.03494827076792717
Baseline,ID Test,F11684,appearance,M,0.00686083035543561,0.009290758520364761
Baseline,ID Test,F11684,appearance,H,0.010080311447381973,0.015707936137914658
Baseline,ID Test,F11685,appearance,M,0.009574766270816326,0.014467993751168251
Baseline,ID Test,F11685,appearance,H,0.020173432305455208,0.022934896871447563
Baseline,ID Test,F11686,appearance,M,0.0036670209374278784,0.006459112279117107
Baseline,ID Test,F11686,appearance,H,0.011090642772614956,0.013595170341432095
Baseline,ID Test,F11687,appearance,M,0.0032165481243282557,0.00482203857973218
Baseline,ID Test,F11687,appearance,H,0.015895813703536987,0.018034640699625015
Baseline,ID Test,F11684,joint,M,0.04181211069226265,0.048048343509435654
Baseline,ID Test,F11684,joint,H,0.07047215104103088,0.07309844344854355
Baseline,ID Test,F11685,joint,M,0.028688322752714157,0.03266306594014168
Baseline,ID Test,F11685,joint,H,0.05783400684595108,0.061563484370708466
Baseline,ID Test,F11686,joint,M,0.01115635596215725,0.01488510798662901
Baseline,ID Test,F11686,joint,H,0.06741584837436676,0.07454776018857956
Baseline,ID Test,F11687,joint,M,0.011179054155945778,0.015178948640823364
Baseline,ID Test,F11687,joint,H,0.07502822577953339,0.07787942886352539
Proposed,ID Test,F11684,camera,M,0.014843176119029522,0.016579417511820793
Proposed,ID Test,F11684,camera,H,0.027146929875016212,0.0415736548602581
Proposed,ID Test,F11685,camera,M,0.01298411563038826,0.015556923113763332
Proposed,ID Test,F11685,camera,H,0.0441942922770977,0.0560738667845726
Proposed,ID Test,F11686,camera,M,0.040050141513347626,0.0406419113278389
Proposed,ID Test,F11686,camera,H,0.02366570010781288,0.026233689859509468
Proposed,ID Test,F11687,camera,M,0.012072373181581497,0.014829023741185665
Proposed,ID Test,F11687,camera,H,0.04839241877198219,0.057477280497550964
Proposed,ID Test,F11684,light,M,0.015460129827260971,0.018879033625125885
Proposed,ID Test,F11684,light,H,0.043001655489206314,0.05483692139387131
Proposed,ID Test,F11685,light,M,0.03209945559501648,0.04201904311776161
Proposed,ID Test,F11685,light,H,0.11517499387264252,0.11645549535751343
Proposed,ID Test,F11686,light,M,0.01675058715045452,0.01871156319975853
Proposed,ID Test,F11686,light,H,0.031014783307909966,0.03431764990091324
Proposed,ID Test,F11687,light,M,0.017463883385062218,0.01922188140451908
Proposed,ID Test,F11687,light,H,0.06390422582626343,0.06489574164152145
Proposed,ID Test,F11684,appearance,M,0.00876607559621334,0.016525717452168465
Proposed,ID Test,F11684,appearance,H,0.015349339693784714,0.03499443829059601
Proposed,ID Test,F11685,appearance,M,0.009923887439072132,0.015134401619434357
Proposed,ID Test,F11685,appearance,H,0.026294102892279625,0.028511805459856987
Proposed,ID Test,F11686,appearance,M,0.0042492542415857315,0.0063731130212545395
Proposed,ID Test,F11686,appearance,H,0.014436149969696999,0.015990110114216805
Proposed,ID Test,F11687,appearance,M,0.003702416317537427,0.006299758329987526
Proposed,ID Test,F11687,appearance,H,0.010808969847857952,0.012257755734026432
Proposed,ID Test,F11684,joint,M,0.014352090656757355,0.020584892481565475
Proposed,ID Test,F11684,joint,H,0.049087438732385635,0.06028991937637329
Proposed,ID Test,F11685,joint,M,0.020950041711330414,0.027550430968403816
Proposed,ID Test,F11685,joint,H,0.12440966814756393,0.1269351989030838
Proposed,ID Test,F11686,joint,M,0.013323811814188957,0.016277369111776352
Proposed,ID Test,F11686,joint,H,0.021648533642292023,0.02708519995212555
Proposed,ID Test,F11687,joint,M,0.01843417063355446,0.021166997030377388
Proposed,ID Test,F11687,joint,H,0.007671707309782505,0.012136116623878479
Baseline,ID Test,F11688,camera,M,0.013837954960763454,0.01927461102604866
Baseline,ID Test,F11688,camera,H,0.09424985945224762,0.09511445462703705
Baseline,ID Test,F11689,camera,M,0.01059205923229456,0.012808955274522305
Baseline,ID Test,F11689,camera,H,0.04046803340315819,0.04593716934323311
Baseline,ID Test,F11690,camera,M,0.03269554674625397,0.03489752486348152
Baseline,ID Test,F11690,camera,H,0.0898718610405922,0.0915694609284401
Baseline,ID Test,F11691,camera,M,0.015315891243517399,0.01658894307911396
Baseline,ID Test,F11691,camera,H,0.04792959243059158,0.04920417070388794
Baseline,ID Test,F11688,light,M,0.01288103312253952,0.02223028801381588
Baseline,ID Test,F11688,light,H,0.0672544538974762,0.06924445182085037
Baseline,ID Test,F11689,light,M,0.008560390211641788,0.01181130763143301
Baseline,ID Test,F11689,light,H,0.05621485412120819,0.05929720401763916
Baseline,ID Test,F11690,light,M,0.01257333718240261,0.017249327152967453
Baseline,ID Test,F11690,light,H,0.019451230764389038,0.028769420459866524
Baseline,ID Test,F11691,light,M,0.011234544217586517,0.014151379466056824
Baseline,ID Test,F11691,light,H,0.014069540426135063,0.019912216812372208
Baseline,ID Test,F11688,appearance,M,0.005468099378049374,0.01021043211221695
Baseline,ID Test,F11688,appearance,H,0.012658234685659409,0.015839913859963417
Baseline,ID Test,F11689,appearance,M,0.006521202623844147,0.011873467825353146
Baseline,ID Test,F11689,appearance,H,0.008215662091970444,0.012921853922307491
Baseline,ID Test,F11690,appearance,M,0.009190290234982967,0.013381714932620525
Baseline,ID Test,F11690,appearance,H,0.08119314908981323,0.08258122950792313
Baseline,ID Test,F11691,appearance,M,0.005783176049590111,0.008428463712334633
Baseline,ID Test,F11691,appearance,H,0.0038142846897244453,0.006423170678317547
Baseline,ID Test,F11688,joint,M,0.013506311923265457,0.02039295621216297
Baseline,ID Test,F11688,joint,H,0.03412635996937752,0.03923903778195381
Baseline,ID Test,F11689,joint,M,0.008947516791522503,0.012527484446763992
Baseline,ID Test,F11689,joint,H,0.032370466738939285,0.038643863052129745
Baseline,ID Test,F11690,joint,M,0.03310233727097511,0.037707921117544174
Baseline,ID Test,F11690,joint,H,0.02058239094913006,0.0273724552243948
Baseline,ID Test,F11691,joint,M,0.01240568794310093,0.01623523235321045
Baseline,ID Test,F11691,joint,H,0.12085473537445068,0.12292846292257309
Proposed,ID Test,F11688,camera,M,0.020327161997556686,0.026480214670300484
Proposed,ID Test,F11688,camera,H,0.051107265055179596,0.05187607184052467
Proposed,ID Test,F11689,camera,M,0.010094864293932915,0.012230063788592815
Proposed,ID Test,F11689,camera,H,0.025933733209967613,0.027813386172056198
Proposed,ID Test,F11690,camera,M,0.01649159938097,0.02071988396346569
Proposed,ID Test,F11690,camera,H,0.07525944709777832,0.07770656794309616
Proposed,ID Test,F11691,camera,M,0.006564611103385687,0.008495445363223553
Proposed,ID Test,F11691,camera,H,0.08690416812896729,0.0872572734951973
Proposed,ID Test,F11688,light,M,0.008784187026321888,0.016889501363039017
Proposed,ID Test,F11688,light,H,0.01240572426468134,0.0162602998316288
Proposed,ID Test,F11689,light,M,0.0056342799216508865,0.008531361818313599
Proposed,ID Test,F11689,light,H,0.007689281832426786,0.010135971009731293
Proposed,ID Test,F11690,light,M,0.01573416031897068,0.020776860415935516
Proposed,ID Test,F11690,light,H,0.060897402465343475,0.06373722106218338
Proposed,ID Test,F11691,light,M,0.015079103410243988,0.017461903393268585
Proposed,ID Test,F11691,light,H,0.048287540674209595,0.04998338595032692
Proposed,ID Test,F11688,appearance,M,0.007045777514576912,0.012211627326905727
Proposed,ID Test,F11688,appearance,H,0.019926005974411964,0.021471189334988594
Proposed,ID Test,F11689,appearance,M,0.006826212629675865,0.011930434964597225
Proposed,ID Test,F11689,appearance,H,0.009500161744654179,0.01120805088430643
Proposed,ID Test,F11690,appearance,M,0.01860741898417473,0.022888554260134697
Proposed,ID Test,F11690,appearance,H,0.07319629192352295,0.07536865025758743
Proposed,ID Test,F11691,appearance,M,0.00389661337248981,0.005973129998892546
Proposed,ID Test,F11691,appearance,H,0.00832202285528183,0.010829861275851727
Proposed,ID Test,F11688,joint,M,0.027701372280716896,0.031172415241599083
Proposed,ID Test,F11688,joint,H,0.02634277008473873,0.03087872825562954
Proposed,ID Test,F11689,joint,M,0.01071788091212511,0.012841431424021721
Proposed,ID Test,F11689,joint,H,0.015143627300858498,0.018253479152917862
Proposed,ID Test,F11690,joint,M,0.023961028084158897,0.028874604031443596
Proposed,ID Test,F11690,joint,H,0.05022412911057472,0.05389821529388428
Proposed,ID Test,F11691,joint,M,0.01115540973842144,0.015547853894531727
Proposed,ID Test,F11691,joint,H,0.08245185017585754,0.08474774658679962
Baseline,ID Test,F11692,camera,M,0.0158640556037426,0.017732392996549606
Baseline,ID Test,F11692,camera,H,0.33683833479881287,0.33758676052093506
Baseline,ID Test,F11693,camera,M,0.016349393874406815,0.02010648511350155
Baseline,ID Test,F11693,camera,H,0.043340444564819336,0.04511324688792229
Baseline,ID Test,F11694,camera,M,0.026610586792230606,0.027686621993780136
Baseline,ID Test,F11694,camera,H,0.16523024439811707,0.1659179925918579
Baseline,ID Test,F11695,camera,M,0.011759936809539795,0.016969108954072
Baseline,ID Test,F11695,camera,H,0.047763627022504807,0.053241051733493805
Baseline,ID Test,F11692,light,M,0.016003290191292763,0.01914137415587902
Baseline,ID Test,F11692,light,H,0.02683124877512455,0.03180599585175514
Baseline,ID Test,F11693,light,M,0.011094970628619194,0.015776315703988075
Baseline,ID Test,F11693,light,H,0.029170753434300423,0.031592510640621185
Baseline,ID Test,F11694,light,M,0.014617214910686016,0.016415206715464592
Baseline,ID Test,F11694,light,H,0.0942455306649208,0.09861738234758377
Baseline,ID Test,F11695,light,M,0.0448823980987072,0.048051465302705765
Baseline,ID Test,F11695,light,H,0.11432929337024689,0.118172287940979
Baseline,ID Test,F11692,appearance,M,0.004909489303827286,0.0079859783872962
Baseline,ID Test,F11692,appearance,H,0.011521554552018642,0.014063721522688866
Baseline,ID Test,F11693,appearance,M,0.007436705287545919,0.014073550701141357
Baseline,ID Test,F11693,appearance,H,0.0347735770046711,0.037813276052474976
Baseline,ID Test,F11694,appearance,M,0.005101814400404692,0.007497965823858976
Baseline,ID Test,F11694,appearance,H,0.01470792293548584,0.017642170190811157
Baseline,ID Test,F11695,appearance,M,0.011052385903894901,0.014848572202026844
Baseline,ID Test,F11695,appearance,H,0.07476458698511124,0.0781886950135231
Baseline,ID Test,F11692,joint,M,0.01238096784800291,0.01662476733326912
Baseline,ID Test,F11692,joint,H,0.2677465081214905,0.26989230513572693
Baseline,ID Test,F11693,joint,M,0.016231004148721695,0.020271988585591316
Baseline,ID Test,F11693,joint,H,0.030143260955810547,0.03345584124326706
Baseline,ID Test,F11694,joint,M,0.027187759056687355,0.029209308326244354
Baseline,ID Test,F11694,joint,H,0.16256140172481537,0.16449376940727234
Baseline,ID Test,F11695,joint,M,0.021533934399485588,0.027231095358729362
Baseline,ID Test,F11695,joint,H,0.02634379267692566,0.03338702768087387
Proposed,ID Test,F11692,camera,M,0.021393347531557083,0.023092031478881836
Proposed,ID Test,F11692,camera,H,0.17817683517932892,0.18005670607089996
Proposed,ID Test,F11693,camera,M,0.012743635103106499,0.015323405154049397
Proposed,ID Test,F11693,camera,H,0.015374716371297836,0.01950906403362751
Proposed,ID Test,F11694,camera,M,0.02774767391383648,0.028614651411771774
Proposed,ID Test,F11694,camera,H,0.09686601161956787,0.10032390803098679
Proposed,ID Test,F11695,camera,M,0.010694953612983227,0.013573805801570415
Proposed,ID Test,F11695,camera,H,0.1223745122551918,0.12378250062465668
Proposed,ID Test,F11692,light,M,0.007955800741910934,0.010602926835417747
Proposed,ID Test,F11692,light,H,0.03871718421578407,0.048277899622917175
Proposed,ID Test,F11693,light,M,0.01926831342279911,0.021540604531764984
Proposed,ID Test,F11693,light,H,0.04105415195226669,0.04438519477844238
Proposed,ID Test,F11694,light,M,0.009343763813376427,0.012134199030697346
Proposed,ID Test,F11694,light,H,0.061541128903627396,0.06670499593019485
Proposed,ID Test,F11695,light,M,0.029155096039175987,0.0319756455719471
Proposed,ID Test,F11695,light,H,0.18918198347091675,0.19036196172237396
Proposed,ID Test,F11692,appearance,M,0.0038150744512677193,0.0069679878652095795
Proposed,ID Test,F11692,appearance,H,0.04014973342418671,0.046312179416418076
Proposed,ID Test,F11693,appearance,M,0.00937582366168499,0.014550403691828251
Proposed,ID Test,F11693,appearance,H,0.009364595636725426,0.01228849496692419
Proposed,ID Test,F11694,appearance,M,0.006404178217053413,0.008497253060340881
Proposed,ID Test,F11694,appearance,H,0.013997028581798077,0.020426016300916672
Proposed,ID Test,F11695,appearance,M,0.014425843954086304,0.023762376978993416
Proposed,ID Test,F11695,appearance,H,0.026016853749752045,0.029239190742373466
Proposed,ID Test,F11692,joint,M,0.009808577597141266,0.013161982409656048
Proposed,ID Test,F11692,joint,H,0.07846546173095703,0.08407082408666611
Proposed,ID Test,F11693,joint,M,0.018485181033611298,0.02275458350777626
Proposed,ID Test,F11693,joint,H,0.03695781156420708,0.04161183908581734
Proposed,ID Test,F11694,joint,M,0.03121967427432537,0.032925840467214584
Proposed,ID Test,F11694,joint,H,0.03322826698422432,0.03797879442572594
Proposed,ID Test,F11695,joint,M,0.01754540205001831,0.025266332551836967
Proposed,ID Test,F11695,joint,H,0.17550800740718842,0.17747515439987183
Baseline,ID Test,F11696,camera,M,0.011064753867685795,0.01529425848275423
Baseline,ID Test,F11696,camera,H,0.2073601484298706,0.21235251426696777
Baseline,ID Test,F11697,camera,M,0.02764686569571495,0.029808910563588142
Baseline,ID Test,F11697,camera,H,0.041123587638139725,0.0473480187356472
Baseline,ID Test,F11698,camera,M,0.023372121155261993,0.028301484882831573
Baseline,ID Test,F11698,camera,H,0.21691569685935974,0.22026486694812775
Baseline,ID Test,F11699,camera,M,0.02734820730984211,0.028715480118989944
Baseline,ID Test,F11699,camera,H,0.081826351583004,0.0840516984462738
Baseline,ID Test,F11696,light,M,0.013282275758683681,0.017533736303448677
Baseline,ID Test,F11696,light,H,0.2250279188156128,0.22698082029819489
Baseline,ID Test,F11697,light,M,0.024518441408872604,0.026105714961886406
Baseline,ID Test,F11697,light,H,0.022717757150530815,0.029290655627846718
Baseline,ID Test,F11698,light,M,0.026867464184761047,0.03176349028944969
Baseline,ID Test,F11698,light,H,0.402066171169281,0.40468135476112366
Baseline,ID Test,F11699,light,M,0.014700867235660553,0.01852007582783699
Baseline,ID Test,F11699,light,H,0.15755389630794525,0.15980207920074463
Baseline,ID Test,F11696,appearance,M,0.004313983488827944,0.0069702607579529285
Baseline,ID Test,F11696,appearance,H,0.00901266373693943,0.013914627954363823
Baseline,ID Test,F11697,appearance,M,0.004709366708993912,0.007152178790420294
Baseline,ID Test,F11697,appearance,H,0.011016618460416794,0.01828806847333908
Baseline,ID Test,F11698,appearance,M,0.008656338788568974,0.012306779623031616
Baseline,ID Test,F11698,appearance,H,0.07050499320030212,0.07189899682998657
Baseline,ID Test,F11699,appearance,M,0.008706087246537209,0.011628069914877415
Baseline,ID Test,F11699,appearance,H,0.07450085133314133,0.07620333880186081
Baseline,ID Test,F11696,joint,M,0.026862280443310738,0.03130723908543587
Baseline,ID Test,F11696,joint,H,0.2890637516975403,0.29077932238578796
Baseline,ID Test,F11697,joint,M,0.033927708864212036,0.03652685508131981
Baseline,ID Test,F11697,joint,H,0.11756812781095505,0.11930570006370544
Baseline,ID Test,F11698,joint,M,0.0408109687268734,0.04595181345939636
Baseline,ID Test,F11698,joint,H,0.5679172277450562,0.5694639086723328
Baseline,ID Test,F11699,joint,M,0.028377128764986992,0.03016926534473896
Baseline,ID Test,F11699,joint,H,0.03089134767651558,0.03545092046260834
Proposed,ID Test,F11696,camera,M,0.01622340828180313,0.018577618524432182
Proposed,ID Test,F11696,camera,H,0.13983368873596191,0.14336606860160828
Proposed,ID Test,F11697,camera,M,0.024898910894989967,0.028178563341498375
Proposed,ID Test,F11697,camera,H,0.09615552425384521,0.0976768359541893
Proposed,ID Test,F11698,camera,M,0.016449084505438805,0.018995855003595352
Proposed,ID Test,F11698,camera,H,0.04431014508008957,0.051137376576662064
Proposed,ID Test,F11699,camera,M,0.019090797752141953,0.02076418325304985
Proposed,ID Test,F11699,camera,H,0.011163176037371159,0.014566166326403618
Proposed,ID Test,F11696,light,M,0.02812294289469719,0.029894012957811356
Proposed,ID Test,F11696,light,H,0.20160682499408722,0.20408254861831665
Proposed,ID Test,F11697,light,M,0.03184374049305916,0.033778779208660126
Proposed,ID Test,F11697,light,H,0.006583359558135271,0.009471885859966278
Proposed,ID Test,F11698,light,M,0.02352580800652504,0.030430246144533157
Proposed,ID Test,F11698,light,H,0.2589896023273468,0.3025328814983368
Proposed,ID Test,F11699,light,M,0.01838073879480362,0.021883219480514526
Proposed,ID Test,F11699,light,H,0.17333821952342987,0.17448125779628754
Proposed,ID Test,F11696,appearance,M,0.0034250575117766857,0.005767783150076866
Proposed,ID Test,F11696,appearance,H,0.011552408337593079,0.01859225705265999
Proposed,ID Test,F11697,appearance,M,0.00647745979949832,0.014996415935456753
Proposed,ID Test,F11697,appearance,H,0.00436052680015564,0.0075631835497915745
Proposed,ID Test,F11698,appearance,M,0.007882093079388142,0.014312081038951874
Proposed,ID Test,F11698,appearance,H,0.029959706589579582,0.05166018009185791
Proposed,ID Test,F11699,appearance,M,0.006003054790198803,0.0091319028288126
Proposed,ID Test,F11699,appearance,H,0.05192172899842262,0.053483717143535614
Proposed,ID Test,F11696,joint,M,0.051903415471315384,0.0532398521900177
Proposed,ID Test,F11696,joint,H,0.22770725190639496,0.2303464114665985
Proposed,ID Test,F11697,joint,M,0.019992437213659286,0.023163452744483948
Proposed,ID Test,F11697,joint,H,0.03756318613886833,0.03977100923657417
Proposed,ID Test,F11698,joint,M,0.02727065235376358,0.031727369874715805
Proposed,ID Test,F11698,joint,H,0.5806517601013184,0.592930257320404
Proposed,ID Test,F11699,joint,M,0.027768587693572044,0.030398165807127953
Proposed,ID Test,F11699,joint,H,0.05296236649155617,0.055525634437799454
Baseline,ID Test,F11700,camera,M,0.011940850876271725,0.01522325910627842
Baseline,ID Test,F11700,camera,H,0.07919929921627045,0.07979467511177063
Baseline,ID Test,F11701,camera,M,0.011130708269774914,0.013991687446832657
Baseline,ID Test,F11701,camera,H,0.07521514594554901,0.08060165494680405
Baseline,ID Test,F11702,camera,M,0.023371675983071327,0.025528505444526672
Baseline,ID Test,F11702,camera,H,0.019941214472055435,0.025773251429200172
Baseline,ID Test,F11703,camera,M,0.02280065044760704,0.02401658333837986
Baseline,ID Test,F11703,camera,H,0.026065923273563385,0.02755504474043846
Baseline,ID Test,F11700,light,M,0.011529828421771526,0.016982797533273697
Baseline,ID Test,F11700,light,H,0.05387938395142555,0.05593716725707054
Baseline,ID Test,F11701,light,M,0.021180160343647003,0.02426885813474655
Baseline,ID Test,F11701,light,H,0.033568672835826874,0.03904075175523758
Baseline,ID Test,F11702,light,M,0.02211923524737358,0.024702204391360283
Baseline,ID Test,F11702,light,H,0.013755320571362972,0.018609000369906425
Baseline,ID Test,F11703,light,M,0.012331660836935043,0.015720097348093987
Baseline,ID Test,F11703,light,H,0.04261324927210808,0.04622447490692139
Baseline,ID Test,F11700,appearance,M,0.003927871584892273,0.007606120780110359
Baseline,ID Test,F11700,appearance,H,0.010453990660607815,0.011524074710905552
Baseline,ID Test,F11701,appearance,M,0.004284760914742947,0.008304099552333355
Baseline,ID Test,F11701,appearance,H,0.007549699861556292,0.01045604795217514
Baseline,ID Test,F11702,appearance,M,0.004161638207733631,0.008399169892072678
Baseline,ID Test,F11702,appearance,H,0.010872621089220047,0.014306504279375076
Baseline,ID Test,F11703,appearance,M,0.006324619520455599,0.010085836052894592
Baseline,ID Test,F11703,appearance,H,0.021538952365517616,0.02410293184220791
Baseline,ID Test,F11700,joint,M,0.009499041363596916,0.013412783853709698
Baseline,ID Test,F11700,joint,H,0.07692557573318481,0.07817362248897552
Baseline,ID Test,F11701,joint,M,0.016017569229006767,0.020457608625292778
Baseline,ID Test,F11701,joint,H,0.1332506239414215,0.13570185005664825
Baseline,ID Test,F11702,joint,M,0.010719235986471176,0.016059519723057747
Baseline,ID Test,F11702,joint,H,0.025872962549328804,0.02987196110188961
Baseline,ID Test,F11703,joint,M,0.016901029273867607,0.0205535851418972
Baseline,ID Test,F11703,joint,H,0.06509201228618622,0.0676460862159729
Proposed,ID Test,F11700,camera,M,0.02784837782382965,0.03122318536043167
Proposed,ID Test,F11700,camera,H,0.04155509173870087,0.042107630521059036
Proposed,ID Test,F11701,camera,M,0.012002279050648212,0.015155223198235035
Proposed,ID Test,F11701,camera,H,0.05212622508406639,0.053166866302490234
Proposed,ID Test,F11702,camera,M,0.01756221614778042,0.01992757059633732
Proposed,ID Test,F11702,camera,H,0.023143572732806206,0.024942724034190178
Proposed,ID Test,F11703,camera,M,0.009182656183838844,0.011535863392055035
Proposed,ID Test,F11703,camera,H,0.054015517234802246,0.054478686302900314
Proposed,ID Test,F11700,light,M,0.007494217250496149,0.011608087457716465
Proposed,ID Test,F11700,light,H,0.016744069755077362,0.02018093317747116
Proposed,ID Test,F11701,light,M,0.008131989277899265,0.011386866681277752
Proposed,ID Test,F11701,light,H,0.009687692858278751,0.011929944157600403
Proposed,ID Test,F11702,light,M,0.014801685698330402,0.01635693944990635
Proposed,ID Test,F11702,light,H,0.012276409193873405,0.015279846265912056
Proposed,ID Test,F11703,light,M,0.017104579135775566,0.019836893305182457
Proposed,ID Test,F11703,light,H,0.024687258526682854,0.027174176648259163
Proposed,ID Test,F11700,appearance,M,0.005197377875447273,0.009426631033420563
Proposed,ID Test,F11700,appearance,H,0.006865707691758871,0.009794861078262329
Proposed,ID Test,F11701,appearance,M,0.005070141516625881,0.008648170158267021
Proposed,ID Test,F11701,appearance,H,0.0036099536810070276,0.006200289353728294
Proposed,ID Test,F11702,appearance,M,0.00669507123529911,0.010966157540678978
Proposed,ID Test,F11702,appearance,H,0.02236335724592209,0.023719973862171173
Proposed,ID Test,F11703,appearance,M,0.006362242624163628,0.010600131936371326
Proposed,ID Test,F11703,appearance,H,0.03594084456562996,0.03667330741882324
Proposed,ID Test,F11700,joint,M,0.03769702464342117,0.03970883786678314
Proposed,ID Test,F11700,joint,H,0.08410362899303436,0.08845788985490799
Proposed,ID Test,F11701,joint,M,0.010607792064547539,0.015779005363583565
Proposed,ID Test,F11701,joint,H,0.012802164070308208,0.016004301607608795
Proposed,ID Test,F11702,joint,M,0.010957245714962482,0.014592391438782215
Proposed,ID Test,F11702,joint,H,0.029636016115546227,0.03181209787726402
Proposed,ID Test,F11703,joint,M,0.012278545647859573,0.01626296527683735
Proposed,ID Test,F11703,joint,H,0.09395229816436768,0.09564913064241409
Baseline,ID Test,F11704,camera,M,0.023647861555218697,0.025887485593557358
Baseline,ID Test,F11704,camera,H,0.020882556214928627,0.0230840016156435
Baseline,ID Test,F11705,camera,M,0.009313525632023811,0.012754355557262897
Baseline,ID Test,F11705,camera,H,0.03558472916483879,0.03962860256433487
Baseline,ID Test,F11706,camera,M,0.0261918306350708,0.027246970683336258
Baseline,ID Test,F11706,camera,H,0.04381919279694557,0.046720728278160095
Baseline,ID Test,F11707,camera,M,0.009369974955916405,0.011493301950395107
Baseline,ID Test,F11707,camera,H,0.10138346999883652,0.10266333073377609
Baseline,ID Test,F11704,light,M,0.029347674921154976,0.03136115148663521
Baseline,ID Test,F11704,light,H,0.12413062900304794,0.1278042048215866
Baseline,ID Test,F11705,light,M,0.023873724043369293,0.0268615260720253
Baseline,ID Test,F11705,light,H,0.03149576485157013,0.03470759466290474
Baseline,ID Test,F11706,light,M,0.010925570502877235,0.014229816384613514
Baseline,ID Test,F11706,light,H,0.019979137927293777,0.025780808180570602
Baseline,ID Test,F11707,light,M,0.0189131461083889,0.021164683625102043
Baseline,ID Test,F11707,light,H,0.093100905418396,0.09603694826364517
Baseline,ID Test,F11704,appearance,M,0.005082463379949331,0.007588035427033901
Baseline,ID Test,F11704,appearance,H,0.03058234229683876,0.03154502809047699
Baseline,ID Test,F11705,appearance,M,0.006605109665542841,0.011592590250074863
Baseline,ID Test,F11705,appearance,H,0.01350318267941475,0.01682817004621029
Baseline,ID Test,F11706,appearance,M,0.005687390919774771,0.01070376392453909
Baseline,ID Test,F11706,appearance,H,0.04356709495186806,0.04784015566110611
Baseline,ID Test,F11707,appearance,M,0.004412378650158644,0.0062517523765563965
Baseline,ID Test,F11707,appearance,H,0.024678779765963554,0.02633383683860302
Baseline,ID Test,F11704,joint,M,0.009434964507818222,0.012364502064883709
Baseline,ID Test,F11704,joint,H,0.009683052077889442,0.013156859204173088
Baseline,ID Test,F11705,joint,M,0.014234047383069992,0.017738616093993187
Baseline,ID Test,F11705,joint,H,0.035748112946748734,0.03921852260828018
Baseline,ID Test,F11706,joint,M,0.04540924355387688,0.04828772321343422
Baseline,ID Test,F11706,joint,H,0.053211573511362076,0.0612761452794075
Baseline,ID Test,F11707,joint,M,0.009642929770052433,0.011460590176284313
Baseline,ID Test,F11707,joint,H,0.08898615837097168,0.09282182902097702
Proposed,ID Test,F11704,camera,M,0.03892723470926285,0.040301039814949036
Proposed,ID Test,F11704,camera,H,0.07211646437644958,0.0782642811536789
Proposed,ID Test,F11705,camera,M,0.008020800538361073,0.01014839205890894
Proposed,ID Test,F11705,camera,H,0.014713364653289318,0.016732720658183098
Proposed,ID Test,F11706,camera,M,0.024562597274780273,0.02578122355043888
Proposed,ID Test,F11706,camera,H,0.045914627611637115,0.05013382434844971
Proposed,ID Test,F11707,camera,M,0.013500153087079525,0.01567486859858036
Proposed,ID Test,F11707,camera,H,0.029041368514299393,0.03248899430036545
Proposed,ID Test,F11704,light,M,0.020493388175964355,0.026584193110466003
Proposed,ID Test,F11704,light,H,0.1491309553384781,0.15914936363697052
Proposed,ID Test,F11705,light,M,0.03503835201263428,0.03621592000126839
Proposed,ID Test,F11705,light,H,0.006786405574530363,0.009062190540134907
Proposed,ID Test,F11706,light,M,0.0151609405875206,0.0217424388974905
Proposed,ID Test,F11706,light,H,0.034968819469213486,0.04241250455379486
Proposed,ID Test,F11707,light,M,0.017551567405462265,0.02008974552154541
Proposed,ID Test,F11707,light,H,0.05923348292708397,0.06050244718790054
Proposed,ID Test,F11704,appearance,M,0.0047806850634515285,0.009824511595070362
Proposed,ID Test,F11704,appearance,H,0.029676496982574463,0.044617388397455215
Proposed,ID Test,F11705,appearance,M,0.005858347285538912,0.008357368409633636
Proposed,ID Test,F11705,appearance,H,0.011837675236165524,0.013473853468894958
Proposed,ID Test,F11706,appearance,M,0.00949401780962944,0.018302809447050095
