pair_id,latent_id,latent_split,reference_sample_id,variant_sample_id,pair_role,changed_camera,changed_light,changed_appearance,reference_camera,variant_camera,reference_light,variant_light,reference_appearance,variant_appearance,m_hash_equal,h_hash_equal,mask_hash_equal,appearance_hash_equal_expected,rgb_mad_valid,rgb_rmse_valid,rgb_max_abs_valid,luminance_mad_valid
L029_A0_A2,L029,validation_like_id,L029_A0,L029_A2,light,False,True,False,Olympus E-PL2,Olympus E-PL2,FL2,D65,appearance0,appearance0,True,True,True,True,0.0286936648190021,0.0305520761758089,0.0485358834266662,0.0064700432121753
L029_A0_A3,L029,validation_like_id,L029_A0,L029_A3,appearance,False,False,True,Olympus E-PL2,Olympus E-PL2,FL2,FL2,appearance0,appearance1,True,True,True,False,0.0826910510659217,0.0937038734555244,0.2228564023971557,0.0902833417057991
L029_A0_A4,L029,validation_like_id,L029_A0,L029_A4,joint,True,True,True,Olympus E-PL2,Canon 5DMarkII,FL2,D65,appearance0,appearance2,True,True,True,False,0.0682551190257072,0.080896221101284,0.1921445727348327,0.0894903242588043
L030_A0_A1,L030,validation_like_id,L030_A0,L030_A1,camera,True,False,False,Canon 5DMarkII,Nokia N900,A,A,appearance0,appearance0,True,True,True,True,0.0101165687665343,0.0166099406778812,0.0339557603001594,0.0030447852332144
L030_A0_A2,L030,validation_like_id,L030_A0,L030_A2,light,False,True,False,Canon 5DMarkII,Canon 5DMarkII,A,FL2,appearance0,appearance0,True,True,True,True,0.0487651266157627,0.0533236898481845,0.0841018557548523,0.0035563083365559
L030_A0_A3,L030,validation_like_id,L030_A0,L030_A3,appearance,False,False,True,Canon 5DMarkII,Canon 5DMarkII,A,A,appearance0,appearance1,True,True,True,False,0.0197297949343919,0.0287610944360494,0.1581096649169922,0.0197391584515571
L030_A0_A4,L030,validation_like_id,L030_A0,L030_A4,joint,True,True,True,Canon 5DMarkII,Nokia N900,A,FL2,appearance0,appearance2,True,True,True,False,0.0635125413537025,0.0745487809181213,0.2625764906406402,0.019101021811366
L031_A0_A1,L031,validation_like_id,L031_A0,L031_A1,camera,True,False,False,Nokia N900,Nikon D80,FL2,FL2,appearance0,appearance0,True,True,True,True,0.0111432494595646,0.0165142472833395,0.0422554165124893,0.0019108786946162
L031_A0_A2,L031,validation_like_id,L031_A0,L031_A2,light,False,True,False,Nokia N900,Nokia N900,FL2,D65,appearance0,appearance0,True,True,True,True,0.0198869537562131,0.0236841961741447,0.0405908823013305,0.0090225031599402
L031_A0_A3,L031,validation_like_id,L031_A0,L031_A3,appearance,False,False,True,Nokia N900,Nokia N900,FL2,FL2,appearance0,appearance1,True,True,True,False,0.0233933944255113,0.0369295701384544,0.2216909378767013,0.0279050283133983
L031_A0_A4,L031,validation_like_id,L031_A0,L031_A4,joint,True,True,True,Nokia N900,Nikon D80,FL2,D65,appearance0,appearance2,True,True,True,False,0.0412717871367931,0.0495678298175334,0.2539224922657013,0.0198846235871315
L032_A0_A1,L032,id_test,L032_A0,L032_A1,camera,True,False,False,Canon 5DMarkII,Nokia N900,D65,D65,appearance0,appearance0,True,True,True,True,0.0174675583839416,0.0191947910934686,0.0284634828567504,0.002234675688669
L032_A0_A2,L032,id_test,L032_A0,L032_A2,light,False,True,False,Canon 5DMarkII,Canon 5DMarkII,D65,A,appearance0,appearance0,True,True,True,True,0.0298045128583908,0.0319073125720024,0.0484788417816162,0.0002435239002807
L032_A0_A3,L032,id_test,L032_A0,L032_A3,appearance,False,False,True,Canon 5DMarkII,Canon 5DMarkII,D65,D65,appearance0,appearance1,True,True,True,False,0.1032124608755111,0.1180182993412017,0.2904990315437317,0.1043013408780098
L032_A0_A4,L032,id_test,L032_A0,L032_A4,joint,True,True,True,Canon 5DMarkII,Nokia N900,D65,A,appearance0,appearance2,True,True,True,False,0.0533061847090721,0.0639353990554809,0.1562919616699218,0.058896280825138
L033_A0_A1,L033,id_test,L033_A0,L033_A1,camera,True,False,False,Nokia N900,Nikon D80,A,A,appearance0,appearance0,True,True,True,True,0.0124345291405916,0.0184428077191114,0.0371959805488586,0.000869546434842
L033_A0_A2,L033,id_test,L033_A0,L033_A2,light,False,True,False,Nokia N900,Nokia N900,A,FL2,appearance0,appearance0,True,True,True,True,0.0452639311552047,0.0514446310698986,0.0807614922523498,0.0099135963246226
L033_A0_A3,L033,id_test,L033_A0,L033_A3,appearance,False,False,True,Nokia N900,Nokia N900,A,A,appearance0,appearance1,True,True,True,False,0.1320558190345764,0.1414656192064285,0.2942227721214294,0.130264401435852
L033_A0_A4,L033,id_test,L033_A0,L033_A4,joint,True,True,True,Nokia N900,Nikon D80,A,FL2,appearance0,appearance2,True,True,True,False,0.0589435435831546,0.0697324126958847,0.1775342226028442,0.0677131563425064
L034_A0_A1,L034,id_test,L034_A0,L034_A1,camera,True,False,False,Nikon D80,Pentax Q,FL2,FL2,appearance0,appearance0,True,True,True,True,0.0149146253243088,0.0201713182032108,0.0414489209651947,0.0037305096630007
L034_A0_A2,L034,id_test,L034_A0,L034_A2,light,False,True,False,Nikon D80,Nikon D80,FL2,D65,appearance0,appearance0,True,True,True,True,0.0220300834625959,0.0231910143047571,0.0393250584602355,0.0019478155300021
L034_A0_A3,L034,id_test,L034_A0,L034_A3,appearance,False,False,True,Nikon D80,Nikon D80,FL2,FL2,appearance0,appearance1,True,True,True,False,0.0784458816051483,0.0898308157920837,0.238818347454071,0.0827328935265541
L034_A0_A4,L034,id_test,L034_A0,L034_A4,joint,True,True,True,Nikon D80,Pentax Q,FL2,D65,appearance0,appearance2,True,True,True,False,0.0402047261595726,0.050706647336483,0.1711313724517822,0.0404336228966712
L035_A0_A1,L035,id_test,L035_A0,L035_A1,camera,True,False,False,Pentax Q,SONY NEX-5N,D65,D65,appearance0,appearance0,True,True,True,True,0.0068670278415083,0.0071790106594562,0.0097808539867401,0.0039343792013823
L035_A0_A2,L035,id_test,L035_A0,L035_A2,light,False,True,False,Pentax Q,Pentax Q,D65,A,appearance0,appearance0,True,True,True,True,0.0263188946992158,0.0294340383261442,0.0423904657363891,0.0046383314765989
L035_A0_A3,L035,id_test,L035_A0,L035_A3,appearance,False,False,True,Pentax Q,Pentax Q,D65,D65,appearance0,appearance1,True,True,True,False,0.0258062500506639,0.0357614271342754,0.1861872971057891,0.0267206840217113
L035_A0_A4,L035,id_test,L035_A0,L035_A4,joint,True,True,True,Pentax Q,SONY NEX-5N,D65,A,appearance0,appearance2,True,True,True,False,0.072971686720848,0.0853279531002044,0.2371642887592315,0.0552387312054634
L036_A0_A1,L036,id_test,L036_A0,L036_A1,camera,True,False,False,SONY NEX-5N,Olympus E-PL2,A,A,appearance0,appearance0,True,True,True,True,0.0060261613689363,0.0066665424965322,0.0104005336761474,0.0027096620760858
L036_A0_A2,L036,id_test,L036_A0,L036_A2,light,False,True,False,SONY NEX-5N,SONY NEX-5N,A,FL2,appearance0,appearance0,True,True,True,True,0.0561434179544448,0.0627843365073204,0.0964723229408264,0.0078410189598798
L036_A0_A3,L036,id_test,L036_A0,L036_A3,appearance,False,False,True,SONY NEX-5N,SONY NEX-5N,A,A,appearance0,appearance1,True,True,True,False,0.0451962277293205,0.0526690110564231,0.1554779857397079,0.0448930226266384
L036_A0_A4,L036,id_test,L036_A0,L036_A4,joint,True,True,True,SONY NEX-5N,Olympus E-PL2,A,FL2,appearance0,appearance2,True,True,True,False,0.0663512721657753,0.081107884645462,0.2352575659751892,0.0385168343782424
L037_A0_A1,L037,id_test,L037_A0,L037_A1,camera,True,False,False,Olympus E-PL2,Canon 5DMarkII,FL2,FL2,appearance0,appearance0,True,True,True,True,0.005011839326471,0.005303778219968,0.0076264217495918,0.0011048202868551
L037_A0_A2,L037,id_test,L037_A0,L037_A2,light,False,True,False,Olympus E-PL2,Olympus E-PL2,FL2,D65,appearance0,appearance0,True,True,True,True,0.0282609444111585,0.0291764102876186,0.0421638488769531,0.0072786975651979
L037_A0_A3,L037,id_test,L037_A0,L037_A3,appearance,False,False,True,Olympus E-PL2,Olympus E-PL2,FL2,FL2,appearance0,appearance1,True,True,True,False,0.0246589165180921,0.0354092419147491,0.1814219355583191,0.026228716596961
L037_A0_A4,L037,id_test,L037_A0,L037_A4,joint,True,True,True,Olympus E-PL2,Canon 5DMarkII,FL2,D65,appearance0,appearance2,True,True,True,False,0.0383450649678707,0.0484667867422103,0.256176084280014,0.0271823946386575
L038_A0_A1,L038,id_test,L038_A0,L038_A1,camera,True,False,False,Canon 5DMarkII,Nokia N900,A,A,appearance0,appearance0,True,True,True,True,0.0135667528957128,0.0222305580973625,0.0462987124919891,0.0041174907237291
L038_A0_A2,L038,id_test,L038_A0,L038_A2,light,False,True,False,Canon 5DMarkII,Canon 5DMarkII,A,FL2,appearance0,appearance0,True,True,True,True,0.0614445842802524,0.0679649785161018,0.1129892468452453,0.0050039538182318
L038_A0_A3,L038,id_test,L038_A0,L038_A3,appearance,False,False,True,Canon 5DMarkII,Canon 5DMarkII,A,A,appearance0,appearance1,True,True,True,False,0.0393946580588817,0.0516876317560672,0.1875000596046447,0.0390908382833004
L038_A0_A4,L038,id_test,L038_A0,L038_A4,joint,True,True,True,Canon 5DMarkII,Nokia N900,A,FL2,appearance0,appearance2,True,True,True,False,0.0846074223518371,0.0984988063573837,0.2159229516983032,0.025442536920309
L039_A0_A1,L039,id_test,L039_A0,L039_A1,camera,True,False,False,Nokia N900,Nikon D80,FL2,FL2,appearance0,appearance0,True,True,True,True,0.0141474138945341,0.0212842151522636,0.0585201606154441,0.0025044612120836
L039_A0_A2,L039,id_test,L039_A0,L039_A2,light,False,True,False,Nokia N900,Nokia N900,FL2,D65,appearance0,appearance0,True,True,True,True,0.0225717574357986,0.0265747252851724,0.0416918694972991,0.0100094657391309
L039_A0_A3,L039,id_test,L039_A0,L039_A3,appearance,False,False,True,Nokia N900,Nokia N900,FL2,FL2,appearance0,appearance1,True,True,True,False,0.0234885215759277,0.0367217548191547,0.2542822360992431,0.0262879487127065
L039_A0_A4,L039,id_test,L039_A0,L039_A4,joint,True,True,True,Nokia N900,Nikon D80,FL2,D65,appearance0,appearance2,True,True,True,False,0.0448945760726928,0.0493275411427021,0.155004620552063,0.0438933111727237
L040_A0_A1,L040,camera_ood,L040_A0,L040_A1,camera,True,False,False,Canon 5DMarkII,Canon 1DMarkIII,D65,D65,appearance0,appearance0,True,True,True,True,0.0038684657774865,0.0044119819067418,0.0074924230575561,0.0007071092841215
L040_A0_A2,L040,camera_ood,L040_A0,L040_A2,light,False,True,False,Canon 5DMarkII,Canon 5DMarkII,D65,A,appearance0,appearance0,True,True,True,True,0.0333846136927604,0.0356338545680046,0.0528534054756164,0.0002672226983122
L040_A0_A3,L040,camera_ood,L040_A0,L040_A3,appearance,False,False,True,Canon 5DMarkII,Canon 5DMarkII,D65,D65,appearance0,appearance1,True,True,True,False,0.0672408491373062,0.0748727843165397,0.1568271517753601,0.0673763081431388
L040_A0_A4,L040,camera_ood,L040_A0,L040_A4,joint,True,True,True,Canon 5DMarkII,Canon 1DMarkIII,D65,A,appearance0,appearance2,True,True,True,False,0.0829945653676986,0.0972181484103202,0.275641918182373,0.0589934289455413
L041_A0_A1,L041,camera_ood,L041_A0,L041_A1,camera,True,False,False,Nokia N900,Nikon D5100,A,A,appearance0,appearance0,True,True,True,True,0.0127665037289261,0.0189140625298023,0.0363496243953704,0.0022122915834188
L041_A0_A2,L041,camera_ood,L041_A0,L041_A2,light,False,True,False,Nokia N900,Nokia N900,A,FL2,appearance0,appearance0,True,True,True,True,0.0457837581634521,0.0516717247664928,0.0787445306777954,0.0094132488593459
L041_A0_A3,L041,camera_ood,L041_A0,L041_A3,appearance,False,False,True,Nokia N900,Nokia N900,A,A,appearance0,appearance1,True,True,True,False,0.0531254671514034,0.0668364241719245,0.2152991294860839,0.0530108585953712
L041_A0_A4,L041,camera_ood,L041_A0,L041_A4,joint,True,True,True,Nokia N900,Nikon D5100,A,FL2,appearance0,appearance2,True,True,True,False,0.0646247863769531,0.0787753462791442,0.203781247138977,0.0768087580800056
L042_A0_A1,L042,camera_ood,L042_A0,L042_A1,camera,True,False,False,Nikon D80,Canon 1DMarkIII,FL2,FL2,appearance0,appearance0,True,True,True,True,0.0064472500234842,0.0079591153189539,0.0148292481899261,0.0022403330076485
L042_A0_A2,L042,camera_ood,L042_A0,L042_A2,light,False,True,False,Nikon D80,Nikon D80,FL2,D65,appearance0,appearance0,True,True,True,True,0.0233292635530233,0.0251496247947216,0.0425754785537719,0.0009998298482969
L042_A0_A3,L042,camera_ood,L042_A0,L042_A3,appearance,False,False,True,Nikon D80,Nikon D80,FL2,FL2,appearance0,appearance1,True,True,True,False,0.0652617961168289,0.0754218325018882,0.2283960580825805,0.0682771727442741
L042_A0_A4,L042,camera_ood,L042_A0,L042_A4,joint,True,True,True,Nikon D80,Canon 1DMarkIII,FL2,D65,appearance0,appearance2,True,True,True,False,0.0393697023391723,0.0508510507643222,0.1438349485397339,0.04390399903059
L043_A0_A1,L043,camera_ood,L043_A0,L043_A1,camera,True,False,False,Pentax Q,Nikon D5100,D65,D65,appearance0,appearance0,True,True,True,True,0.0155696542933583,0.0205361004918813,0.0370434820652008,0.0045309029519557
L043_A0_A2,L043,camera_ood,L043_A0,L043_A2,light,False,True,False,Pentax Q,Pentax Q,D65,A,appearance0,appearance0,True,True,True,True,0.0279197879135608,0.0318010114133358,0.044757604598999,0.0065772789530456
L043_A0_A3,L043,camera_ood,L043_A0,L043_A3,appearance,False,False,True,Pentax Q,Pentax Q,D65,D65,appearance0,appearance1,True,True,True,False,0.0247836764901876,0.0342584066092968,0.1654877960681915,0.0258048083633184
L043_A0_A4,L043,camera_ood,L043_A0,L043_A4,joint,True,True,True,Pentax Q,Nikon D5100,D65,A,appearance0,appearance2,True,True,True,False,0.0623436830937862,0.0749185532331466,0.1774319410324096,0.0843394696712493
L044_A0_A1,L044,camera_ood,L044_A0,L044_A1,camera,True,False,False,SONY NEX-5N,Canon 1DMarkIII,A,A,appearance0,appearance0,True,True,True,True,0.0034181468654423,0.0055622109211981,0.0110426545143127,0.000273894140264
L044_A0_A2,L044,camera_ood,L044_A0,L044_A2,light,False,True,False,SONY NEX-5N,SONY NEX-5N,A,FL2,appearance0,appearance0,True,True,True,True,0.0517819598317146,0.0576413534581661,0.0919702649116516,0.0068074450828135
L044_A0_A3,L044,camera_ood,L044_A0,L044_A3,appearance,False,False,True,SONY NEX-5N,SONY NEX-5N,A,A,appearance0,appearance1,True,True,True,False,0.076447881758213,0.0900825336575508,0.2651300430297851,0.0776885151863098
L044_A0_A4,L044,camera_ood,L044_A0,L044_A4,joint,True,True,True,SONY NEX-5N,Canon 1DMarkIII,A,FL2,appearance0,appearance2,True,True,True,False,0.0472454205155372,0.057777039706707,0.164925217628479,0.0220566745847463
L045_A0_A1,L045,camera_ood,L045_A0,L045_A1,camera,True,False,False,Olympus E-PL2,Nikon D5100,FL2,FL2,appearance0,appearance0,True,True,True,True,0.0045485966838896,0.0047535910271108,0.0070405900478363,0.001300727832131
L045_A0_A2,L045,camera_ood,L045_A0,L045_A2,light,False,True,False,Olympus E-PL2,Olympus E-PL2,FL2,D65,appearance0,appearance0,True,True,True,True,0.0247022863477468,0.0265528317540884,0.0439848899841308,0.0052656014449894
L045_A0_A3,L045,camera_ood,L045_A0,L045_A3,appearance,False,False,True,Olympus E-PL2,Olympus E-PL2,FL2,FL2,appearance0,appearance1,True,True,True,False,0.0209654886275529,0.0297049637883901,0.1298843324184417,0.0228898022323846
L045_A0_A4,L045,camera_ood,L045_A0,L045_A4,joint,True,True,True,Olympus E-PL2,Nikon D5100,FL2,D65,appearance0,appearance2,True,True,True,False,0.0689326971769332,0.0813830643892288,0.2118102610111236,0.051276296377182
L046_A0_A1,L046,camera_ood,L046_A0,L046_A1,camera,True,False,False,Canon 5DMarkII,Canon 1DMarkIII,A,A,appearance0,appearance0,True,True,True,True,0.0020718360319733,0.0021032320801168,0.0031823068857192,0.0005554190138354
L046_A0_A2,L046,camera_ood,L046_A0,L046_A2,light,False,True,False,Canon 5DMarkII,Canon 5DMarkII,A,FL2,appearance0,appearance0,True,True,True,True,0.0544520057737827,0.0592374131083488,0.0877715945243835,0.0039655887521803
L046_A0_A3,L046,camera_ood,L046_A0,L046_A3,appearance,False,False,True,Canon 5DMarkII,Canon 5DMarkII,A,A,appearance0,appearance1,True,True,True,False,0.0264844857156276,0.034084714949131,0.127116322517395,0.0275535658001899
L046_A0_A4,L046,camera_ood,L046_A0,L046_A4,joint,True,True,True,Canon 5DMarkII,Canon 1DMarkIII,A,FL2,appearance0,appearance2,True,True,True,False,0.058053933084011,0.0674221366643905,0.1482794284820556,0.0159483756870031
L047_A0_A1,L047,camera_ood,L047_A0,L047_A1,camera,True,False,False,Nokia N900,Nikon D5100,FL2,FL2,appearance0,appearance0,True,True,True,True,0.0114867063239216,0.0154297957196831,0.0349879451096057,0.0027822637930512
L047_A0_A2,L047,camera_ood,L047_A0,L047_A2,light,False,True,False,Nokia N900,Nokia N900,FL2,D65,appearance0,appearance0,True,True,True,True,0.0197553783655166,0.0232947114855051,0.038497507572174,0.0072029251605272
L047_A0_A3,L047,camera_ood,L047_A0,L047_A3,appearance,False,False,True,Nokia N900,Nokia N900,FL2,FL2,appearance0,appearance1,True,True,True,False,0.028443593531847,0.0383445098996162,0.1664027273654937,0.0328360870480537
L047_A0_A4,L047,camera_ood,L047_A0,L047_A4,joint,True,True,True,Nokia N900,Nikon D5100,FL2,D65,appearance0,appearance2,True,True,True,False,0.031391579657793,0.0352954491972923,0.0986673161387443,0.0103761106729507
L048_A0_A1,L048,light_ood,L048_A0,L048_A1,camera,True,False,False,Canon 5DMarkII,Nokia N900,D65,D65,appearance0,appearance0,True,True,True,True,0.0197137407958507,0.0215508956462144,0.0311125516891479,0.0027929951902478
L048_A0_A2,L048,light_ood,L048_A0,L048_A2,light,False,True,False,Canon 5DMarkII,Canon 5DMarkII,D65,FL11,appearance0,appearance0,True,True,True,True,0.0263965465128421,0.0277265086770057,0.0410877466201782,0.0134720066562294
L048_A0_A3,L048,light_ood,L048_A0,L048_A3,appearance,False,False,True,Canon 5DMarkII,Canon 5DMarkII,D65,D65,appearance0,appearance1,True,True,True,False,0.044320274144411,0.0551267452538013,0.1906038522720337,0.0444035194814205
L048_A0_A4,L048,light_ood,L048_A0,L048_A4,joint,True,True,True,Canon 5DMarkII,Nokia N900,D65,FL11,appearance0,appearance2,True,True,True,False,0.1086404249072074,0.1181632652878761,0.2307599484920501,0.1140387803316116
L049_A0_A1,L049,light_ood,L049_A0,L049_A1,camera,True,False,False,Nokia N900,Nikon D80,A,A,appearance0,appearance0,True,True,True,True,0.0108026470988988,0.0160954892635345,0.0304656326770782,0.0004478319606278
L049_A0_A2,L049,light_ood,L049_A0,L049_A2,light,False,True,False,Nokia N900,Nokia N900,A,FL11,appearance0,appearance0,True,True,True,True,0.0204512476921081,0.0251817684620618,0.0430572926998138,0.0090688299387693
L049_A0_A3,L049,light_ood,L049_A0,L049_A3,appearance,False,False,True,Nokia N900,Nokia N900,A,A,appearance0,appearance1,True,True,True,False,0.0577699616551399,0.0656720921397209,0.1718053221702575,0.0578937157988548
L049_A0_A4,L049,light_ood,L049_A0,L049_A4,joint,True,True,True,Nokia N900,Nikon D80,A,FL11,appearance0,appearance2,True,True,True,False,0.1700339466333389,0.1794639229774475,0.3352137804031372,0.1723729819059372
L050_A0_A1,L050,light_ood,L050_A0,L050_A1,camera,True,False,False,Nikon D80,Pentax Q,FL2,FL2,appearance0,appearance0,True,True,True,True,0.0185313485562801,0.0243369918316602,0.0457826256752014,0.0049089132808148
L050_A0_A2,L050,light_ood,L050_A0,L050_A2,light,False,True,False,Nikon D80,Nikon D80,FL2,FL11,appearance0,appearance0,True,True,True,True,0.0280540194362401,0.0341063179075717,0.0616184473037719,0.0040396219119429
L050_A0_A3,L050,light_ood,L050_A0,L050_A3,appearance,False,False,True,Nikon D80,Nikon D80,FL2,FL2,appearance0,appearance1,True,True,True,False,0.1043959483504295,0.1139819622039794,0.2421886920928955,0.1091602444648742
L050_A0_A4,L050,light_ood,L050_A0,L050_A4,joint,True,True,True,Nikon D80,Pentax Q,FL2,FL11,appearance0,appearance2,True,True,True,False,0.0464527308940887,0.059475127607584,0.199098527431488,0.0362687818706035
L051_A0_A1,L051,light_ood,L051_A0,L051_A1,camera,True,False,False,Pentax Q,SONY NEX-5N,D65,D65,appearance0,appearance0,True,True,True,True,0.0069135217927396,0.0072444826364517,0.0095129907131195,0.0039223036728799
L051_A0_A2,L051,light_ood,L051_A0,L051_A2,light,False,True,False,Pentax Q,Pentax Q,D65,FL11,appearance0,appearance0,True,True,True,True,0.0094811720773577,0.0105762500315904,0.0174841582775115,0.0039437543600797
L051_A0_A3,L051,light_ood,L051_A0,L051_A3,appearance,False,False,True,Pentax Q,Pentax Q,D65,D65,appearance0,appearance1,True,True,True,False,0.022487711161375,0.0303057953715324,0.1348456442356109,0.0231337863951921
L051_A0_A4,L051,light_ood,L051_A0,L051_A4,joint,True,True,True,Pentax Q,SONY NEX-5N,D65,FL11,appearance0,appearance2,True,True,True,False,0.0383394286036491,0.0498132966458797,0.1770026087760925,0.0425392240285873
L052_A0_A1,L052,light_ood,L052_A0,L052_A1,camera,True,False,False,SONY NEX-5N,Olympus E-PL2,A,A,appearance0,appearance0,True,True,True,True,0.0037951152771711,0.0045302039943635,0.0080717206001281,0.0018139960011467
L052_A0_A2,L052,light_ood,L052_A0,L052_A2,light,False,True,False,SONY NEX-5N,SONY NEX-5N,A,FL11,appearance0,appearance0,True,True,True,True,0.0250433105975389,0.0307838730514049,0.0503085106611251,0.0092819519340991
L052_A0_A3,L052,light_ood,L052_A0,L052_A3,appearance,False,False,True,SONY NEX-5N,SONY NEX-5N,A,A,appearance0,appearance1,True,True,True,False,0.0274224951863288,0.035963736474514,0.1436763405799865,0.028003579005599
L052_A0_A4,L052,light_ood,L052_A0,L052_A4,joint,True,True,True,SONY NEX-5N,Olympus E-PL2,A,FL11,appearance0,appearance2,True,True,True,False,0.0321809537708759,0.0407564491033554,0.1757616996765136,0.0308426413685083
L053_A0_A1,L053,light_ood,L053_A0,L053_A1,camera,True,False,False,Olympus E-PL2,Canon 5DMarkII,FL2,FL2,appearance0,appearance0,True,True,True,True,0.0053254370577633,0.0056327390484511,0.0088720917701721,0.0010199921671301
L053_A0_A2,L053,light_ood,L053_A0,L053_A2,light,False,True,False,Olympus E-PL2,Olympus E-PL2,FL2,FL11,appearance0,appearance0,True,True,True,True,0.0237189140170812,0.0296660382300615,0.053366482257843,0.0043716337531805
L053_A0_A3,L053,light_ood,L053_A0,L053_A3,appearance,False,False,True,Olympus E-PL2,Olympus E-PL2,FL2,FL2,appearance0,appearance1,True,True,True,False,0.0765845403075218,0.089826688170433,0.2731780111789703,0.0824289098381996
L053_A0_A4,L053,light_ood,L053_A0,L053_A4,joint,True,True,True,Olympus E-PL2,Canon 5DMarkII,FL2,FL11,appearance0,appearance2,True,True,True,False,0.0497296452522277,0.0629305243492126,0.2192331850528717,0.0624280758202075
L054_A0_A1,L054,light_ood,L054_A0,L054_A1,camera,True,False,False,Canon 5DMarkII,Nokia N900,A,A,appearance0,appearance0,True,True,True,True,0.0118872988969087,0.0194031540304422,0.0401610285043716,0.0035506242420524
L054_A0_A2,L054,light_ood,L054_A0,L054_A2,light,False,True,False,Canon 5DMarkII,Canon 5DMarkII,A,FL11,appearance0,appearance0,True,True,True,True,0.0339309833943843,0.039732925593853,0.0646082013845443,0.0087059130892157
L054_A0_A3,L054,light_ood,L054_A0,L054_A3,appearance,False,False,True,Canon 5DMarkII,Canon 5DMarkII,A,A,appearance0,appearance1,True,True,True,False,0.0566776245832443,0.0715561062097549,0.2445903718471527,0.0589710846543312
L054_A0_A4,L054,light_ood,L054_A0,L054_A4,joint,True,True,True,Canon 5DMarkII,Nokia N900,A,FL11,appearance0,appearance2,True,True,True,False,0.0672144964337349,0.0790411457419395,0.159265249967575,0.0377783700823783
L055_A0_A1,L055,light_ood,L055_A0,L055_A1,camera,True,False,False,Nokia N900,Nikon D80,FL2,FL2,appearance0,appearance0,True,True,True,True,0.020862553268671,0.0311690457165241,0.0766608193516731,0.0039267125539481
L055_A0_A2,L055,light_ood,L055_A0,L055_A2,light,False,True,False,Nokia N900,Nokia N900,FL2,FL11,appearance0,appearance0,True,True,True,True,0.0214908793568611,0.0281918495893478,0.0528901815414428,0.0049583339132368
L055_A0_A3,L055,light_ood,L055_A0,L055_A3,appearance,False,False,True,Nokia N900,Nokia N900,FL2,FL2,appearance0,appearance1,True,True,True,False,0.0591102093458175,0.080067865550518,0.2148029804229736,0.0711664110422134
L055_A0_A4,L055,light_ood,L055_A0,L055_A4,joint,True,True,True,Nokia N900,Nikon D80,FL2,FL11,appearance0,appearance2,True,True,True,False,0.0651743859052658,0.0744211375713348,0.1683550179004669,0.0716172456741333
L056_A0_A1,L056,joint_ood,L056_A0,L056_A1,camera,True,False,False,Canon 5DMarkII,Canon 1DMarkIII,D65,D65,appearance0,appearance0,True,True,True,True,0.0043175052851438,0.0049397624097764,0.0088405609130859,0.0008145706378854
L056_A0_A2,L056,joint_ood,L056_A0,L056_A2,light,False,True,False,Canon 5DMarkII,Canon 5DMarkII,D65,FL11,appearance0,appearance0,True,True,True,True,0.0279371757060289,0.0293681379407644,0.0432696938514709,0.0143201565369963
L056_A0_A3,L056,joint_ood,L056_A0,L056_A3,appearance,False,False,True,Canon 5DMarkII,Canon 5DMarkII,D65,D65,appearance0,appearance1,True,True,True,False,0.1612346917390823,0.1654132306575775,0.276942491531372,0.1618429869413375
L056_A0_A4,L056,joint_ood,L056_A0,L056_A4,joint,True,True,True,Canon 5DMarkII,Canon 1DMarkIII,D65,FL11,appearance0,appearance2,True,True,True,False,0.1021839380264282,0.1100816279649734,0.2349323034286499,0.1141224801540374
L057_A0_A1,L057,joint_ood,L057_A0,L057_A1,camera,True,False,False,Nokia N900,Nikon D5100,A,A,appearance0,appearance0,True,True,True,True,0.0129493102431297,0.0192141868174076,0.036980926990509,0.0022665061987936
L057_A0_A2,L057,joint_ood,L057_A0,L057_A2,light,False,True,False,Nokia N900,Nokia N900,A,FL11,appearance0,appearance0,True,True,True,True,0.0249108113348484,0.0305463019758462,0.0526128113269805,0.0111798085272312
L057_A0_A3,L057,joint_ood,L057_A0,L057_A3,appearance,False,False,True,Nokia N900,Nokia N900,A,A,appearance0,appearance1,True,True,True,False,0.0782905519008636,0.0931399464607238,0.2416887283325195,0.0785702317953109
L057_A0_A4,L057,joint_ood,L057_A0,L057_A4,joint,True,True,True,Nokia N900,Nikon D5100,A,FL11,appearance0,appearance2,True,True,True,False,0.0862006992101669,0.0959229245781898,0.2250317931175232,0.0798497572541236
L058_A0_A1,L058,joint_ood,L058_A0,L058_A1,camera,True,False,False,Nikon D80,Canon 1DMarkIII,FL2,FL2,appearance0,appearance0,True,True,True,True,0.0069878110662102,0.0087144216522574,0.0159114003181457,0.0031107603572309
L058_A0_A2,L058,joint_ood,L058_A0,L058_A2,light,False,True,False,Nikon D80,Nikon D80,FL2,FL11,appearance0,appearance0,True,True,True,True,0.0303515158593654,0.0374396480619907,0.0681614875793457,0.0039990944787859
L058_A0_A3,L058,joint_ood,L058_A0,L058_A3,appearance,False,False,True,Nikon D80,Nikon D80,FL2,FL2,appearance0,appearance1,True,True,True,False,0.0465048477053642,0.0572103857994079,0.2041429281234741,0.0478199906647205
L058_A0_A4,L058,joint_ood,L058_A0,L058_A4,joint,True,True,True,Nikon D80,Canon 1DMarkIII,FL2,FL11,appearance0,appearance2,True,True,True,False,0.0986305400729179,0.1041984111070633,0.1874748766422271,0.1118065193295478
