latent_id,latent_split,latent_index,latent_seed,m_seed,h_seed,mask_seed,m_base,h_base,m_hash,h_hash,mask_hash,valid_skin_fraction,m_mean_valid,m_std_valid,h_mean_valid,h_std_valid,m_min_valid,m_max_valid,h_min_valid,h_max_valid,so0_version,so0_config_hash,camera_light_freeze_hash
L037,id_test,5,3660043968478769902,14193801525728780063,18024054890205094397,1185986171129568251,0.6875,0.1875,d1b2cd7184a87821eabe78d1318cb060410eda661605405d6c828fb36bf97fa1,14e8cea4d7009b150437eded7c6370e555b31cf2251dea65d257abb8a20a083e,7a81820f3b13622a879c5dc9d1ec195deabf927002e3ad4c4b28341302cbaf91,0.5445709228515625,0.6813836693763733,0.0364033803343772,0.1903493255376815,0.0334861986339092,0.5674999952316284,0.7755609750747681,0.1122872456908226,0.2906250059604645,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L038,id_test,6,18080354364720800496,3209823840025623512,2425045473048769175,17464639483191068207,0.8125,0.6875,2189838c1658e117637eba0573fcd26dd795852cbd4a98e5db339304a4459797,8714794447013918a2616004d0b90fe904e0fb464d3adc08a10b1a0e9fc16a99,d08961faaca17856b09bd282a269e8257fa4c31564c29378faf04e6d6c6ae3d5,0.4937286376953125,0.8126981258392334,0.0381986238062381,0.6847566962242126,0.0323106124997139,0.7222470045089722,0.915624976158142,0.5869814157485962,0.7556071281433105,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L039,id_test,7,848117309764319672,12872703366161468241,11528291980263990193,1614899928351033065,0.9375,0.3125,4c74fec6456ce50f8730d0fc92a259deab6ae333c639c575b73fa94b84fe44e5,61984ef185dbb3dbabc674ebe99dc54d4b8b6a2cb955483ef35203416982e998,f88605634d57235a4034e6a75a5b7fab76ffc18239e1e3d1c638b2636a317cef,0.4724578857421875,0.9366213083267212,0.0118639050051569,0.3138796091079712,0.0414904318749904,0.906732439994812,0.963570475578308,0.2009980380535125,0.4325000047683716,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L040,camera_ood,0,15280103109636035039,11659838964464879867,12424863375933836414,12073429692916260581,0.0625,0.8125,e2022b62f97d15d84e40dbfa05a2d46830b9a5b717a15cc27e53bf7f681d670d,73e506cca59ea61e22d6cd64b5e4f2f3bf92fc172e5e2c4bc99d0b4826e10374,6f3eb345c15e3ea71933d10a3fa3d4c29121c42899afa84250166c17c5ae47df,0.483612060546875,0.0640679150819778,0.0087811900302767,0.8123904466629028,0.0279602948576211,0.0395466834306716,0.0968749970197677,0.7362532615661621,0.8732320070266724,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L041,camera_ood,1,8733889925066845589,12788457976214147754,17483850225899902539,3107748581184647068,0.1875,0.4375,d2d556f82a3b0f3c39039abaa98f806321f46e5d8fdcd6b0c12372aa549f2d9e,9d127b8876aaed01dcfa6eb14d6b9515b250b8d7664db0e97f78a1062b976488,0d1c93f470778efa11cd8f5a9eddb8694cc5ffd8c287325bf72f77a67927a08d,0.5328369140625,0.1797651350498199,0.0327527485787868,0.4455895721912384,0.0432868227362632,0.0843750014901161,0.284514456987381,0.3327837884426117,0.5557003021240234,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L042,camera_ood,2,10935955764716547088,7714768222746054719,14534676816192106055,16922057985377739016,0.3125,0.3125,a44264a4e3d1d8b76f82119d968c295ae0bd36e3cf4cab2ccb94e953f87ba7e1,75b2142cc01394d672cceabe06d298e24f011d93f91d91194948f2ca895c6d6e,c5256104fa30525a5b2a8b73388bd65eda1199c84527d34c64118e67a35c9993,0.4618682861328125,0.319937914609909,0.038700595498085,0.3050776124000549,0.04136373847723,0.2032673358917236,0.4247491955757141,0.1953980326652526,0.4265647530555725,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L043,camera_ood,3,18251768167129898688,552372234170284747,4420354735616197260,10780470440546449382,0.4375,0.1875,d8ef12b702db90c377b54763b32f95c6a6005b252e5fd16ebe5f39b5de69efd1,6b13966920e843027035c57e53fff8f7efdb8bd6e9c0b82ad673aad9ea6c3522,0f49b7b6d23a0626c3f4f3b362456ddb34d3481250dee5c76b60a27e784fe1b3,0.5353546142578125,0.4346919655799866,0.0303874872624874,0.1936466097831726,0.0272324569523334,0.3438651859760284,0.5334146022796631,0.1281154453754425,0.2753729820251465,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L044,camera_ood,4,9278308397605981365,13087251683178914340,8125170852010788571,14562297902338746870,0.5625,0.5625,a057e1076b2248b32be2ae5ae9f7cb66bd4c05da2f8a76e7e56cc4fda40f9b7a,71e166d303c228a7694aaab539a87eaca36ed82ef01210dce0577f78e38c23cf,940ab5b2a7524a00e52e84c3ab31b5d790034aba0ed257571a5df4752d4f9428,0.5615386962890625,0.5639704465866089,0.0353211276233196,0.5647724866867065,0.0445924513041973,0.4715690612792969,0.6567054986953735,0.4424999952316284,0.6747734546661377,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L045,camera_ood,5,3960456134980756894,7981348978700285998,16547838110973555522,2576405132851356457,0.6875,0.6875,524dac5b5c10a60460987e1d23571ec839ae10b8dd956c0767bbbee6143059f6,a09080e0eb1dba3d1eb5f06fbc4826474ea03188fed82af3937b18a70e23ba02,1ed159c9012271e20f96a4a413a8fd1f8764d45636867f366bc724d4745326c7,0.46099853515625,0.685655951499939,0.0395602583885192,0.6910373568534851,0.0369236730039119,0.5674999952316284,0.7925332188606262,0.5674999952316284,0.7806013822555542,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L046,camera_ood,6,15929896266975481962,6495320216957481307,9843046531563397291,16645918107102342914,0.8125,0.0625,a674199c6a4598d84084924f5aed92383b6b18ecbef803d4f024a0c983151f1c,60746c139308fa6353ded71806a11102db294f00c1c48749e5b744d2890e11e6,11bc6b750d0b53436878982c8a3f02989ff3dc9e9565329853d165ac12c3a3ba,0.542633056640625,0.8143848180770874,0.0294045396149158,0.0636437982320785,0.0103901037946343,0.7093750238418579,0.8813579082489014,0.0312548168003559,0.0886236652731895,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L047,camera_ood,7,9668657143469433542,1780205434063944617,2551094322347594646,10053906196213786998,0.9375,0.9375,0cd13bb8722b4cef19a57ffc1cc8135425af5d4c22eede5c51b9eda1a0498f04,73d0cb04dd0e35b9280e0695e986154466f152845a89fd64f0986a7c0888e612,6cffe58e1f61686761ff99a85d760c9a5da255872616bf13502dd64080867cc0,0.5192413330078125,0.9381791949272156,0.0085228355601429,0.9366507530212402,0.0105293206870555,0.9146512746810912,0.971875011920929,0.9093130826950072,0.9657704830169678,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L048,light_ood,0,16233756377319159933,16290983104061643463,17978700101486570630,14016947088116357726,0.0625,0.8125,a4efa7b938ba04196ed2b972308bffe2c8eb2eebc5111112e87ac5f10ac4ca26,265a129c22689a0d4ff8d8c1e99ebc1c841afebb1863e2f8b6bb07f77e756e2d,40beac0c18b7ff0f1e20207d929e4ae578ad1707b8ed50f9dfc3929bc245c338,0.52825927734375,0.0624152272939682,0.0112612480297684,0.811668336391449,0.0348380357027053,0.0281249992549419,0.0896036177873611,0.7187494039535522,0.9128032922744752,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L049,light_ood,1,12943230743838329133,15634024435254547361,13905469915625332326,17797884121381468630,0.1875,0.3125,2e8ff4f8534842a703148d9653650679d21780501e6170edea58cde2e8c8d0a1,b46b6843007050c9694f61cadc7c055d706eed1457658074e8a6aafba7e3938b,75b5e40702aab50461659bd022455df36edc45cfb197cca9f349b1bb804f2c3e,0.5612030029296875,0.1787726581096649,0.033265721052885,0.3136220276355743,0.0452638640999794,0.104986272752285,0.2749116420745849,0.1981849372386932,0.4325000047683716,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L050,light_ood,2,9185821072723998968,17928799301389917765,9253022667724200377,10734933846491593506,0.3125,0.4375,10fbc6ef7226281b5e38e5df8db95afff718bc3be180a73554d6a6c668b0edfe,fdeb9695e66d3904f7a67ba1f219adf263c7ff3340858591fe58b0ca4a4b8e49,9264b0dda457120a82fe41879c95f1e01d705983a2d8012f1432282b4cc0ef23,0.4713592529296875,0.3141658902168274,0.0327787958085536,0.4399933218955993,0.0414502397179603,0.1924999952316284,0.4171286821365356,0.3390150964260101,0.548092782497406,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L051,light_ood,3,13643515117912652156,10830815828839536293,15223405190246255838,7293550404911948935,0.4375,0.6875,9cd645218cd429bf6cc47be4e161014b5307fb27a73bdb31f285c34b6c397c23,e8f7bdbf88bbff916567ff9a955cc26b91d7b9c3b177d0600527eb34cb09cb9c,1abe571d597d8b19dd599f84d69c279e08c5915afd8c3a9743088cab23895352,0.4782867431640625,0.4383907616138458,0.0348646230995655,0.6837676167488098,0.0380319617688655,0.3174999952316284,0.52452552318573,0.5909584164619446,0.7955005168914795,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L052,light_ood,4,853634053022254644,15047667007196563688,5408696997845074817,12536571888833530722,0.5625,0.1875,37300cd98c36cbbf86b683288e36fd212f99f386fe82bff07f1ba8e9fd3c777f,f6ebc3c9ff7457cf7c55ad7d708b3cae5e53e31006021b58d1e7d1cc63a6f926,b4de96c4c83164a5f762e43b6e2c9b66e279455f491a7ca354571d9189868715,0.607574462890625,0.5647185444831848,0.0299283303320407,0.1883202642202377,0.0275384522974491,0.4878115952014923,0.6527372598648071,0.1174587160348892,0.2906250059604645,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L053,light_ood,5,13563004834341399675,17198962061712777626,17538446167733043053,11526578230131193649,0.6875,0.5625,dd8b81883419f639658a131bfe9fce1355b1d1b5419e198a3e2da7344755ec9d,b7c821e8034365b6f7d92b16425789a81e27b5344cc0a1829712902c96b3797b,633669c2146a8ebe8cf5d952f07423567f788a169b8ce1c7c69d5bbd2e2b9418,0.4915618896484375,0.6805299520492554,0.034412894397974,0.564206063747406,0.033068474382162,0.5749419927597046,0.7596600651741028,0.4424999952316284,0.6438706517219543,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L054,light_ood,6,16125769936164254360,11540960581931344585,9141403421292656904,13843134315404580737,0.8125,0.0625,c3bc67ccea15a446b82490b5845aebdca1cf24983926b3f8056125af0f4e1c08,5495cf05350c939c4e9dc5ff0ba8241df62a1fc0da6a302a0fbdb2d35b56d3d0,37f74ac41e30af80cb1ba42c6f3b4a90fab32a90aef5893e197654e237cab54a,0.54595947265625,0.8135521411895752,0.0289954990148544,0.0633623823523521,0.0106432978063821,0.7093750238418579,0.8969457149505615,0.0337414294481277,0.0930179879069328,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L055,light_ood,7,6063346027809555096,13890225805169473774,9947612588806718522,13148994529521858804,0.9375,0.9375,949e750d70c2d2e0f3c9fc85afe8b026865976e296cdf04100ba133b9c5f3287,fc1c53193a805f4ac39b982bf69dc989bf2ed711c3fe379eabd81d6fc1f7f7f0,497173db83e5adb837e8505bc85cd49c680776d3b882ff24e8e3e5316935bfc9,0.5821380615234375,0.9375157952308656,0.0100010288879275,0.9388071894645692,0.0079748407006263,0.913257658481598,0.968015730381012,0.91855651140213,0.971875011920929,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L056,joint_ood,0,1029773482764609435,11062336489577931581,16798601313573993596,18213502621472623458,0.0625,0.6875,bb2c32b1efcb02fa1a02eadaadfcc34bda6410124ec7ec3bd919ea533b6bbaa9,786362f05c8feb1940de2b82cf4cb47f9f1a50980c501076647cc019e6ffac67,7280726c8de6c8c457a64a91ba15c1f04ad84405aea6f5c3cead5fd15e32789e,0.4617767333984375,0.0618307031691074,0.0132390102371573,0.6796277761459351,0.0414574518799781,0.0289866365492343,0.0945207104086875,0.5792608857154846,0.7729111909866333,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L057,joint_ood,1,4100803719284404016,13016583108883937300,17154759756081408116,16251472659263951000,0.1875,0.4375,17a5474390100935cd66e7ace924bfb1f1ef511943313dbca1cc0c64e52a5164,b6600cb8a2bbe770acd049d135aa7e6f1ad6066cfaeee41749d104bf848f7739,b21a30666024041ca9c2c4ed3b501b2032b7ef2804a75fea40f85bb905236c0d,0.52337646484375,0.1853950917720794,0.0270262602716684,0.437978982925415,0.0431568771600723,0.1056666299700737,0.281093955039978,0.3409163355827331,0.5575000047683716,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L058,joint_ood,2,18221257183712194724,14061134807705221057,6195747581727207783,3350993059862197359,0.3125,0.9375,f2bdf56adb9b0b9a4a33dd2c488a7fea1ade4c455c173758ab9eb975a99f3058,7c68797916a1ebbab4720e0101291608f0ae54a28258e33090ba7594ab402457,3f9cc248cdfb2163a566067a1e3bd7be537295a03ade62860ceac4fd088e1375,0.568115234375,0.3145212829113006,0.0374186672270298,0.937078893184662,0.0119865629822015,0.2182476222515106,0.4325000047683716,0.9059239625930786,0.9662538766860962,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L059,joint_ood,3,16372573917789446503,8645309735037496105,12325647010902834275,3710891637595150293,0.4375,0.1875,a5f6887ce17865b453c3ca976dac1c4f691e5ebf9cac87bacab76da299bd736f,df1bcf93117b531460b572aeadb7e19b74d03b63a8fd075086da7463df1b1df7,38bccd7f43c5af1a9411c55323c62a2b821a5c65d65afcf28706cdf622908c3d,0.4703369140625,0.4280931949615478,0.0365772396326065,0.1805668473243713,0.0390189923346042,0.3219448924064636,0.5530242919921875,0.0898123309016227,0.273781418800354,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L060,joint_ood,4,263730753031131023,8626915381645981006,9122293084957842184,4182745514329044381,0.5625,0.0625,5171523107d5d5a0f2e2780842cfafaebef57588106795a86c7c3c5bc0a91e6e,a2121e6503024827b0f403de1a65a22e6eafd9b94a6f777418ad31cd4953c7eb,cd3f1b144d9c315ff13ebd5ecc8acbc4ad8ac9a802b884bb53acedfb300d747c,0.626800537109375,0.5580588579177856,0.0472727455198764,0.0628413632512092,0.0094571467489004,0.4621133208274841,0.6742713451385498,0.0281249992549419,0.0904079973697662,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L061,joint_ood,5,7312115259466266292,7031089327099251158,16490949332609663907,6244118605764466100,0.6875,0.5625,1f55a2c6544cd045e08a5a95ddd9bbd398f05f29328030f835b16a7b374d1e64,1ab742b903ad60a6d35931e9b8be52a4ec9bcf1807f317a884a5b9c470e4b356,1ec83ad5d9b81febd32fb042f4aba2ee1dc1e69940a3b2bf2f4710f06ef32ed4,0.5468597412109375,0.6920694708824158,0.0420271456241607,0.5570075511932373,0.0401955172419548,0.5797584652900696,0.8075000047683716,0.4425909221172333,0.6552314758300781,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L062,joint_ood,6,8697790818200877079,17923270727235521312,14117218648008210334,1137346393868349115,0.8125,0.3125,70e80a56e87ad86691557330d18a637f566783340abd82e727210f2caaf64a72,c8761d9c84d66dd5ad665c2b62c3f65ddd65306c2ef2243ae04f11978851dc70,386e586787df28253178cd4910cd0215746a4274b6863e8b4a6cd0f5f1d8dc40,0.49444580078125,0.8099187016487122,0.0202329438179731,0.3159436881542206,0.0362800434231758,0.7124220728874207,0.8636877536773682,0.2099857777357101,0.3962858617305755,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L063,joint_ood,7,9267392110068751383,12495088210157379482,13784420093438523547,14694818921941664415,0.9375,0.8125,8fdcc2556738ec8f31051d29d4bf9d8f106145b35745eb8001e21e8683fbc677,2953b29e16871f23a0c435795ed4576bd9b81b45143e85be22e25eba49b54834,3d9c4457eb51f91ebac6ad4156ff05ced47f57297dbbf003b59ac5d5a8f9619a,0.4698638916015625,0.9361376762390136,0.010203193873167,0.8130260705947876,0.0271574854850769,0.9126160144805908,0.968287229537964,0.7460503578186035,0.897647500038147,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
